#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2D13
#Date Time: 2023-11-30 13:55:03.240
#Sample rate: 19550.3Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 2 V/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 2 V/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Triangle
#Frequency: 50 Hz
#Period: 20 ms
#Amplitude: 5 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Wavegen Channel 2: Running
#Mode: Simple
#Type: DC
#Offset: 1.5 V

Time (s),Channel 1 (V),Channel 2 (V)
0.02260622325319694,3.785689708288638,-4.449091691216778
0.02265737325319694,3.878210008382817,-4.452857930501446
0.02270852325319694,3.963328684469462,-4.456624169786116
0.02275967325319694,4.055848984563641,-4.460390409070784
0.02281082325319694,4.140967660650286,-4.464156648355453
0.02286197325319694,4.229787148740699,-4.467922887640121
0.02291312325319694,4.31860663683111,-4.467922887640121
0.02296427325319694,4.407426124921523,-4.47168912692479
0.02301542325319694,4.496245613011935,-4.47168912692479
0.02306657325319694,4.585065101102347,-4.475455366209458
0.02311772325319694,4.670183777188992,-4.479221605494128
0.02316887325319694,4.759003265279404,-4.482987844778796
0.02322002325319694,4.847822753369816,-4.482987844778796
0.02327117325319694,4.936642241460228,-4.482987844778796
0.02332232325319694,5.029162541554407,-4.486754084063465
0.02337347325319694,5.114281217641052,-4.490520323348133
0.02342462325319694,5.203100705731464,-4.494286562632802
0.02347577325319694,5.291920193821876,-4.494286562632802
0.02352692325319694,5.377038869908521,-4.498052801917471
0.02357807325319694,5.465858357998933,-4.498052801917471
0.02362922325319694,5.554677846089345,-4.50181904120214
0.02368037325319694,5.63979652217599,-4.50181904120214
0.02373152325319694,5.728616010266402,-4.505585280486808
0.02378267325319694,5.817435498356814,-4.509351519771477
0.02383382325319694,5.906254986447226,-4.513117759056145
0.02388497325319694,5.991373662533871,-4.513117759056145
0.02393612325319694,6.080193150624283,-4.516883998340814
0.02398727325319694,6.169012638714695,-4.516883998340814
0.02403842325319694,6.257832126805107,-4.520650237625483
0.02408957325319694,6.342950802891751,-4.524416476910152
0.02414072325319694,6.431770290982164,-4.524416476910152
0.02419187325319694,6.520589779072576,-4.524416476910152
0.02424302325319694,6.60570845515922,-4.52818271619482
0.02429417325319694,6.694527943249633,-4.52818271619482
0.02434532325319694,6.779646619336278,-4.531948955479489
0.02439647325319694,6.86846610742669,-4.535715194764158
0.02444762325319694,6.957285595517102,-4.535715194764158
0.02449877325319694,7.042404271603747,-4.535715194764158
0.02454992325319694,7.127522947690392,-4.539481434048827
0.02460107325319694,7.216342435780803,-4.543247673333496
0.02465222325319694,7.301461111867448,-4.547013912618164
0.02470337325319694,7.390280599957861,-4.547013912618164
0.02475452325319694,7.475399276044505,-4.547013912618164
0.02480567325319694,7.564218764134917,-4.550780151902833
0.02485682325319694,7.649337440221562,-4.550780151902833
0.02490797325319694,7.738156928311974,-4.554546391187501
0.02495912325319694,7.823275604398619,-4.55831263047217
0.02501027325319694,7.912095092489031,-4.55831263047217
0.02506142325319693,7.997213768575676,-4.55831263047217
0.02511257325319693,8.086033256666088,-4.562078869756839
0.02516372325319693,8.171151932752734,-4.562078869756839
0.02521487325319693,8.256270608839378,-4.565845109041508
0.02526602325319693,8.345090096929789,-4.565845109041508
0.02531717325319693,8.385799028971212,-4.56207886975684
0.02536832325319693,8.293278728877093,-4.554546391187505
0.02541947325319693,8.197057616779148,-4.550780151902835
0.02547062325319693,8.100836504681201,-4.543247673333499
0.02552177325319693,8.00831620458702,-4.539481434048828
0.02557292325319693,7.912095092489075,-4.531948955479493
0.02562407325319693,7.815873980391128,-4.524416476910155
0.02567522325319693,7.719652868293182,-4.516883998340818
0.02572637325319693,7.627132568199001,-4.513117759056147
0.02577752325319693,7.530911456101056,-4.509351519771479
0.02582867325319693,7.438391156006875,-4.501819041202143
0.02587982325319693,7.342170043908931,-4.494286562632806
0.02593097325319696,7.249649743814665,-4.49052032334813
0.02598212325319696,7.153428631716718,-4.482987844778792
0.02603327325319696,7.057207519618774,-4.475455366209455
0.02608442325319696,6.964687219524595,-4.467922887640118
0.02613557325319696,6.872166919430414,-4.46039040907078
0.02618672325319696,6.775945807332467,-4.452857930501446
0.02623787325319696,6.679724695234523,-4.452857930501443
0.02628902325319696,6.587204395140343,-4.445325451932105
0.02634017325319696,6.494684095046162,-4.437792973362768
0.02639132325319696,6.398462982948217,-4.430260494793433
0.02644247325319696,6.305942682854038,-4.426494255508763
0.02649362325319696,6.213422382759855,-4.422728016224093
0.02654477325319696,6.113500458658187,-4.41519553765476
0.02659592325319696,6.024680970567776,-4.407663059085422
0.02664707325319696,5.928459858469829,-4.400130580516085
0.02669822325319696,5.832238746371883,-4.396364341231416
0.02674937325319696,5.739718446277704,-4.388831862662078
0.02680052325319696,5.647198146183524,-4.377533144808073
0.02685167325319696,5.554677846089345,-4.370000666238735
0.02690282325319696,5.462157545995166,-4.366234426954066
0.02695397325319696,5.365936433897219,-4.354935709100061
0.02700512325319696,5.269715321799273,-4.351169469815392
0.02705627325319696,5.177195021705094,-4.343636991246054
0.02710742325319696,5.084674721610915,-4.332338273392048
0.02715857325319695,4.992154421516735,-4.32480579482271
0.02720972325319695,4.895933309418789,-4.32480579482271
