vi	V(vbe)	I(Rb)	I(Rc)
7.719999999999880e+000	7.254885e-001	-6.994511e-005	1.915680e-002
7.729999999999880e+000	7.255365e-001	-7.004463e-005	1.917985e-002
7.739999999999879e+000	7.255845e-001	-7.014415e-005	1.920288e-002
7.749999999999879e+000	7.256324e-001	-7.024367e-005	1.922591e-002
7.759999999999879e+000	7.256803e-001	-7.034319e-005	1.924892e-002
7.769999999999879e+000	7.257282e-001	-7.044272e-005	1.927193e-002
7.779999999999879e+000	7.257759e-001	-7.054224e-005	1.929493e-002
7.789999999999878e+000	7.258236e-001	-7.064176e-005	1.931791e-002
7.799999999999878e+000	7.258713e-001	-7.074128e-005	1.934089e-002
7.809999999999878e+000	7.259189e-001	-7.084081e-005	1.936386e-002
7.819999999999878e+000	7.259664e-001	-7.094034e-005	1.938682e-002
7.829999999999878e+000	7.260139e-001	-7.103986e-005	1.940977e-002
7.839999999999877e+000	7.260613e-001	-7.113939e-005	1.943271e-002
7.849999999999877e+000	7.261087e-001	-7.123892e-005	1.945565e-002
7.859999999999877e+000	7.261560e-001	-7.133844e-005	1.947857e-002
7.869999999999877e+000	7.262033e-001	-7.143796e-005	1.950148e-002
7.879999999999876e+000	7.262505e-001	-7.153749e-005	1.952439e-002
7.889999999999876e+000	7.262977e-001	-7.163703e-005	1.954729e-002
7.899999999999876e+000	7.263448e-001	-7.173655e-005	1.957017e-002
7.909999999999876e+000	7.263918e-001	-7.183608e-005	1.959305e-002
7.919999999999876e+000	7.264388e-001	-7.193561e-005	1.961592e-002
7.929999999999875e+000	7.264857e-001	-7.203515e-005	1.963878e-002
7.939999999999875e+000	7.265326e-001	-7.213467e-005	1.966163e-002
7.949999999999875e+000	7.265795e-001	-7.223421e-005	1.968447e-002
7.959999999999875e+000	7.266262e-001	-7.233374e-005	1.970730e-002
7.969999999999875e+000	7.266729e-001	-7.243327e-005	1.973012e-002
7.979999999999874e+000	7.267196e-001	-7.253281e-005	1.975294e-002
7.989999999999874e+000	7.267662e-001	-7.263233e-005	1.977574e-002
7.999999999999874e+000	7.268128e-001	-7.273187e-005	1.979854e-002
8.009999999999874e+000	7.268593e-001	-7.283140e-005	1.982132e-002
8.019999999999874e+000	7.269058e-001	-7.293094e-005	1.984410e-002
8.029999999999873e+000	7.269522e-001	-7.303047e-005	1.986687e-002
8.039999999999873e+000	7.269986e-001	-7.313002e-005	1.988963e-002
8.049999999999873e+000	7.270448e-001	-7.322955e-005	1.991238e-002
8.059999999999873e+000	7.270911e-001	-7.332909e-005	1.993512e-002
8.069999999999872e+000	7.271373e-001	-7.342863e-005	1.995785e-002
8.079999999999872e+000	7.271835e-001	-7.352816e-005	1.998058e-002
8.089999999999872e+000	7.272295e-001	-7.362771e-005	2.000329e-002
8.099999999999872e+000	7.272756e-001	-7.372724e-005	2.002600e-002
8.109999999999872e+000	7.273216e-001	-7.382678e-005	2.004869e-002
8.119999999999871e+000	7.273675e-001	-7.392633e-005	2.007138e-002
8.129999999999871e+000	7.274134e-001	-7.402587e-005	2.009406e-002
8.139999999999871e+000	7.274593e-001	-7.412540e-005	2.011673e-002
8.149999999999871e+000	7.275050e-001	-7.422495e-005	2.013939e-002
8.159999999999871e+000	7.275507e-001	-7.432449e-005	2.016204e-002
8.169999999999870e+000	7.275964e-001	-7.442404e-005	2.018468e-002
8.179999999999870e+000	7.276421e-001	-7.452358e-005	2.020732e-002
8.189999999999870e+000	7.276877e-001	-7.462312e-005	2.022994e-002
8.199999999999870e+000	7.277332e-001	-7.472267e-005	2.025256e-002
8.209999999999869e+000	7.277787e-001	-7.482222e-005	2.027516e-002
8.219999999999869e+000	7.278241e-001	-7.492176e-005	2.029776e-002
8.229999999999869e+000	7.278695e-001	-7.502131e-005	2.032035e-002
8.239999999999869e+000	7.279148e-001	-7.512085e-005	2.034293e-002
8.249999999999869e+000	7.279601e-001	-7.522040e-005	2.036550e-002
8.259999999999868e+000	7.280053e-001	-7.531995e-005	2.038806e-002
8.269999999999868e+000	7.280505e-001	-7.541949e-005	2.041062e-002
8.279999999999868e+000	7.280956e-001	-7.551904e-005	2.043316e-002
8.289999999999868e+000	7.281407e-001	-7.561859e-005	2.045570e-002
8.299999999999868e+000	7.281857e-001	-7.571814e-005	2.047822e-002
8.309999999999867e+000	7.282307e-001	-7.581769e-005	2.050074e-002
8.319999999999867e+000	7.282757e-001	-7.591724e-005	2.052325e-002
8.329999999999867e+000	7.283205e-001	-7.601680e-005	2.054575e-002
8.339999999999867e+000	7.283654e-001	-7.611635e-005	2.056824e-002
8.349999999999866e+000	7.284102e-001	-7.621590e-005	2.059073e-002
8.359999999999866e+000	7.284549e-001	-7.631545e-005	2.061320e-002
8.369999999999866e+000	7.284996e-001	-7.641500e-005	2.063566e-002
8.379999999999866e+000	7.285442e-001	-7.651456e-005	2.065812e-002
8.389999999999866e+000	7.285888e-001	-7.661411e-005	2.068057e-002
8.399999999999865e+000	7.286334e-001	-7.671367e-005	2.070301e-002
8.409999999999865e+000	7.286779e-001	-7.681322e-005	2.072544e-002
8.419999999999865e+000	7.287223e-001	-7.691278e-005	2.074786e-002
8.429999999999865e+000	7.287667e-001	-7.701233e-005	2.077027e-002
8.439999999999865e+000	7.288111e-001	-7.711189e-005	2.079267e-002
8.449999999999864e+000	7.288554e-001	-7.721144e-005	2.081507e-002
8.459999999999864e+000	7.288997e-001	-7.731100e-005	2.083746e-002
8.469999999999864e+000	7.289439e-001	-7.741056e-005	2.085983e-002
8.479999999999864e+000	7.289881e-001	-7.751012e-005	2.088220e-002
8.489999999999863e+000	7.290322e-001	-7.760968e-005	2.090456e-002
8.499999999999863e+000	7.290763e-001	-7.770924e-005	2.092691e-002
8.509999999999863e+000	7.291203e-001	-7.780880e-005	2.094926e-002
8.519999999999863e+000	7.291642e-001	-7.790836e-005	2.097159e-002
8.529999999999863e+000	7.292082e-001	-7.800792e-005	2.099391e-002
8.539999999999862e+000	7.292521e-001	-7.810748e-005	2.101623e-002
8.549999999999862e+000	7.292959e-001	-7.820704e-005	2.103854e-002
8.559999999999862e+000	7.293397e-001	-7.830661e-005	2.106084e-002
8.569999999999862e+000	7.293835e-001	-7.840616e-005	2.108313e-002
8.579999999999862e+000	7.294272e-001	-7.850573e-005	2.110541e-002
8.589999999999861e+000	7.294708e-001	-7.860529e-005	2.112768e-002
8.599999999999861e+000	7.295144e-001	-7.870486e-005	2.114995e-002
8.609999999999861e+000	7.295580e-001	-7.880442e-005	2.117220e-002
8.619999999999861e+000	7.296015e-001	-7.890398e-005	2.119445e-002
8.629999999999860e+000	7.296450e-001	-7.900355e-005	2.121669e-002
8.639999999999860e+000	7.296884e-001	-7.910311e-005	2.123892e-002
8.649999999999860e+000	7.297318e-001	-7.920268e-005	2.126114e-002
8.659999999999860e+000	7.297751e-001	-7.930225e-005	2.128335e-002
8.669999999999860e+000	7.298184e-001	-7.940181e-005	2.130556e-002
8.679999999999859e+000	7.298617e-001	-7.950138e-005	2.132775e-002
8.689999999999859e+000	7.299049e-001	-7.960095e-005	2.134994e-002
8.699999999999859e+000	7.299480e-001	-7.970052e-005	2.137212e-002
8.709999999999859e+000	7.299911e-001	-7.980009e-005	2.139429e-002
8.719999999999859e+000	7.300342e-001	-7.989966e-005	2.141645e-002
8.729999999999858e+000	7.300773e-001	-7.999923e-005	2.143860e-002
8.739999999999858e+000	7.301202e-001	-8.009880e-005	2.146075e-002
8.749999999999858e+000	7.301632e-001	-8.019837e-005	2.148288e-002
8.759999999999858e+000	7.302061e-001	-8.029794e-005	2.150501e-002
8.769999999999858e+000	7.302489e-001	-8.039751e-005	2.152713e-002
8.779999999999857e+000	7.302917e-001	-8.049708e-005	2.154924e-002
8.789999999999857e+000	7.303345e-001	-8.059666e-005	2.157134e-002
8.799999999999857e+000	7.303772e-001	-8.069623e-005	2.159343e-002
8.809999999999857e+000	7.304199e-001	-8.079580e-005	2.161552e-002
8.819999999999856e+000	7.304625e-001	-8.089538e-005	2.163760e-002
8.829999999999856e+000	7.305051e-001	-8.099495e-005	2.165966e-002
8.839999999999856e+000	7.305476e-001	-8.109452e-005	2.168172e-002
8.849999999999856e+000	7.305901e-001	-8.119410e-005	2.170377e-002
8.859999999999856e+000	7.306326e-001	-8.129368e-005	2.172581e-002
8.869999999999855e+000	7.306750e-001	-8.139325e-005	2.174785e-002
8.879999999999855e+000	7.307174e-001	-8.149283e-005	2.176987e-002
8.889999999999855e+000	7.307597e-001	-8.159240e-005	2.179189e-002
8.899999999999855e+000	7.308020e-001	-8.169198e-005	2.181390e-002
8.909999999999855e+000	7.308442e-001	-8.179156e-005	2.183590e-002
8.919999999999854e+000	7.308864e-001	-8.189114e-005	2.185789e-002
8.929999999999854e+000	7.309286e-001	-8.199071e-005	2.187987e-002
8.939999999999854e+000	7.309707e-001	-8.209029e-005	2.190185e-002
8.949999999999854e+000	7.310128e-001	-8.218987e-005	2.192382e-002
8.959999999999853e+000	7.310548e-001	-8.228945e-005	2.194577e-002
8.969999999999853e+000	7.310968e-001	-8.238903e-005	2.196772e-002
8.979999999999853e+000	7.311388e-001	-8.248862e-005	2.198966e-002
8.989999999999853e+000	7.311807e-001	-8.258819e-005	2.201160e-002
8.999999999999853e+000	7.312225e-001	-8.268777e-005	2.203352e-002
9.009999999999852e+000	7.312644e-001	-8.278736e-005	2.205544e-002
9.019999999999852e+000	7.313061e-001	-8.288694e-005	2.207735e-002
9.029999999999852e+000	7.313479e-001	-8.298652e-005	2.209925e-002
9.039999999999852e+000	7.313896e-001	-8.308610e-005	2.212114e-002
9.049999999999852e+000	7.314312e-001	-8.318569e-005	2.214302e-002
9.059999999999851e+000	7.314728e-001	-8.328527e-005	2.216489e-002
9.069999999999851e+000	7.315144e-001	-8.338485e-005	2.218676e-002
9.079999999999851e+000	7.315559e-001	-8.348444e-005	2.220862e-002
9.089999999999851e+000	7.315974e-001	-8.358403e-005	2.223047e-002
9.099999999999850e+000	7.316389e-001	-8.368361e-005	2.225231e-002
9.109999999999850e+000	7.316803e-001	-8.378320e-005	2.227414e-002
9.119999999999850e+000	7.317216e-001	-8.388278e-005	2.229597e-002
9.129999999999850e+000	7.317630e-001	-8.398237e-005	2.231778e-002
9.139999999999850e+000	7.318043e-001	-8.408196e-005	2.233959e-002
9.149999999999849e+000	7.318456e-001	-8.418154e-005	2.236139e-002
9.159999999999849e+000	7.318867e-001	-8.428114e-005	2.238318e-002
9.169999999999849e+000	7.319279e-001	-8.438072e-005	2.240497e-002
9.179999999999849e+000	7.319691e-001	-8.448031e-005	2.242674e-002
9.189999999999849e+000	7.320101e-001	-8.457990e-005	2.244851e-002
9.199999999999848e+000	7.320512e-001	-8.467949e-005	2.247027e-002
9.209999999999848e+000	7.320922e-001	-8.477908e-005	2.249202e-002
9.219999999999848e+000	7.321332e-001	-8.487867e-005	2.251376e-002
9.229999999999848e+000	7.321741e-001	-8.497826e-005	2.253549e-002
9.239999999999847e+000	7.322150e-001	-8.507785e-005	2.255722e-002
9.249999999999847e+000	7.322558e-001	-8.517744e-005	2.257893e-002
9.259999999999847e+000	7.322966e-001	-8.527703e-005	2.260064e-002
9.269999999999847e+000	7.323374e-001	-8.537663e-005	2.262235e-002
9.279999999999847e+000	7.323781e-001	-8.547622e-005	2.264404e-002
9.289999999999846e+000	7.324188e-001	-8.557581e-005	2.266572e-002
9.299999999999846e+000	7.324595e-001	-8.567540e-005	2.268740e-002
9.309999999999846e+000	7.325001e-001	-8.577500e-005	2.270907e-002
9.319999999999846e+000	7.325407e-001	-8.587459e-005	2.273073e-002
9.329999999999846e+000	7.325812e-001	-8.597418e-005	2.275238e-002
9.339999999999845e+000	7.326217e-001	-8.607379e-005	2.277402e-002
9.349999999999845e+000	7.326621e-001	-8.617338e-005	2.279566e-002
9.359999999999845e+000	7.327026e-001	-8.627297e-005	2.281729e-002
9.369999999999845e+000	7.327430e-001	-8.637257e-005	2.283891e-002
9.379999999999845e+000	7.327833e-001	-8.647217e-005	2.286052e-002
9.389999999999844e+000	7.328236e-001	-8.657177e-005	2.288212e-002
9.399999999999844e+000	7.328639e-001	-8.667136e-005	2.290372e-002
9.409999999999844e+000	7.329041e-001	-8.677096e-005	2.292530e-002
9.419999999999844e+000	7.329443e-001	-8.687055e-005	2.294688e-002
9.429999999999843e+000	7.329845e-001	-8.697015e-005	2.296845e-002
9.439999999999843e+000	7.330246e-001	-8.706975e-005	2.299001e-002
9.449999999999843e+000	7.330647e-001	-8.716936e-005	2.301157e-002
9.459999999999843e+000	7.331047e-001	-8.726896e-005	2.303312e-002
9.469999999999843e+000	7.331447e-001	-8.736855e-005	2.305466e-002
9.479999999999842e+000	7.331847e-001	-8.746815e-005	2.307619e-002
9.489999999999842e+000	7.332246e-001	-8.756775e-005	2.309771e-002
9.499999999999842e+000	7.332645e-001	-8.766736e-005	2.311922e-002
9.509999999999842e+000	7.333043e-001	-8.776696e-005	2.314073e-002
9.519999999999842e+000	7.333441e-001	-8.786656e-005	2.316223e-002
9.529999999999841e+000	7.333840e-001	-8.796616e-005	2.318372e-002
9.539999999999841e+000	7.334237e-001	-8.806576e-005	2.320520e-002
9.549999999999841e+000	7.334634e-001	-8.816537e-005	2.322667e-002
9.559999999999841e+000	7.335030e-001	-8.826497e-005	2.324814e-002
9.569999999999840e+000	7.335427e-001	-8.836457e-005	2.326960e-002
9.579999999999840e+000	7.335823e-001	-8.846418e-005	2.329105e-002
9.589999999999840e+000	7.336218e-001	-8.856378e-005	2.331249e-002
9.599999999999840e+000	7.336614e-001	-8.866339e-005	2.333393e-002
9.609999999999840e+000	7.337008e-001	-8.876299e-005	2.335535e-002
9.619999999999839e+000	7.337403e-001	-8.886259e-005	2.337677e-002
9.629999999999839e+000	7.337797e-001	-8.896220e-005	2.339818e-002
9.639999999999839e+000	7.338191e-001	-8.906181e-005	2.341958e-002
9.649999999999839e+000	7.338584e-001	-8.916142e-005	2.344098e-002
9.659999999999839e+000	7.338977e-001	-8.926103e-005	2.346236e-002
9.669999999999838e+000	7.339370e-001	-8.936063e-005	2.348374e-002
9.679999999999838e+000	7.339762e-001	-8.946023e-005	2.350511e-002
9.689999999999838e+000	7.340154e-001	-8.955985e-005	2.352647e-002
9.699999999999838e+000	7.340546e-001	-8.965946e-005	2.354783e-002
9.709999999999837e+000	7.340937e-001	-8.975907e-005	2.356918e-002
9.719999999999837e+000	7.341328e-001	-8.985867e-005	2.359052e-002
9.729999999999837e+000	7.341718e-001	-8.995828e-005	2.361185e-002
9.739999999999837e+000	7.342108e-001	-9.005789e-005	2.363317e-002
9.749999999999837e+000	7.342498e-001	-9.015750e-005	2.365449e-002
9.759999999999836e+000	7.342888e-001	-9.025711e-005	2.367579e-002
9.769999999999836e+000	7.343277e-001	-9.035673e-005	2.369709e-002
9.779999999999836e+000	7.343665e-001	-9.045633e-005	2.371838e-002
9.789999999999836e+000	7.344053e-001	-9.055595e-005	2.373967e-002
9.799999999999836e+000	7.344441e-001	-9.065556e-005	2.376094e-002
9.809999999999835e+000	7.344829e-001	-9.075517e-005	2.378221e-002
9.819999999999835e+000	7.345217e-001	-9.085478e-005	2.380347e-002
9.829999999999835e+000	7.345604e-001	-9.095440e-005	2.382473e-002
9.839999999999835e+000	7.345990e-001	-9.105401e-005	2.384597e-002
9.849999999999834e+000	7.346377e-001	-9.115363e-005	2.386720e-002
9.859999999999834e+000	7.346762e-001	-9.125323e-005	2.388844e-002
9.869999999999834e+000	7.347148e-001	-9.135285e-005	2.390966e-002
9.879999999999834e+000	7.347533e-001	-9.145246e-005	2.393087e-002
9.889999999999834e+000	7.347918e-001	-9.155208e-005	2.395207e-002
9.899999999999833e+000	7.348303e-001	-9.165169e-005	2.397327e-002
9.909999999999833e+000	7.348687e-001	-9.175131e-005	2.399446e-002
9.919999999999833e+000	7.349071e-001	-9.185093e-005	2.401564e-002
9.929999999999833e+000	7.349454e-001	-9.195055e-005	2.403682e-002
9.939999999999833e+000	7.349837e-001	-9.205016e-005	2.405798e-002
9.949999999999832e+000	7.350220e-001	-9.214978e-005	2.407914e-002
9.959999999999832e+000	7.350603e-001	-9.224940e-005	2.410029e-002
9.969999999999832e+000	7.350985e-001	-9.234902e-005	2.412144e-002
9.979999999999832e+000	7.351367e-001	-9.244863e-005	2.414257e-002
9.989999999999832e+000	7.351748e-001	-9.254825e-005	2.416370e-002
1.000000000000000e+001	7.352129e-001	-9.264787e-005	2.418482e-002
