vi	V(vbe)	I(Rb)	I(Rc)
3.839999999999962e+000	6.999697e-001	-3.140030e-005	9.431532e-003
3.849999999999962e+000	7.000649e-001	-3.149935e-005	9.458844e-003
3.859999999999962e+000	7.001598e-001	-3.159840e-005	9.486143e-003
3.869999999999962e+000	7.002544e-001	-3.169745e-005	9.513428e-003
3.879999999999961e+000	7.003489e-001	-3.179651e-005	9.540701e-003
3.889999999999961e+000	7.004430e-001	-3.189557e-005	9.567962e-003
3.899999999999961e+000	7.005368e-001	-3.199463e-005	9.595210e-003
3.909999999999961e+000	7.006304e-001	-3.209370e-005	9.622444e-003
3.919999999999960e+000	7.007238e-001	-3.219276e-005	9.649666e-003
3.929999999999960e+000	7.008169e-001	-3.229183e-005	9.676876e-003
3.939999999999960e+000	7.009098e-001	-3.239090e-005	9.704071e-003
3.949999999999960e+000	7.010024e-001	-3.248998e-005	9.731255e-003
3.959999999999960e+000	7.010948e-001	-3.258905e-005	9.758426e-003
3.969999999999959e+000	7.011869e-001	-3.268813e-005	9.785583e-003
3.979999999999959e+000	7.012788e-001	-3.278721e-005	9.812729e-003
3.989999999999959e+000	7.013704e-001	-3.288630e-005	9.839862e-003
3.999999999999959e+000	7.014618e-001	-3.298538e-005	9.866981e-003
4.009999999999959e+000	7.015530e-001	-3.308447e-005	9.894088e-003
4.019999999999959e+000	7.016439e-001	-3.318356e-005	9.921182e-003
4.029999999999959e+000	7.017346e-001	-3.328265e-005	9.948264e-003
4.039999999999958e+000	7.018250e-001	-3.338175e-005	9.975333e-003
4.049999999999958e+000	7.019152e-001	-3.348085e-005	1.000239e-002
4.059999999999958e+000	7.020052e-001	-3.357995e-005	1.002943e-002
4.069999999999958e+000	7.020950e-001	-3.367905e-005	1.005646e-002
4.079999999999957e+000	7.021845e-001	-3.377816e-005	1.008348e-002
4.089999999999957e+000	7.022738e-001	-3.387726e-005	1.011049e-002
4.099999999999957e+000	7.023628e-001	-3.397637e-005	1.013748e-002
4.109999999999957e+000	7.024516e-001	-3.407549e-005	1.016446e-002
4.119999999999957e+000	7.025403e-001	-3.417460e-005	1.019143e-002
4.129999999999956e+000	7.026286e-001	-3.427371e-005	1.021838e-002
4.139999999999956e+000	7.027168e-001	-3.437283e-005	1.024533e-002
4.149999999999956e+000	7.028047e-001	-3.447195e-005	1.027225e-002
4.159999999999956e+000	7.028925e-001	-3.457108e-005	1.029917e-002
4.169999999999956e+000	7.029800e-001	-3.467020e-005	1.032608e-002
4.179999999999955e+000	7.030672e-001	-3.476933e-005	1.035297e-002
4.189999999999955e+000	7.031543e-001	-3.486846e-005	1.037985e-002
4.199999999999955e+000	7.032412e-001	-3.496759e-005	1.040671e-002
4.209999999999955e+000	7.033278e-001	-3.506672e-005	1.043357e-002
4.219999999999955e+000	7.034142e-001	-3.516586e-005	1.046041e-002
4.229999999999954e+000	7.035004e-001	-3.526499e-005	1.048724e-002
4.239999999999954e+000	7.035865e-001	-3.536414e-005	1.051406e-002
4.249999999999954e+000	7.036722e-001	-3.546328e-005	1.054086e-002
4.259999999999954e+000	7.037578e-001	-3.556242e-005	1.056765e-002
4.269999999999953e+000	7.038432e-001	-3.566157e-005	1.059443e-002
4.279999999999953e+000	7.039284e-001	-3.576072e-005	1.062120e-002
4.289999999999953e+000	7.040133e-001	-3.585987e-005	1.064795e-002
4.299999999999953e+000	7.040980e-001	-3.595902e-005	1.067470e-002
4.309999999999953e+000	7.041826e-001	-3.605817e-005	1.070143e-002
4.319999999999952e+000	7.042670e-001	-3.615733e-005	1.072814e-002
4.329999999999952e+000	7.043511e-001	-3.625649e-005	1.075485e-002
4.339999999999952e+000	7.044351e-001	-3.635565e-005	1.078154e-002
4.349999999999952e+000	7.045189e-001	-3.645481e-005	1.080822e-002
4.359999999999952e+000	7.046024e-001	-3.655397e-005	1.083489e-002
4.369999999999951e+000	7.046857e-001	-3.665314e-005	1.086154e-002
4.379999999999951e+000	7.047690e-001	-3.675231e-005	1.088819e-002
4.389999999999951e+000	7.048519e-001	-3.685148e-005	1.091482e-002
4.399999999999951e+000	7.049347e-001	-3.695065e-005	1.094144e-002
4.409999999999950e+000	7.050173e-001	-3.704983e-005	1.096804e-002
4.419999999999950e+000	7.050996e-001	-3.714900e-005	1.099463e-002
4.429999999999950e+000	7.051818e-001	-3.724818e-005	1.102122e-002
4.439999999999950e+000	7.052639e-001	-3.734736e-005	1.104778e-002
4.449999999999950e+000	7.053457e-001	-3.744654e-005	1.107434e-002
4.459999999999949e+000	7.054273e-001	-3.754573e-005	1.110089e-002
4.469999999999949e+000	7.055088e-001	-3.764491e-005	1.112742e-002
4.479999999999949e+000	7.055901e-001	-3.774410e-005	1.115394e-002
4.489999999999949e+000	7.056711e-001	-3.784329e-005	1.118044e-002
4.499999999999949e+000	7.057520e-001	-3.794248e-005	1.120694e-002
4.509999999999948e+000	7.058327e-001	-3.804167e-005	1.123342e-002
4.519999999999948e+000	7.059132e-001	-3.814087e-005	1.125989e-002
4.529999999999948e+000	7.059936e-001	-3.824006e-005	1.128635e-002
4.539999999999948e+000	7.060738e-001	-3.833926e-005	1.131280e-002
4.549999999999947e+000	7.061538e-001	-3.843846e-005	1.133923e-002
4.559999999999947e+000	7.062336e-001	-3.853766e-005	1.136565e-002
4.569999999999947e+000	7.063133e-001	-3.863687e-005	1.139207e-002
4.579999999999947e+000	7.063927e-001	-3.873607e-005	1.141846e-002
4.589999999999947e+000	7.064720e-001	-3.883528e-005	1.144485e-002
4.599999999999946e+000	7.065511e-001	-3.893449e-005	1.147122e-002
4.609999999999946e+000	7.066300e-001	-3.903370e-005	1.149758e-002
4.619999999999946e+000	7.067088e-001	-3.913291e-005	1.152393e-002
4.629999999999946e+000	7.067873e-001	-3.923213e-005	1.155027e-002
4.639999999999946e+000	7.068658e-001	-3.933134e-005	1.157659e-002
4.649999999999945e+000	7.069440e-001	-3.943056e-005	1.160291e-002
4.659999999999945e+000	7.070221e-001	-3.952978e-005	1.162921e-002
4.669999999999945e+000	7.071000e-001	-3.962900e-005	1.165550e-002
4.679999999999945e+000	7.071777e-001	-3.972822e-005	1.168177e-002
4.689999999999944e+000	7.072553e-001	-3.982745e-005	1.170804e-002
4.699999999999944e+000	7.073327e-001	-3.992667e-005	1.173429e-002
4.709999999999944e+000	7.074099e-001	-4.002590e-005	1.176053e-002
4.719999999999944e+000	7.074870e-001	-4.012513e-005	1.178676e-002
4.729999999999944e+000	7.075639e-001	-4.022436e-005	1.181298e-002
4.739999999999943e+000	7.076406e-001	-4.032359e-005	1.183918e-002
4.749999999999943e+000	7.077172e-001	-4.042283e-005	1.186537e-002
4.759999999999943e+000	7.077937e-001	-4.052206e-005	1.189155e-002
4.769999999999943e+000	7.078699e-001	-4.062130e-005	1.191772e-002
4.779999999999943e+000	7.079460e-001	-4.072054e-005	1.194388e-002
4.789999999999942e+000	7.080219e-001	-4.081978e-005	1.197002e-002
4.799999999999942e+000	7.080978e-001	-4.091902e-005	1.199616e-002
4.809999999999942e+000	7.081733e-001	-4.101827e-005	1.202228e-002
4.819999999999942e+000	7.082488e-001	-4.111751e-005	1.204839e-002
4.829999999999942e+000	7.083241e-001	-4.121676e-005	1.207448e-002
4.839999999999941e+000	7.083993e-001	-4.131601e-005	1.210057e-002
4.849999999999941e+000	7.084743e-001	-4.141526e-005	1.212664e-002
4.859999999999941e+000	7.085491e-001	-4.151451e-005	1.215270e-002
4.869999999999941e+000	7.086238e-001	-4.161376e-005	1.217875e-002
4.879999999999940e+000	7.086983e-001	-4.171302e-005	1.220479e-002
4.889999999999940e+000	7.087727e-001	-4.181227e-005	1.223081e-002
4.899999999999940e+000	7.088469e-001	-4.191153e-005	1.225683e-002
4.909999999999940e+000	7.089210e-001	-4.201079e-005	1.228283e-002
4.919999999999940e+000	7.089949e-001	-4.211005e-005	1.230882e-002
4.929999999999939e+000	7.090687e-001	-4.220931e-005	1.233480e-002
4.939999999999939e+000	7.091423e-001	-4.230858e-005	1.236076e-002
4.949999999999939e+000	7.092158e-001	-4.240784e-005	1.238672e-002
4.959999999999939e+000	7.092892e-001	-4.250711e-005	1.241266e-002
4.969999999999939e+000	7.093623e-001	-4.260638e-005	1.243859e-002
4.979999999999938e+000	7.094354e-001	-4.270565e-005	1.246451e-002
4.989999999999938e+000	7.095083e-001	-4.280492e-005	1.249042e-002
4.999999999999938e+000	7.095810e-001	-4.290419e-005	1.251632e-002
5.009999999999938e+000	7.096536e-001	-4.300346e-005	1.254220e-002
5.019999999999937e+000	7.097261e-001	-4.310274e-005	1.256807e-002
5.029999999999937e+000	7.097984e-001	-4.320202e-005	1.259394e-002
5.039999999999937e+000	7.098706e-001	-4.330129e-005	1.261978e-002
5.049999999999937e+000	7.099426e-001	-4.340057e-005	1.264562e-002
5.059999999999937e+000	7.100145e-001	-4.349985e-005	1.267145e-002
5.069999999999936e+000	7.100863e-001	-4.359914e-005	1.269726e-002
5.079999999999936e+000	7.101579e-001	-4.369842e-005	1.272306e-002
5.089999999999936e+000	7.102293e-001	-4.379771e-005	1.274886e-002
5.099999999999936e+000	7.103007e-001	-4.389699e-005	1.277463e-002
5.109999999999936e+000	7.103719e-001	-4.399628e-005	1.280040e-002
5.119999999999935e+000	7.104429e-001	-4.409557e-005	1.282616e-002
5.129999999999935e+000	7.105138e-001	-4.419486e-005	1.285190e-002
5.139999999999935e+000	7.105846e-001	-4.429415e-005	1.287763e-002
5.149999999999935e+000	7.106553e-001	-4.439345e-005	1.290336e-002
5.159999999999934e+000	7.107258e-001	-4.449274e-005	1.292907e-002
5.169999999999934e+000	7.107962e-001	-4.459204e-005	1.295476e-002
5.179999999999934e+000	7.108664e-001	-4.469134e-005	1.298045e-002
5.189999999999934e+000	7.109365e-001	-4.479064e-005	1.300612e-002
5.199999999999934e+000	7.110065e-001	-4.488993e-005	1.303179e-002
5.209999999999933e+000	7.110763e-001	-4.498924e-005	1.305744e-002
5.219999999999933e+000	7.111461e-001	-4.508854e-005	1.308308e-002
5.229999999999933e+000	7.112156e-001	-4.518784e-005	1.310871e-002
5.239999999999933e+000	7.112851e-001	-4.528715e-005	1.313433e-002
5.249999999999933e+000	7.113544e-001	-4.538646e-005	1.315993e-002
5.259999999999932e+000	7.114236e-001	-4.548577e-005	1.318553e-002
5.269999999999932e+000	7.114927e-001	-4.558507e-005	1.321111e-002
5.279999999999932e+000	7.115616e-001	-4.568438e-005	1.323668e-002
5.289999999999932e+000	7.116304e-001	-4.578370e-005	1.326224e-002
5.299999999999931e+000	7.116991e-001	-4.588301e-005	1.328779e-002
5.309999999999931e+000	7.117676e-001	-4.598232e-005	1.331333e-002
5.319999999999931e+000	7.118360e-001	-4.608164e-005	1.333885e-002
5.329999999999931e+000	7.119043e-001	-4.618096e-005	1.336437e-002
5.339999999999931e+000	7.119725e-001	-4.628027e-005	1.338987e-002
5.349999999999930e+000	7.120405e-001	-4.637960e-005	1.341536e-002
5.359999999999930e+000	7.121085e-001	-4.647892e-005	1.344084e-002
5.369999999999930e+000	7.121763e-001	-4.657824e-005	1.346631e-002
5.379999999999930e+000	7.122440e-001	-4.667756e-005	1.349177e-002
5.389999999999930e+000	7.123115e-001	-4.677688e-005	1.351721e-002
5.399999999999929e+000	7.123789e-001	-4.687621e-005	1.354265e-002
5.409999999999929e+000	7.124463e-001	-4.697554e-005	1.356807e-002
5.419999999999929e+000	7.125134e-001	-4.707487e-005	1.359348e-002
5.429999999999929e+000	7.125805e-001	-4.717420e-005	1.361888e-002
5.439999999999928e+000	7.126474e-001	-4.727353e-005	1.364427e-002
5.449999999999928e+000	7.127143e-001	-4.737286e-005	1.366965e-002
5.459999999999928e+000	7.127810e-001	-4.747219e-005	1.369502e-002
5.469999999999928e+000	7.128476e-001	-4.757152e-005	1.372037e-002
5.479999999999928e+000	7.129140e-001	-4.767086e-005	1.374572e-002
5.489999999999927e+000	7.129804e-001	-4.777020e-005	1.377105e-002
5.499999999999927e+000	7.130466e-001	-4.786953e-005	1.379637e-002
5.509999999999927e+000	7.131127e-001	-4.796887e-005	1.382168e-002
5.519999999999927e+000	7.131788e-001	-4.806821e-005	1.384698e-002
5.529999999999927e+000	7.132446e-001	-4.816755e-005	1.387227e-002
5.539999999999926e+000	7.133104e-001	-4.826689e-005	1.389755e-002
5.549999999999926e+000	7.133760e-001	-4.836624e-005	1.392282e-002
5.559999999999926e+000	7.134416e-001	-4.846558e-005	1.394807e-002
5.569999999999926e+000	7.135070e-001	-4.856493e-005	1.397331e-002
5.579999999999926e+000	7.135723e-001	-4.866428e-005	1.399855e-002
5.589999999999925e+000	7.136375e-001	-4.876362e-005	1.402377e-002
5.599999999999925e+000	7.137026e-001	-4.886297e-005	1.404898e-002
5.609999999999925e+000	7.137676e-001	-4.896232e-005	1.407418e-002
5.619999999999925e+000	7.138324e-001	-4.906168e-005	1.409936e-002
5.629999999999924e+000	7.138972e-001	-4.916103e-005	1.412454e-002
5.639999999999924e+000	7.139618e-001	-4.926038e-005	1.414971e-002
5.649999999999924e+000	7.140263e-001	-4.935974e-005	1.417486e-002
5.659999999999924e+000	7.140908e-001	-4.945909e-005	1.420000e-002
5.669999999999924e+000	7.141550e-001	-4.955845e-005	1.422514e-002
5.679999999999923e+000	7.142192e-001	-4.965781e-005	1.425026e-002
5.689999999999923e+000	7.142833e-001	-4.975717e-005	1.427537e-002
5.699999999999923e+000	7.143473e-001	-4.985653e-005	1.430047e-002
5.709999999999923e+000	7.144112e-001	-4.995589e-005	1.432555e-002
5.719999999999923e+000	7.144749e-001	-5.005525e-005	1.435063e-002
5.729999999999922e+000	7.145386e-001	-5.015461e-005	1.437570e-002
5.739999999999922e+000	7.146021e-001	-5.025398e-005	1.440075e-002
5.749999999999922e+000	7.146656e-001	-5.035334e-005	1.442580e-002
5.759999999999922e+000	7.147289e-001	-5.045271e-005	1.445083e-002
5.769999999999921e+000	7.147921e-001	-5.055208e-005	1.447585e-002
5.779999999999921e+000	7.148553e-001	-5.065145e-005	1.450086e-002
5.789999999999921e+000	7.149183e-001	-5.075082e-005	1.452586e-002
5.799999999999921e+000	7.149812e-001	-5.085019e-005	1.455085e-002
5.809999999999921e+000	7.150440e-001	-5.094956e-005	1.457583e-002
5.819999999999920e+000	7.151067e-001	-5.104893e-005	1.460080e-002
5.829999999999920e+000	7.151693e-001	-5.114831e-005	1.462575e-002
5.839999999999920e+000	7.152318e-001	-5.124768e-005	1.465070e-002
5.849999999999920e+000	7.152942e-001	-5.134706e-005	1.467563e-002
5.859999999999920e+000	7.153565e-001	-5.144643e-005	1.470056e-002
5.869999999999919e+000	7.154186e-001	-5.154581e-005	1.472547e-002
5.879999999999919e+000	7.154807e-001	-5.164519e-005	1.475037e-002
5.889999999999919e+000	7.155427e-001	-5.174457e-005	1.477526e-002
5.899999999999919e+000	7.156046e-001	-5.184396e-005	1.480014e-002
5.909999999999918e+000	7.156664e-001	-5.194333e-005	1.482501e-002
5.919999999999918e+000	7.157281e-001	-5.204272e-005	1.484987e-002
5.929999999999918e+000	7.157897e-001	-5.214210e-005	1.487472e-002
5.939999999999918e+000	7.158512e-001	-5.224149e-005	1.489956e-002
5.949999999999918e+000	7.159125e-001	-5.234087e-005	1.492438e-002
5.959999999999917e+000	7.159739e-001	-5.244026e-005	1.494920e-002
5.969999999999917e+000	7.160350e-001	-5.253965e-005	1.497400e-002
5.979999999999917e+000	7.160961e-001	-5.263904e-005	1.499880e-002
5.989999999999917e+000	7.161571e-001	-5.273843e-005	1.502358e-002
5.999999999999917e+000	7.162180e-001	-5.283782e-005	1.504835e-002
6.009999999999916e+000	7.162788e-001	-5.293721e-005	1.507311e-002
6.019999999999916e+000	7.163395e-001	-5.303661e-005	1.509786e-002
6.029999999999916e+000	7.164001e-001	-5.313600e-005	1.512260e-002
6.039999999999916e+000	7.164606e-001	-5.323540e-005	1.514733e-002
6.049999999999915e+000	7.165210e-001	-5.333479e-005	1.517205e-002
6.059999999999915e+000	7.165813e-001	-5.343419e-005	1.519676e-002
6.069999999999915e+000	7.166416e-001	-5.353359e-005	1.522146e-002
6.079999999999915e+000	7.167017e-001	-5.363298e-005	1.524614e-002
6.089999999999915e+000	7.167618e-001	-5.373238e-005	1.527082e-002
6.099999999999914e+000	7.168217e-001	-5.383178e-005	1.529548e-002
6.109999999999914e+000	7.168815e-001	-5.393118e-005	1.532014e-002
6.119999999999914e+000	7.169413e-001	-5.403059e-005	1.534478e-002
6.129999999999914e+000	7.170010e-001	-5.412999e-005	1.536942e-002
6.139999999999914e+000	7.170605e-001	-5.422940e-005	1.539404e-002
6.149999999999913e+000	7.171200e-001	-5.432880e-005	1.541865e-002
6.159999999999913e+000	7.171794e-001	-5.442820e-005	1.544325e-002
6.169999999999913e+000	7.172387e-001	-5.452761e-005	1.546784e-002
6.179999999999913e+000	7.172979e-001	-5.462702e-005	1.549242e-002
6.189999999999913e+000	7.173570e-001	-5.472643e-005	1.551699e-002
6.199999999999912e+000	7.174160e-001	-5.482584e-005	1.554155e-002
6.209999999999912e+000	7.174749e-001	-5.492525e-005	1.556610e-002
6.219999999999912e+000	7.175338e-001	-5.502466e-005	1.559064e-002
6.229999999999912e+000	7.175925e-001	-5.512407e-005	1.561516e-002
6.239999999999911e+000	7.176512e-001	-5.522349e-005	1.563968e-002
6.249999999999911e+000	7.177098e-001	-5.532290e-005	1.566419e-002
6.259999999999911e+000	7.177683e-001	-5.542232e-005	1.568868e-002
6.269999999999911e+000	7.178267e-001	-5.552173e-005	1.571317e-002
6.279999999999911e+000	7.178850e-001	-5.562115e-005	1.573764e-002
6.289999999999910e+000	7.179432e-001	-5.572057e-005	1.576211e-002
6.299999999999910e+000	7.180013e-001	-5.581999e-005	1.578656e-002
6.309999999999910e+000	7.180594e-001	-5.591940e-005	1.581100e-002
6.319999999999910e+000	7.181173e-001	-5.601883e-005	1.583544e-002
6.329999999999910e+000	7.181752e-001	-5.611825e-005	1.585986e-002
6.339999999999909e+000	7.182330e-001	-5.621767e-005	1.588427e-002
6.349999999999909e+000	7.182907e-001	-5.631709e-005	1.590867e-002
6.359999999999909e+000	7.183483e-001	-5.641652e-005	1.593306e-002
6.369999999999909e+000	7.184058e-001	-5.651594e-005	1.595744e-002
6.379999999999908e+000	7.184632e-001	-5.661537e-005	1.598181e-002
6.389999999999908e+000	7.185206e-001	-5.671479e-005	1.600617e-002
6.399999999999908e+000	7.185779e-001	-5.681422e-005	1.603052e-002
6.409999999999908e+000	7.186350e-001	-5.691365e-005	1.605486e-002
6.419999999999908e+000	7.186921e-001	-5.701308e-005	1.607919e-002
6.429999999999907e+000	7.187492e-001	-5.711251e-005	1.610351e-002
6.439999999999907e+000	7.188061e-001	-5.721194e-005	1.612782e-002
6.449999999999907e+000	7.188630e-001	-5.731137e-005	1.615211e-002
6.459999999999907e+000	7.189198e-001	-5.741080e-005	1.617640e-002
6.469999999999907e+000	7.189764e-001	-5.751023e-005	1.620068e-002
6.479999999999906e+000	7.190330e-001	-5.760967e-005	1.622494e-002
6.489999999999906e+000	7.190895e-001	-5.770911e-005	1.624920e-002
6.499999999999906e+000	7.191460e-001	-5.780854e-005	1.627345e-002
6.509999999999906e+000	7.192023e-001	-5.790798e-005	1.629768e-002
6.519999999999905e+000	7.192586e-001	-5.800742e-005	1.632191e-002
6.529999999999905e+000	7.193148e-001	-5.810685e-005	1.634612e-002
6.539999999999905e+000	7.193709e-001	-5.820629e-005	1.637033e-002
6.549999999999905e+000	7.194269e-001	-5.830573e-005	1.639452e-002
6.559999999999905e+000	7.194829e-001	-5.840517e-005	1.641870e-002
6.569999999999904e+000	7.195387e-001	-5.850461e-005	1.644288e-002
6.579999999999904e+000	7.195945e-001	-5.860406e-005	1.646704e-002
6.589999999999904e+000	7.196503e-001	-5.870350e-005	1.649120e-002
6.599999999999904e+000	7.197059e-001	-5.880294e-005	1.651534e-002
6.609999999999904e+000	7.197615e-001	-5.890238e-005	1.653947e-002
6.619999999999903e+000	7.198169e-001	-5.900183e-005	1.656360e-002
6.629999999999903e+000	7.198724e-001	-5.910128e-005	1.658771e-002
6.639999999999903e+000	7.199277e-001	-5.920072e-005	1.661181e-002
6.649999999999903e+000	7.199829e-001	-5.930017e-005	1.663590e-002
6.659999999999902e+000	7.200381e-001	-5.939962e-005	1.665999e-002
6.669999999999902e+000	7.200931e-001	-5.949907e-005	1.668406e-002
6.679999999999902e+000	7.201481e-001	-5.959852e-005	1.670812e-002
6.689999999999902e+000	7.202031e-001	-5.969797e-005	1.673217e-002
6.699999999999902e+000	7.202579e-001	-5.979742e-005	1.675621e-002
6.709999999999901e+000	7.203127e-001	-5.989687e-005	1.678025e-002
6.719999999999901e+000	7.203674e-001	-5.999632e-005	1.680427e-002
6.729999999999901e+000	7.204220e-001	-6.009578e-005	1.682828e-002
6.739999999999901e+000	7.204766e-001	-6.019523e-005	1.685228e-002
6.749999999999901e+000	7.205310e-001	-6.029469e-005	1.687627e-002
6.759999999999900e+000	7.205855e-001	-6.039414e-005	1.690025e-002
6.769999999999900e+000	7.206398e-001	-6.049360e-005	1.692422e-002
6.779999999999900e+000	7.206940e-001	-6.059306e-005	1.694818e-002
6.789999999999900e+000	7.207482e-001	-6.069252e-005	1.697213e-002
6.799999999999900e+000	7.208023e-001	-6.079198e-005	1.699607e-002
6.809999999999899e+000	7.208563e-001	-6.089144e-005	1.702001e-002
6.819999999999899e+000	7.209103e-001	-6.099090e-005	1.704393e-002
6.829999999999899e+000	7.209641e-001	-6.109036e-005	1.706784e-002
6.839999999999899e+000	7.210180e-001	-6.118982e-005	1.709174e-002
6.849999999999898e+000	7.210717e-001	-6.128928e-005	1.711563e-002
6.859999999999898e+000	7.211253e-001	-6.138875e-005	1.713951e-002
6.869999999999898e+000	7.211789e-001	-6.148821e-005	1.716338e-002
6.879999999999898e+000	7.212324e-001	-6.158768e-005	1.718724e-002
6.889999999999898e+000	7.212859e-001	-6.168714e-005	1.721109e-002
6.899999999999897e+000	7.213392e-001	-6.178661e-005	1.723493e-002
6.909999999999897e+000	7.213925e-001	-6.188607e-005	1.725877e-002
6.919999999999897e+000	7.214457e-001	-6.198554e-005	1.728259e-002
6.929999999999897e+000	7.214989e-001	-6.208501e-005	1.730640e-002
6.939999999999897e+000	7.215520e-001	-6.218448e-005	1.733020e-002
6.949999999999896e+000	7.216049e-001	-6.228395e-005	1.735399e-002
6.959999999999896e+000	7.216579e-001	-6.238342e-005	1.737777e-002
6.969999999999896e+000	7.217108e-001	-6.248289e-005	1.740154e-002
6.979999999999896e+000	7.217636e-001	-6.258237e-005	1.742530e-002
6.989999999999895e+000	7.218163e-001	-6.268184e-005	1.744905e-002
6.999999999999895e+000	7.218689e-001	-6.278131e-005	1.747280e-002
7.009999999999895e+000	7.219216e-001	-6.288078e-005	1.749653e-002
7.019999999999895e+000	7.219741e-001	-6.298026e-005	1.752025e-002
7.029999999999895e+000	7.220265e-001	-6.307974e-005	1.754396e-002
7.039999999999894e+000	7.220789e-001	-6.317921e-005	1.756767e-002
7.049999999999894e+000	7.221312e-001	-6.327869e-005	1.759136e-002
7.059999999999894e+000	7.221834e-001	-6.337817e-005	1.761504e-002
7.069999999999894e+000	7.222356e-001	-6.347764e-005	1.763871e-002
7.079999999999894e+000	7.222877e-001	-6.357712e-005	1.766238e-002
7.089999999999893e+000	7.223397e-001	-6.367661e-005	1.768603e-002
7.099999999999893e+000	7.223917e-001	-6.377608e-005	1.770967e-002
7.109999999999893e+000	7.224436e-001	-6.387557e-005	1.773331e-002
7.119999999999893e+000	7.224954e-001	-6.397504e-005	1.775693e-002
7.129999999999892e+000	7.225472e-001	-6.407453e-005	1.778055e-002
7.139999999999892e+000	7.225989e-001	-6.417401e-005	1.780415e-002
7.149999999999892e+000	7.226505e-001	-6.427350e-005	1.782775e-002
7.159999999999892e+000	7.227021e-001	-6.437298e-005	1.785133e-002
7.169999999999892e+000	7.227536e-001	-6.447246e-005	1.787491e-002
7.179999999999891e+000	7.228050e-001	-6.457195e-005	1.789847e-002
7.189999999999891e+000	7.228563e-001	-6.467144e-005	1.792203e-002
7.199999999999891e+000	7.229077e-001	-6.477092e-005	1.794557e-002
7.209999999999891e+000	7.229589e-001	-6.487041e-005	1.796911e-002
7.219999999999891e+000	7.230101e-001	-6.496990e-005	1.799264e-002
7.229999999999890e+000	7.230611e-001	-6.506939e-005	1.801615e-002
7.239999999999890e+000	7.231122e-001	-6.516888e-005	1.803966e-002
7.249999999999890e+000	7.231631e-001	-6.526837e-005	1.806316e-002
7.259999999999890e+000	7.232140e-001	-6.536786e-005	1.808665e-002
7.269999999999889e+000	7.232649e-001	-6.546735e-005	1.811013e-002
7.279999999999889e+000	7.233157e-001	-6.556684e-005	1.813360e-002
7.289999999999889e+000	7.233664e-001	-6.566634e-005	1.815705e-002
7.299999999999889e+000	7.234170e-001	-6.576583e-005	1.818050e-002
7.309999999999889e+000	7.234676e-001	-6.586532e-005	1.820394e-002
7.319999999999888e+000	7.235181e-001	-6.596482e-005	1.822737e-002
7.329999999999888e+000	7.235686e-001	-6.606431e-005	1.825080e-002
7.339999999999888e+000	7.236189e-001	-6.616381e-005	1.827421e-002
7.349999999999888e+000	7.236693e-001	-6.626331e-005	1.829761e-002
7.359999999999888e+000	7.237195e-001	-6.636280e-005	1.832100e-002
7.369999999999887e+000	7.237697e-001	-6.646230e-005	1.834438e-002
7.379999999999887e+000	7.238199e-001	-6.656180e-005	1.836775e-002
7.389999999999887e+000	7.238700e-001	-6.666130e-005	1.839112e-002
7.399999999999887e+000	7.239200e-001	-6.676080e-005	1.841447e-002
7.409999999999887e+000	7.239699e-001	-6.686030e-005	1.843782e-002
7.419999999999886e+000	7.240198e-001	-6.695980e-005	1.846115e-002
7.429999999999886e+000	7.240697e-001	-6.705931e-005	1.848448e-002
7.439999999999886e+000	7.241194e-001	-6.715881e-005	1.850779e-002
7.449999999999886e+000	7.241691e-001	-6.725831e-005	1.853110e-002
7.459999999999885e+000	7.242187e-001	-6.735781e-005	1.855440e-002
7.469999999999885e+000	7.242683e-001	-6.745732e-005	1.857768e-002
7.479999999999885e+000	7.243178e-001	-6.755682e-005	1.860096e-002
7.489999999999885e+000	7.243673e-001	-6.765633e-005	1.862423e-002
7.499999999999885e+000	7.244167e-001	-6.775583e-005	1.864749e-002
7.509999999999884e+000	7.244660e-001	-6.785534e-005	1.867074e-002
7.519999999999884e+000	7.245153e-001	-6.795485e-005	1.869398e-002
7.529999999999884e+000	7.245646e-001	-6.805435e-005	1.871721e-002
7.539999999999884e+000	7.246137e-001	-6.815387e-005	1.874043e-002
7.549999999999884e+000	7.246628e-001	-6.825337e-005	1.876364e-002
7.559999999999883e+000	7.247118e-001	-6.835289e-005	1.878684e-002
7.569999999999883e+000	7.247608e-001	-6.845239e-005	1.881003e-002
7.579999999999883e+000	7.248098e-001	-6.855190e-005	1.883322e-002
7.589999999999883e+000	7.248586e-001	-6.865141e-005	1.885639e-002
7.599999999999882e+000	7.249074e-001	-6.875092e-005	1.887956e-002
7.609999999999882e+000	7.249562e-001	-6.885044e-005	1.890271e-002
7.619999999999882e+000	7.250049e-001	-6.894995e-005	1.892586e-002
7.629999999999882e+000	7.250534e-001	-6.904946e-005	1.894899e-002
7.639999999999882e+000	7.251020e-001	-6.914898e-005	1.897212e-002
7.649999999999881e+000	7.251505e-001	-6.924850e-005	1.899524e-002
7.659999999999881e+000	7.251990e-001	-6.934801e-005	1.901835e-002
7.669999999999881e+000	7.252474e-001	-6.944752e-005	1.904145e-002
7.679999999999881e+000	7.252957e-001	-6.954704e-005	1.906454e-002
7.689999999999881e+000	7.253440e-001	-6.964656e-005	1.908762e-002
7.699999999999880e+000	7.253922e-001	-6.974608e-005	1.911069e-002
7.709999999999880e+000	7.254404e-001	-6.984560e-005	1.913375e-002
