#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2D13
#Date Time: 2023-12-23 09:44:31.113
#Sample rate: 91074.7Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Vg: Function: C1

#Vr: Function: C2

#Id: Function: C2/199.6

#Wavegen Channel 1: Running
#Mode: Simple
#Type: Triangle
#Frequency: 50 Hz
#Period: 20 ms
#Amplitude: 1.5 V
#Offset: 2.5 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Vg (V),Vr (V),Id (A)
-0.05931380639582762,1.913210094735455,0.07879742025987604,0.0003947766546085974
-0.05930282639582762,1.913210094735455,0.07503118097520733,0.00037590772031667
-0.05929184639582762,1.909509282731688,0.07503118097520733,0.00037590772031667
-0.05928086639582762,1.909509282731688,0.07503118097520733,0.00037590772031667
-0.05926988639582761,1.902107658724154,0.07126494169053864,0.0003570387860247427
-0.05925890639582762,1.898406846720389,0.07126494169053864,0.0003570387860247427
-0.05924792639582761,1.898406846720387,0.06749870240586994,0.0003381698517328153
-0.05923694639582762,1.898406846720387,0.06749870240586994,0.0003381698517328153
-0.05922596639582762,1.894706034716619,0.06749870240586994,0.0003381698517328153
-0.05921498639582762,1.891005222712852,0.06373246312120125,0.000319300917440888
-0.05920400639582762,1.887304410709085,0.05996622383653255,0.0003004319831489607
-0.05919302639582762,1.883603598705318,0.05996622383653255,0.0003004319831489607
-0.05918204639582762,1.883603598705318,0.05996622383653255,0.0003004319831489607
-0.05917106639582762,1.876201974697784,0.05619998455186384,0.0002815630488570333
-0.05916008639582761,1.876201974697784,0.05996622383653255,0.0003004319831489607
-0.05914910639582761,1.872501162694016,0.05619998455186384,0.0002815630488570333
-0.05913812639582762,1.868800350690249,0.05243374526719514,0.0002626941145651059
-0.05912714639582762,1.865099538686482,0.05243374526719514,0.0002626941145651059
-0.05911616639582762,1.861398726682715,0.05243374526719514,0.0002626941145651059
-0.05910518639582762,1.861398726682715,0.05243374526719514,0.0002626941145651059
-0.05909420639582762,1.857697914678948,0.04866750598252645,0.0002438251802731786
-0.05908322639582762,1.85399710267518,0.04866750598252645,0.0002438251802731786
-0.05907224639582762,1.850296290671413,0.04866750598252645,0.0002438251802731786
-0.05906126639582761,1.850296290671413,0.04866750598252645,0.0002438251802731786
-0.05905028639582761,1.842894666663879,0.05243374526719514,0.0002626941145651059
-0.05903930639582762,1.842894666663879,0.04866750598252645,0.0002438251802731786
-0.05902832639582761,1.839193854660109,0.04490126669785774,0.0002249562459812512
-0.05901734639582762,1.831792230652578,0.04490126669785774,0.0002249562459812512
-0.05900636639582762,1.82809141864881,0.04490126669785774,0.0002249562459812512
-0.05899538639582762,1.831792230652578,0.04113502741318904,0.0002060873116893239
-0.05898440639582762,1.824390606645043,0.04113502741318904,0.0002060873116893239
-0.05897342639582762,1.824390606645043,0.04490126669785774,0.0002249562459812512
-0.05896244639582762,1.820689794641276,0.04113502741318904,0.0002060873116893239
-0.05895146639582761,1.816988982637509,0.04113502741318904,0.0002060873116893239
-0.05894048639582762,1.820689794641274,0.04113502741318904,0.0002060873116893239
-0.05892950639582761,1.809587358629975,0.03736878812852035,0.0001872183773973965
-0.05891852639582762,1.809587358629975,0.03736878812852035,0.0001872183773973965
-0.05890754639582762,1.805886546626208,0.03736878812852035,0.0001872183773973965
-0.05889656639582762,1.80218573462244,0.03736878812852035,0.0001872183773973965
-0.05888558639582762,1.798484922618673,0.03736878812852035,0.0001872183773973965
-0.05887460639582762,1.794784110614906,0.03736878812852035,0.0001872183773973965
-0.05886362639582762,1.791083298611139,0.03736878812852035,0.0001872183773973965
-0.05885264639582762,1.787382486607372,0.03736878812852035,0.0001872183773973965
-0.05884166639582761,1.787382486607372,0.03736878812852035,0.0001872183773973965
-0.05883068639582761,1.783681674603604,0.03360254884385165,0.0001683494431054692
-0.05881970639582762,1.779980862599837,0.03736878812852035,0.0001872183773973965
-0.05880872639582761,1.77628005059607,0.03736878812852035,0.0001872183773973965
-0.05879774639582762,1.77628005059607,0.03736878812852035,0.0001872183773973965
-0.05878676639582762,1.768878426588536,0.03360254884385165,0.0001683494431054692
-0.05877578639582762,1.768878426588536,0.03360254884385165,0.0001683494431054692
-0.05876480639582762,1.765177614584768,0.03360254884385165,0.0001683494431054692
-0.05875382639582762,1.761476802581001,0.02983630955918295,0.0001494805088135418
-0.05874284639582762,1.761476802581001,0.03360254884385165,0.0001683494431054692
-0.05873186639582761,1.754075178573467,0.03360254884385165,0.0001683494431054692
-0.05872088639582762,1.754075178573467,0.03360254884385165,0.0001683494431054692
-0.05870990639582761,1.746673554565933,0.03360254884385165,0.0001683494431054692
-0.05869892639582762,1.746673554565933,0.03360254884385165,0.0001683494431054692
-0.05868794639582762,1.742972742562166,0.03360254884385165,0.0001683494431054692
-0.05867696639582762,1.739271930558398,0.02983630955918295,0.0001494805088135418
-0.05866598639582762,1.739271930558398,0.03360254884385165,0.0001683494431054692
-0.05865500639582762,1.735571118554631,0.03360254884385165,0.0001683494431054692
-0.05864402639582762,1.731870306550864,0.02983630955918295,0.0001494805088135418
-0.05863304639582761,1.728169494547097,0.03360254884385165,0.0001683494431054692
-0.05862206639582761,1.72446868254333,0.03360254884385165,0.0001683494431054692
-0.05861108639582761,1.72446868254333,0.03360254884385165,0.0001683494431054692
-0.05860010639582762,1.717067058535795,0.02983630955918295,0.0001494805088135418
-0.05858912639582762,1.713366246532028,0.02983630955918295,0.0001494805088135418
-0.05857814639582762,1.713366246532028,0.02983630955918295,0.0001494805088135418
-0.05856716639582762,1.709665434528261,0.02983630955918295,0.0001494805088135418
-0.05855618639582762,1.705964622524494,0.02983630955918295,0.0001494805088135418
-0.05854520639582762,1.705964622524494,0.03360254884385165,0.0001683494431054692
-0.05853422639582762,1.702263810520727,0.02983630955918295,0.0001494805088135418
-0.05852324639582761,1.694862186513192,0.02983630955918295,0.0001494805088135418
-0.05851226639582761,1.694862186513192,0.03360254884385165,0.0001683494431054692
-0.05850128639582762,1.691161374509425,0.02983630955918295,0.0001494805088135418
-0.05849030639582761,1.691161374509423,0.03360254884384994,0.0001683494431054606
-0.05847932639582762,1.687460562505658,0.02983630955918295,0.0001494805088135418
-0.05846834639582762,1.687460562505658,0.02983630955918295,0.0001494805088135418
-0.05845736639582762,1.680058938498123,0.02983630955918295,0.0001494805088135418
-0.05844638639582762,1.680058938498123,0.02983630955918295,0.0001494805088135418
-0.05843540639582762,1.676358126494356,0.02983630955918295,0.0001494805088135418
-0.05842442639582762,1.672657314490589,0.03360254884385165,0.0001683494431054692
-0.05841344639582761,1.668956502486822,0.03360254884385165,0.0001683494431054692
-0.05840246639582762,1.665255690483057,0.02983630955918466,0.0001494805088135504
-0.05839148639582761,1.665255690483055,0.02983630955918295,0.0001494805088135418
-0.05838050639582762,1.657854066475521,0.02983630955918295,0.0001494805088135418
-0.05836952639582762,1.657854066475521,0.03360254884385165,0.0001683494431054692
-0.05835854639582762,1.654153254471753,0.02983630955918295,0.0001494805088135418
-0.05834756639582762,1.650452442467986,0.02983630955918295,0.0001494805088135418
-0.05833658639582762,1.646751630464219,0.02983630955918295,0.0001494805088135418
-0.05832560639582762,1.646751630464219,0.02983630955918295,0.0001494805088135418
-0.05831462639582762,1.643050818460452,0.02983630955918295,0.0001494805088135418
-0.05830364639582761,1.643050818460452,0.02983630955918295,0.0001494805088135418
-0.05829266639582761,1.635649194452918,0.02983630955918295,0.0001494805088135418
-0.05828168639582762,1.635649194452918,0.02983630955918295,0.0001494805088135418
-0.05827070639582762,1.631948382449151,0.02607007027451425,0.0001306115745216145
-0.05825972639582762,1.631948382449151,0.02983630955918295,0.0001494805088135418
-0.05824874639582762,1.624546758441616,0.02983630955918295,0.0001494805088135418
-0.05823776639582762,1.620845946437849,0.02607007027451425,0.0001306115745216145
-0.05822678639582762,1.620845946437849,0.02983630955918295,0.0001494805088135418
-0.05821580639582762,1.617145134434082,0.02983630955918295,0.0001494805088135418
-0.05820482639582761,1.609743510426547,0.02983630955918295,0.0001494805088135418
-0.05819384639582761,1.609743510426547,0.02983630955918295,0.0001494805088135418
-0.05818286639582762,1.60604269842278,0.02983630955918295,0.0001494805088135418
-0.05817188639582761,1.602341886419011,0.02607007027451425,0.0001306115745216145
-0.05816090639582762,1.598641074415246,0.02607007027451425,0.0001306115745216145
-0.05814992639582762,1.598641074415246,0.02983630955918295,0.0001494805088135418
-0.05813894639582762,1.594940262411479,0.02607007027451425,0.0001306115745216145
-0.05812796639582762,1.591239450407712,0.02607007027451425,0.0001306115745216145
-0.05811698639582762,1.591239450407712,0.02607007027451425,0.0001306115745216145
-0.05810600639582762,1.583837826400177,0.02607007027451425,0.0001306115745216145
-0.05809502639582761,1.58013701439641,0.02983630955918295,0.0001494805088135418
-0.05808404639582762,1.58013701439641,0.02607007027451596,0.0001306115745216231
-0.05807306639582761,1.572735390388876,0.02607007027451425,0.0001306115745216145
-0.05806208639582762,1.572735390388876,0.02607007027451425,0.0001306115745216145
-0.05805110639582762,1.569034578385109,0.02983630955918295,0.0001494805088135418
-0.05804012639582762,1.565333766381341,0.02607007027451425,0.0001306115745216145
-0.05802914639582762,1.565333766381341,0.02607007027451425,0.0001306115745216145
-0.05801816639582762,1.561632954377574,0.02607007027451425,0.0001306115745216145
-0.05800718639582762,1.557932142373807,0.02607007027451425,0.0001306115745216145
-0.05799620639582762,1.55423133037004,0.02607007027451425,0.0001306115745216145
-0.05798522639582761,1.550530518366273,0.02983630955918295,0.0001494805088135418
-0.05797424639582761,1.546829706362506,0.02607007027451425,0.0001306115745216145
-0.05796326639582762,1.543128894358738,0.02607007027451425,0.0001306115745216145
-0.05795228639582761,1.543128894358737,0.02983630955918123,0.0001494805088135332
-0.05794130639582762,1.539428082354971,0.02607007027451425,0.0001306115745216145
