vin	V(vgs)	V(vo)	I(Rd)
2.194999999999957e+000	2.195000e+000	4.279719e+000	3.601404e-003
2.195999999999957e+000	2.196000e+000	4.267174e+000	3.664132e-003
2.196999999999957e+000	2.197000e+000	4.254426e+000	3.727872e-003
2.197999999999956e+000	2.198000e+000	4.241472e+000	3.792640e-003
2.198999999999956e+000	2.199000e+000	4.228310e+000	3.858449e-003
2.199999999999956e+000	2.200000e+000	4.214937e+000	3.925316e-003
2.200999999999956e+000	2.201000e+000	4.201349e+000	3.993253e-003
2.201999999999956e+000	2.202000e+000	4.187545e+000	4.062277e-003
2.202999999999956e+000	2.203000e+000	4.173520e+000	4.132402e-003
2.203999999999956e+000	2.204000e+000	4.159271e+000	4.203645e-003
2.204999999999956e+000	2.205000e+000	4.144796e+000	4.276020e-003
2.205999999999956e+000	2.206000e+000	4.130091e+000	4.349543e-003
2.206999999999955e+000	2.207000e+000	4.115154e+000	4.424230e-003
2.207999999999955e+000	2.208000e+000	4.099980e+000	4.500098e-003
2.208999999999955e+000	2.209000e+000	4.084568e+000	4.577162e-003
2.209999999999955e+000	2.210000e+000	4.068913e+000	4.655438e-003
2.210999999999955e+000	2.211000e+000	4.053011e+000	4.734945e-003
2.211999999999955e+000	2.212000e+000	4.036860e+000	4.815697e-003
2.212999999999955e+000	2.213000e+000	4.020458e+000	4.897711e-003
2.213999999999955e+000	2.214000e+000	4.003799e+000	4.981006e-003
2.214999999999955e+000	2.215000e+000	3.986881e+000	5.065598e-003
2.215999999999955e+000	2.216000e+000	3.969699e+000	5.151504e-003
2.216999999999954e+000	2.217000e+000	3.952251e+000	5.238743e-003
2.217999999999954e+000	2.218000e+000	3.934534e+000	5.327331e-003
2.218999999999954e+000	2.219000e+000	3.916543e+000	5.417286e-003
2.219999999999954e+000	2.220000e+000	3.898274e+000	5.508628e-003
2.220999999999954e+000	2.221000e+000	3.879725e+000	5.601374e-003
2.221999999999954e+000	2.222000e+000	3.860892e+000	5.695542e-003
2.222999999999954e+000	2.223000e+000	3.841770e+000	5.791151e-003
2.223999999999954e+000	2.224000e+000	3.822356e+000	5.888219e-003
2.224999999999954e+000	2.225000e+000	3.802647e+000	5.986767e-003
2.225999999999953e+000	2.226000e+000	3.782638e+000	6.086812e-003
2.226999999999953e+000	2.227000e+000	3.762325e+000	6.188374e-003
2.227999999999953e+000	2.228000e+000	3.741705e+000	6.291474e-003
2.228999999999953e+000	2.229000e+000	3.720774e+000	6.396129e-003
2.229999999999953e+000	2.230000e+000	3.699528e+000	6.502360e-003
2.230999999999953e+000	2.231000e+000	3.677963e+000	6.610187e-003
2.231999999999953e+000	2.232000e+000	3.656074e+000	6.719630e-003
2.232999999999953e+000	2.233000e+000	3.633858e+000	6.830709e-003
2.233999999999953e+000	2.234000e+000	3.611311e+000	6.943446e-003
2.234999999999952e+000	2.235000e+000	3.588428e+000	7.057860e-003
2.235999999999952e+000	2.236000e+000	3.565206e+000	7.173972e-003
2.236999999999952e+000	2.237000e+000	3.541639e+000	7.291804e-003
2.237999999999952e+000	2.238000e+000	3.517725e+000	7.411376e-003
2.238999999999952e+000	2.239000e+000	3.493458e+000	7.532710e-003
2.239999999999952e+000	2.240000e+000	3.468834e+000	7.655828e-003
2.240999999999952e+000	2.241000e+000	3.443850e+000	7.780751e-003
2.241999999999952e+000	2.242000e+000	3.418500e+000	7.907501e-003
2.242999999999952e+000	2.243000e+000	3.392780e+000	8.036101e-003
2.243999999999951e+000	2.244000e+000	3.366686e+000	8.166572e-003
2.244999999999951e+000	2.245000e+000	3.340213e+000	8.298936e-003
2.245999999999951e+000	2.246000e+000	3.313357e+000	8.433217e-003
2.246999999999951e+000	2.247000e+000	3.286113e+000	8.569436e-003
2.247999999999951e+000	2.248000e+000	3.258476e+000	8.707618e-003
2.248999999999951e+000	2.249000e+000	3.230443e+000	8.847784e-003
2.249999999999951e+000	2.250000e+000	3.202008e+000	8.989959e-003
2.250999999999951e+000	2.251000e+000	3.173167e+000	9.134166e-003
2.251999999999951e+000	2.252000e+000	3.143914e+000	9.280427e-003
2.252999999999950e+000	2.253000e+000	3.114246e+000	9.428767e-003
2.253999999999950e+000	2.254000e+000	3.084158e+000	9.579211e-003
2.254999999999950e+000	2.255000e+000	3.053644e+000	9.731781e-003
2.255999999999950e+000	2.256000e+000	3.022700e+000	9.886502e-003
2.256999999999950e+000	2.257000e+000	2.991320e+000	1.004340e-002
2.257999999999950e+000	2.258000e+000	2.959501e+000	1.020249e-002
2.258999999999950e+000	2.259000e+000	2.927237e+000	1.036382e-002
2.259999999999950e+000	2.260000e+000	2.894523e+000	1.052739e-002
2.260999999999950e+000	2.261000e+000	2.861354e+000	1.069323e-002
2.261999999999949e+000	2.262000e+000	2.827725e+000	1.086138e-002
2.262999999999949e+000	2.263000e+000	2.793631e+000	1.103184e-002
2.263999999999949e+000	2.264000e+000	2.759067e+000	1.120466e-002
2.264999999999949e+000	2.265000e+000	2.724028e+000	1.137986e-002
2.265999999999949e+000	2.266000e+000	2.688508e+000	1.155746e-002
2.266999999999949e+000	2.267000e+000	2.652503e+000	1.173748e-002
2.267999999999949e+000	2.268000e+000	2.616007e+000	1.191996e-002
2.268999999999949e+000	2.269000e+000	2.579015e+000	1.210492e-002
2.269999999999949e+000	2.270000e+000	2.541522e+000	1.229239e-002
2.270999999999948e+000	2.271000e+000	2.503522e+000	1.248239e-002
2.271999999999948e+000	2.272000e+000	2.465011e+000	1.267495e-002
2.272999999999948e+000	2.273000e+000	2.425982e+000	1.287009e-002
2.273999999999948e+000	2.274000e+000	2.386430e+000	1.306785e-002
2.274999999999948e+000	2.275000e+000	2.346350e+000	1.326825e-002
2.275999999999948e+000	2.276000e+000	2.305737e+000	1.347131e-002
2.276999999999948e+000	2.277000e+000	2.264585e+000	1.367708e-002
2.277999999999948e+000	2.278000e+000	2.222888e+000	1.388556e-002
2.278999999999948e+000	2.279000e+000	2.180641e+000	1.409679e-002
2.279999999999947e+000	2.280000e+000	2.137839e+000	1.431080e-002
2.280999999999947e+000	2.281000e+000	2.094476e+000	1.452762e-002
2.281999999999947e+000	2.282000e+000	2.050546e+000	1.474727e-002
2.282999999999947e+000	2.283000e+000	2.006043e+000	1.496978e-002
2.283999999999947e+000	2.284000e+000	1.960963e+000	1.519519e-002
2.284999999999947e+000	2.285000e+000	1.915299e+000	1.542351e-002
2.285999999999947e+000	2.286000e+000	1.869045e+000	1.565477e-002
2.286999999999947e+000	2.287000e+000	1.822197e+000	1.588902e-002
2.287999999999947e+000	2.288000e+000	1.774748e+000	1.612626e-002
2.288999999999946e+000	2.289000e+000	1.726692e+000	1.636654e-002
2.289999999999946e+000	2.290000e+000	1.678024e+000	1.660988e-002
2.290999999999946e+000	2.291000e+000	1.628737e+000	1.685631e-002
2.291999999999946e+000	2.292000e+000	1.578827e+000	1.710587e-002
2.292999999999946e+000	2.293000e+000	1.528287e+000	1.735857e-002
2.293999999999946e+000	2.294000e+000	1.477111e+000	1.761444e-002
2.294999999999946e+000	2.295000e+000	1.425294e+000	1.787353e-002
2.295999999999946e+000	2.296000e+000	1.372829e+000	1.813586e-002
2.296999999999946e+000	2.297000e+000	1.319710e+000	1.840145e-002
2.297999999999945e+000	2.298000e+000	1.265933e+000	1.867034e-002
2.298999999999945e+000	2.299000e+000	1.211490e+000	1.894255e-002
2.299999999999945e+000	2.300000e+000	1.156376e+000	1.921812e-002
2.300999999999945e+000	2.301000e+000	1.100585e+000	1.949708e-002
2.301999999999945e+000	2.302000e+000	1.044110e+000	1.977945e-002
2.302999999999945e+000	2.303000e+000	9.869459e-001	2.006527e-002
2.303999999999945e+000	2.304000e+000	9.290866e-001	2.035457e-002
2.304999999999945e+000	2.305000e+000	8.705259e-001	2.064737e-002
2.305999999999945e+000	2.306000e+000	8.112577e-001	2.094371e-002
2.306999999999944e+000	2.307000e+000	7.512761e-001	2.124362e-002
2.307999999999944e+000	2.308000e+000	6.905748e-001	2.154713e-002
2.308999999999944e+000	2.309000e+000	6.291478e-001	2.185426e-002
2.309999999999944e+000	2.310000e+000	5.669889e-001	2.216506e-002
2.310999999999944e+000	2.311000e+000	5.040920e-001	2.247954e-002
2.311999999999944e+000	2.312000e+000	4.404511e-001	2.279774e-002
2.312999999999944e+000	2.313000e+000	3.760598e-001	2.311970e-002
2.313999999999944e+000	2.314000e+000	3.109121e-001	2.344544e-002
2.314999999999944e+000	2.315000e+000	2.450018e-001	2.377499e-002
2.315999999999943e+000	2.316000e+000	1.783228e-001	2.410839e-002
2.316999999999943e+000	2.317000e+000	1.108687e-001	2.444566e-002
2.317999999999943e+000	2.318000e+000	7.265045e-002	2.463675e-002
2.318999999999943e+000	2.319000e+000	6.846160e-002	2.465769e-002
2.319999999999943e+000	2.320000e+000	6.561906e-002	2.467190e-002
2.320999999999943e+000	2.321000e+000	6.347516e-002	2.468262e-002
2.321999999999943e+000	2.322000e+000	6.164597e-002	2.469177e-002
2.322999999999943e+000	2.323000e+000	6.004376e-002	2.469978e-002
2.323999999999943e+000	2.324000e+000	5.861461e-002	2.470693e-002
2.324999999999942e+000	2.325000e+000	5.731953e-002	2.471340e-002
2.325999999999942e+000	2.326000e+000	5.613200e-002	2.471934e-002
2.326999999999942e+000	2.327000e+000	5.503318e-002	2.472483e-002
2.327999999999942e+000	2.328000e+000	5.400904e-002	2.472995e-002
2.328999999999942e+000	2.329000e+000	5.304887e-002	2.473476e-002
2.329999999999942e+000	2.330000e+000	5.214425e-002	2.473928e-002
2.330999999999942e+000	2.331000e+000	5.128841e-002	2.474356e-002
2.331999999999942e+000	2.332000e+000	5.047585e-002	2.474762e-002
2.332999999999942e+000	2.333000e+000	4.970201e-002	2.475149e-002
2.333999999999942e+000	2.334000e+000	4.896304e-002	2.475519e-002
2.334999999999941e+000	2.335000e+000	4.825569e-002	2.475872e-002
2.335999999999941e+000	2.336000e+000	4.757718e-002	2.476211e-002
2.336999999999941e+000	2.337000e+000	4.692509e-002	2.476537e-002
2.337999999999941e+000	2.338000e+000	4.629733e-002	2.476851e-002
2.338999999999941e+000	2.339000e+000	4.569205e-002	2.477154e-002
2.339999999999941e+000	2.340000e+000	4.510763e-002	2.477446e-002
2.340999999999941e+000	2.341000e+000	4.454261e-002	2.477729e-002
2.341999999999941e+000	2.342000e+000	4.399570e-002	2.478002e-002
2.342999999999941e+000	2.343000e+000	4.346576e-002	2.478267e-002
2.343999999999940e+000	2.344000e+000	4.295172e-002	2.478524e-002
2.344999999999940e+000	2.345000e+000	4.245266e-002	2.478774e-002
2.345999999999940e+000	2.346000e+000	4.196772e-002	2.479016e-002
2.346999999999940e+000	2.347000e+000	4.149611e-002	2.479252e-002
2.347999999999940e+000	2.348000e+000	4.103711e-002	2.479482e-002
2.348999999999940e+000	2.349000e+000	4.059009e-002	2.479705e-002
2.349999999999940e+000	2.350000e+000	4.015442e-002	2.479923e-002
2.350999999999940e+000	2.351000e+000	3.972957e-002	2.480135e-002
2.351999999999940e+000	2.352000e+000	3.931501e-002	2.480342e-002
2.352999999999939e+000	2.353000e+000	3.891028e-002	2.480545e-002
2.353999999999939e+000	2.354000e+000	3.851493e-002	2.480743e-002
2.354999999999939e+000	2.355000e+000	3.812855e-002	2.480936e-002
2.355999999999939e+000	2.356000e+000	3.775076e-002	2.481125e-002
2.356999999999939e+000	2.357000e+000	3.738120e-002	2.481309e-002
2.357999999999939e+000	2.358000e+000	3.701954e-002	2.481490e-002
2.358999999999939e+000	2.359000e+000	3.666547e-002	2.481667e-002
2.359999999999939e+000	2.360000e+000	3.631869e-002	2.481841e-002
2.360999999999939e+000	2.361000e+000	3.597894e-002	2.482011e-002
2.361999999999938e+000	2.362000e+000	3.564593e-002	2.482177e-002
2.362999999999938e+000	2.363000e+000	3.531944e-002	2.482340e-002
2.363999999999938e+000	2.364000e+000	3.499924e-002	2.482500e-002
2.364999999999938e+000	2.365000e+000	3.468510e-002	2.482658e-002
2.365999999999938e+000	2.366000e+000	3.437681e-002	2.482812e-002
2.366999999999938e+000	2.367000e+000	3.407419e-002	2.482963e-002
2.367999999999938e+000	2.368000e+000	3.377705e-002	2.483111e-002
2.368999999999938e+000	2.369000e+000	3.348520e-002	2.483257e-002
2.369999999999938e+000	2.370000e+000	3.319849e-002	2.483401e-002
2.370999999999937e+000	2.371000e+000	3.291676e-002	2.483542e-002
2.371999999999937e+000	2.372000e+000	3.263985e-002	2.483680e-002
2.372999999999937e+000	2.373000e+000	3.236761e-002	2.483816e-002
2.373999999999937e+000	2.374000e+000	3.209992e-002	2.483950e-002
2.374999999999937e+000	2.375000e+000	3.183664e-002	2.484082e-002
2.375999999999937e+000	2.376000e+000	3.157764e-002	2.484211e-002
2.376999999999937e+000	2.377000e+000	3.132281e-002	2.484339e-002
2.377999999999937e+000	2.378000e+000	3.107202e-002	2.484464e-002
2.378999999999937e+000	2.379000e+000	3.082518e-002	2.484587e-002
2.379999999999936e+000	2.380000e+000	3.058217e-002	2.484709e-002
2.380999999999936e+000	2.381000e+000	3.034289e-002	2.484829e-002
2.381999999999936e+000	2.382000e+000	3.010725e-002	2.484946e-002
2.382999999999936e+000	2.383000e+000	2.987515e-002	2.485062e-002
2.383999999999936e+000	2.384000e+000	2.964651e-002	2.485177e-002
2.384999999999936e+000	2.385000e+000	2.942123e-002	2.485289e-002
2.385999999999936e+000	2.386000e+000	2.919924e-002	2.485400e-002
2.386999999999936e+000	2.387000e+000	2.898045e-002	2.485510e-002
2.387999999999936e+000	2.388000e+000	2.876480e-002	2.485618e-002
2.388999999999935e+000	2.389000e+000	2.855219e-002	2.485724e-002
2.389999999999935e+000	2.390000e+000	2.834257e-002	2.485829e-002
2.390999999999935e+000	2.391000e+000	2.813587e-002	2.485932e-002
2.391999999999935e+000	2.392000e+000	2.793202e-002	2.486034e-002
2.392999999999935e+000	2.393000e+000	2.773094e-002	2.486135e-002
2.393999999999935e+000	2.394000e+000	2.753260e-002	2.486234e-002
2.394999999999935e+000	2.395000e+000	2.733691e-002	2.486332e-002
2.395999999999935e+000	2.396000e+000	2.714383e-002	2.486428e-002
2.396999999999935e+000	2.397000e+000	2.695330e-002	2.486523e-002
2.397999999999934e+000	2.398000e+000	2.676527e-002	2.486617e-002
2.398999999999934e+000	2.399000e+000	2.657968e-002	2.486710e-002
2.400000000000000e+000	2.400000e+000	2.639648e-002	2.486802e-002
