#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2D13
#Date Time: 2024-02-01 11:03:42.560
#Sample rate: 3.33333e+07Hz
#Samples: 4096

Time (s),Vin,Inv1,Inv2,Inv3
-5.934e-05,0,0,0,1
-5.931e-05,0,0,0,1
-5.928e-05,0,0,0,1
-5.925e-05,0,0,0,1
-5.922e-05,0,0,0,1
-5.919e-05,0,0,0,1
-5.916e-05,0,0,0,1
-5.913e-05,0,0,0,1
-5.91e-05,0,0,0,1
-5.907e-05,0,0,0,1
-5.904e-05,0,0,0,1
-5.901e-05,0,0,0,1
-5.898e-05,0,0,0,1
-5.895e-05,0,0,0,1
-5.892000000000001e-05,0,0,0,1
-5.889e-05,0,0,0,1
-5.886e-05,0,0,1,1
-5.883e-05,0,0,1,1
-5.88e-05,0,0,1,1
-5.877e-05,0,0,1,1
-5.874e-05,0,0,1,1
-5.871000000000001e-05,0,0,1,1
-5.868e-05,0,0,1,1
-5.865e-05,0,0,1,1
-5.862e-05,0,0,1,1
-5.859e-05,0,0,1,1
-5.856e-05,0,0,1,1
-5.853e-05,0,0,1,1
-5.85e-05,0,0,1,1
-5.847e-05,0,0,1,1
-5.844e-05,0,0,1,1
-5.841e-05,0,0,1,1
-5.838e-05,0,0,1,1
-5.835e-05,0,0,1,1
-5.832e-05,0,0,1,1
-5.829e-05,0,0,1,1
-5.826e-05,0,0,1,1
-5.823e-05,0,0,1,1
-5.820000000000001e-05,0,0,1,1
-5.817e-05,0,0,1,1
-5.814e-05,0,0,1,1
-5.811e-05,0,0,1,1
-5.808e-05,0,0,1,1
-5.805e-05,0,0,1,1
-5.802e-05,0,0,1,1
-5.799000000000001e-05,0,0,1,1
-5.796e-05,0,0,1,1
-5.793e-05,0,0,1,1
-5.79e-05,0,0,1,1
-5.787e-05,0,0,1,1
-5.784e-05,0,0,1,1
-5.781e-05,0,0,1,1
-5.778e-05,0,0,1,1
-5.775e-05,0,0,1,1
-5.772e-05,0,0,1,1
-5.769000000000001e-05,0,0,1,1
-5.766e-05,0,0,1,1
-5.763e-05,0,0,1,1
-5.76e-05,0,0,1,1
-5.757e-05,0,0,1,1
-5.754e-05,0,0,1,1
-5.751e-05,0,0,1,1
-5.748000000000001e-05,0,0,1,1
-5.745e-05,0,0,1,1
-5.742e-05,0,0,1,1
-5.739e-05,0,0,1,1
-5.736e-05,0,0,1,1
-5.733e-05,0,0,1,1
-5.73e-05,0,0,1,1
-5.727e-05,0,0,1,1
