#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2D13
#Date Time: 2023-11-09 16:16:48.943
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 200 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Triangle
#Frequency: 50 Hz
#Period: 20 ms
#Amplitude: 5 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.00511875,-0.751678513549115,-2.806521750953415
-0.0051175,-0.7513419297010442,-2.806521750953415
-0.005116249999999999,-0.7516785135491149,-2.806521750953415
-0.005115,-0.7513419297010442,-2.806521750953415
-0.005113749999999999,-0.751678513549115,-2.806521750953415
-0.0051125,-0.7520150973971859,-2.806521750953415
-0.005111249999999999,-0.7513419297010442,-2.806521750953415
-0.00511,-0.7520150973971855,-2.806521750953415
-0.00510875,-0.7520150973971859,-2.806521750953415
-0.005107499999999999,-0.752015097397186,-2.806521750953415
-0.00510625,-0.7523516812452566,-2.806521750953415
-0.005104999999999999,-0.7520150973971859,-2.806521750953415
-0.00510375,-0.7520150973971859,-2.806521750953415
-0.005102499999999999,-0.7520150973971859,-2.806521750953415
-0.00510125,-0.751678513549115,-2.806521750953415
-0.005099999999999999,-0.7520150973971859,-2.806521750953415
-0.00509875,-0.7520150973971859,-2.806521750953415
-0.0050975,-0.751678513549115,-2.806521750953415
-0.005096249999999999,-0.7516785135491151,-2.806521750953415
-0.005095,-0.7520150973971859,-2.806521750953415
-0.005093749999999999,-0.7520150973971859,-2.806521750953415
-0.0050925,-0.7520150973971859,-2.806521750953415
-0.005091249999999999,-0.7520150973971859,-2.806521750953415
-0.00509,-0.7516785135491151,-2.806521750953415
-0.00508875,-0.751678513549115,-2.806521750953415
-0.0050875,-0.751678513549115,-2.806521750953415
-0.00508625,-0.7523516812452566,-2.806521750953415
-0.005084999999999999,-0.751678513549115,-2.806521750953415
-0.00508375,-0.751678513549115,-2.806521750953415
