vi	V(si)	Ix(Zener2:+)
-3.700000000000625e-001	-3.700000e-001	-3.800000e-013
-3.600000000000625e-001	-3.600000e-001	-3.700000e-013
-3.500000000000625e-001	-3.500000e-001	-3.600000e-013
-3.400000000000625e-001	-3.400000e-001	-3.500000e-013
-3.300000000000625e-001	-3.300000e-001	-3.400000e-013
-3.200000000000625e-001	-3.200000e-001	-3.300000e-013
-3.100000000000625e-001	-3.100000e-001	-3.199999e-013
-3.000000000000624e-001	-3.000000e-001	-3.099999e-013
-2.900000000000624e-001	-2.900000e-001	-2.999999e-013
-2.800000000000624e-001	-2.800000e-001	-2.899998e-013
-2.700000000000624e-001	-2.700000e-001	-2.799997e-013
-2.600000000000624e-001	-2.600000e-001	-2.699996e-013
-2.500000000000624e-001	-2.500000e-001	-2.599994e-013
-2.400000000000624e-001	-2.400000e-001	-2.499991e-013
-2.300000000000624e-001	-2.300000e-001	-2.399986e-013
-2.200000000000624e-001	-2.200000e-001	-2.299980e-013
-2.100000000000624e-001	-2.100000e-001	-2.199970e-013
-2.000000000000624e-001	-2.000000e-001	-2.099956e-013
-1.900000000000623e-001	-1.900000e-001	-1.999935e-013
-1.800000000000623e-001	-1.800000e-001	-1.899905e-013
-1.700000000000623e-001	-1.700000e-001	-1.799860e-013
-1.600000000000623e-001	-1.600000e-001	-1.699794e-013
-1.500000000000623e-001	-1.500000e-001	-1.599697e-013
-1.400000000000623e-001	-1.400000e-001	-1.499554e-013
-1.300000000000623e-001	-1.300000e-001	-1.399344e-013
-1.200000000000623e-001	-1.200000e-001	-1.299034e-013
-1.100000000000623e-001	-1.100000e-001	-1.198578e-013
-1.000000000000623e-001	-1.000000e-001	-1.097906e-013
-9.000000000006231e-002	-9.000000e-002	-9.969181e-014
-8.000000000006231e-002	-8.000000e-002	-8.954634e-014
-7.000000000006232e-002	-7.000000e-002	-7.933221e-014
-6.000000000006232e-002	-6.000000e-002	-6.901701e-014
-5.000000000006231e-002	-5.000000e-002	-5.855304e-014
-4.000000000006231e-002	-4.000000e-002	-4.787007e-014
-3.000000000006231e-002	-3.000000e-002	-3.686473e-014
-2.000000000006231e-002	-2.000000e-002	-2.538488e-014
-1.000000000006231e-002	-1.000000e-002	-1.320653e-014
-6.230779781013496e-014	-6.230780e-014	-8.639741e-026
9.999999999937692e-003	1.000000e-002	1.472002e-014
1.999999999993769e-002	2.000000e-002	3.166791e-014
2.999999999993770e-002	3.000000e-002	5.189521e-014
3.999999999993770e-002	4.000000e-002	7.694982e-014
4.999999999993770e-002	5.000000e-002	1.091102e-013
5.999999999993770e-002	6.000000e-002	1.517304e-013
6.999999999993770e-002	7.000000e-002	2.097474e-013
7.999999999993769e-002	8.000000e-002	2.904285e-013
8.999999999993769e-002	9.000000e-002	4.044713e-013
9.999999999993768e-002	1.000000e-001	5.676225e-013
1.099999999999377e-001	1.100000e-001	8.030613e-013
1.199999999999377e-001	1.200000e-001	1.144908e-012
1.299999999999377e-001	1.300000e-001	1.643387e-012
1.399999999999377e-001	1.400000e-001	2.372429e-012
1.499999999999377e-001	1.500000e-001	3.440860e-012
1.599999999999377e-001	1.600000e-001	5.008874e-012
1.699999999999377e-001	1.700000e-001	7.312272e-012
1.799999999999377e-001	1.800000e-001	1.069816e-011
1.899999999999377e-001	1.900000e-001	1.567748e-011
1.999999999999377e-001	2.000000e-001	2.300232e-011
2.099999999999377e-001	2.100000e-001	3.377978e-011
2.199999999999378e-001	2.200000e-001	4.963951e-011
2.299999999999378e-001	2.300000e-001	7.298034e-011
2.399999999999378e-001	2.400000e-001	1.073334e-010
2.499999999999378e-001	2.500000e-001	1.578963e-010
2.599999999999378e-001	2.600000e-001	2.323203e-010
2.699999999999378e-001	2.699999e-001	3.418677e-010
2.799999999999378e-001	2.799999e-001	5.031167e-010
2.899999999999378e-001	2.899998e-001	7.404702e-010
2.999999999999378e-001	2.999998e-001	1.089849e-009
3.099999999999378e-001	3.099997e-001	1.604126e-009
3.199999999999378e-001	3.199995e-001	2.361132e-009
3.299999999999378e-001	3.299993e-001	3.475426e-009
3.399999999999379e-001	3.399990e-001	5.115629e-009
3.499999999999379e-001	3.499985e-001	7.529930e-009
3.599999999999379e-001	3.599978e-001	1.108362e-008
3.699999999999379e-001	3.699967e-001	1.631430e-008
3.799999999999379e-001	3.799952e-001	2.401309e-008
3.899999999999379e-001	3.899929e-001	3.534407e-008
3.999999999999379e-001	3.999896e-001	5.201967e-008
4.099999999999379e-001	4.099847e-001	7.655837e-008
4.199999999999379e-001	4.199775e-001	1.126625e-007
4.299999999999379e-001	4.299668e-001	1.657711e-007
4.399999999999379e-001	4.399512e-001	2.438680e-007
4.499999999999380e-001	4.499283e-001	3.586555e-007
4.599999999999380e-001	4.598945e-001	5.272537e-007
4.699999999999380e-001	4.698451e-001	7.746353e-007
4.799999999999380e-001	4.797726e-001	1.137073e-006
4.899999999999380e-001	4.896666e-001	1.666931e-006
4.999999999999380e-001	4.995122e-001	2.439119e-006
5.099999999999380e-001	5.092881e-001	3.559420e-006
5.199999999999380e-001	5.189651e-001	5.174449e-006
5.299999999999380e-001	5.285036e-001	7.482093e-006
5.399999999999380e-001	5.378521e-001	1.073970e-005
5.499999999999380e-001	5.469471e-001	1.526522e-005
5.599999999999380e-001	5.557153e-001	2.142521e-005
5.699999999999380e-001	5.640796e-001	2.960497e-005
5.799999999999380e-001	5.719686e-001	4.016238e-005
5.899999999999380e-001	5.793263e-001	5.337673e-005
5.999999999999380e-001	5.861202e-001	6.940958e-005
6.099999999999380e-001	5.923443e-001	8.829153e-005
6.199999999999381e-001	5.980155e-001	1.099362e-004
6.299999999999381e-001	6.031683e-001	1.341720e-004
6.399999999999381e-001	6.078470e-001	1.607773e-004
6.499999999999381e-001	6.120997e-001	1.895121e-004
6.599999999999381e-001	6.159740e-001	2.201387e-004
6.699999999999381e-001	6.195145e-001	2.524348e-004
6.799999999999381e-001	6.227612e-001	2.861997e-004
6.899999999999381e-001	6.257496e-001	3.212563e-004
6.999999999999381e-001	6.285107e-001	3.574501e-004
7.099999999999381e-001	6.310712e-001	3.946473e-004
7.199999999999381e-001	6.334539e-001	4.327329e-004
7.299999999999381e-001	6.356789e-001	4.716075e-004
7.399999999999382e-001	6.377631e-001	5.111858e-004
7.499999999999382e-001	6.397215e-001	5.513938e-004
7.599999999999382e-001	6.415667e-001	5.921677e-004
7.699999999999382e-001	6.433098e-001	6.334519e-004
7.799999999999382e-001	6.449605e-001	6.751982e-004
7.899999999999382e-001	6.465273e-001	7.173640e-004
7.999999999999382e-001	6.480176e-001	7.599124e-004
8.099999999999382e-001	6.494380e-001	8.028104e-004
8.199999999999382e-001	6.507942e-001	8.460293e-004
8.299999999999382e-001	6.520914e-001	8.895431e-004
8.399999999999382e-001	6.533343e-001	9.333291e-004
8.499999999999383e-001	6.545267e-001	9.773667e-004
8.599999999999383e-001	6.556726e-001	1.021638e-003
8.699999999999383e-001	6.567750e-001	1.066125e-003
8.799999999999383e-001	6.578371e-001	1.110815e-003
8.899999999999383e-001	6.588615e-001	1.155693e-003
8.999999999999383e-001	6.598507e-001	1.200747e-003
9.099999999999383e-001	6.608068e-001	1.245966e-003
9.199999999999383e-001	6.617320e-001	1.291340e-003
9.299999999999383e-001	6.626281e-001	1.336860e-003
9.399999999999383e-001	6.634966e-001	1.382517e-003
9.499999999999383e-001	6.643394e-001	1.428303e-003
9.599999999999384e-001	6.651576e-001	1.474212e-003
9.699999999999384e-001	6.659527e-001	1.520236e-003
9.799999999999384e-001	6.667260e-001	1.566370e-003
9.899999999999384e-001	6.674784e-001	1.612608e-003
9.999999999999384e-001	6.682112e-001	1.658944e-003
1.009999999999938e+000	6.689251e-001	1.705374e-003
1.019999999999938e+000	6.696212e-001	1.751894e-003
1.029999999999938e+000	6.703003e-001	1.798499e-003
1.039999999999938e+000	6.709632e-001	1.845184e-003
1.049999999999938e+000	6.716105e-001	1.891948e-003
1.059999999999938e+000	6.722430e-001	1.938785e-003
1.069999999999938e+000	6.728613e-001	1.985693e-003
1.079999999999938e+000	6.734661e-001	2.032669e-003
1.089999999999938e+000	6.740579e-001	2.079711e-003
1.099999999999938e+000	6.746371e-001	2.126814e-003
1.109999999999938e+000	6.752045e-001	2.173978e-003
1.119999999999938e+000	6.757603e-001	2.221199e-003
1.129999999999938e+000	6.763050e-001	2.268475e-003
1.139999999999938e+000	6.768391e-001	2.315805e-003
1.149999999999938e+000	6.773629e-001	2.363185e-003
1.159999999999938e+000	6.778769e-001	2.410615e-003
1.169999999999938e+000	6.783814e-001	2.458093e-003
1.179999999999938e+000	6.788766e-001	2.505617e-003
1.189999999999938e+000	6.793631e-001	2.553185e-003
1.199999999999938e+000	6.798410e-001	2.600795e-003
1.209999999999939e+000	6.803106e-001	2.648447e-003
1.219999999999939e+000	6.807722e-001	2.696139e-003
1.229999999999939e+000	6.812261e-001	2.743870e-003
1.239999999999939e+000	6.816725e-001	2.791638e-003
1.249999999999939e+000	6.821117e-001	2.839442e-003
1.259999999999939e+000	6.825438e-001	2.887281e-003
1.269999999999939e+000	6.829692e-001	2.935154e-003
1.279999999999939e+000	6.833879e-001	2.983060e-003
1.289999999999939e+000	6.838002e-001	3.030999e-003
1.299999999999939e+000	6.842064e-001	3.078968e-003
1.309999999999939e+000	6.846065e-001	3.126967e-003
1.319999999999939e+000	6.850008e-001	3.174996e-003
1.329999999999939e+000	6.853893e-001	3.223053e-003
1.339999999999939e+000	6.857724e-001	3.271138e-003
1.349999999999939e+000	6.861500e-001	3.319250e-003
1.359999999999939e+000	6.865224e-001	3.367388e-003
1.369999999999939e+000	6.868897e-001	3.415551e-003
1.379999999999939e+000	6.872521e-001	3.463740e-003
1.389999999999939e+000	6.876096e-001	3.511952e-003
1.399999999999939e+000	6.879625e-001	3.560188e-003
1.409999999999939e+000	6.883107e-001	3.608446e-003
1.419999999999939e+000	6.886545e-001	3.656727e-003
1.429999999999939e+000	6.889939e-001	3.705031e-003
1.439999999999939e+000	6.893291e-001	3.753355e-003
1.449999999999939e+000	6.896601e-001	3.801699e-003
1.459999999999939e+000	6.899871e-001	3.850064e-003
1.469999999999939e+000	6.903101e-001	3.898449e-003
1.479999999999939e+000	6.906293e-001	3.946854e-003
1.489999999999939e+000	6.909447e-001	3.995277e-003
1.499999999999939e+000	6.912564e-001	4.043718e-003
1.509999999999939e+000	6.915645e-001	4.092177e-003
1.519999999999939e+000	6.918691e-001	4.140655e-003
1.529999999999939e+000	6.921703e-001	4.189149e-003
1.539999999999939e+000	6.924681e-001	4.237660e-003
1.549999999999939e+000	6.927626e-001	4.286187e-003
1.559999999999939e+000	6.930539e-001	4.334731e-003
1.569999999999939e+000	6.933420e-001	4.383290e-003
1.579999999999939e+000	6.936271e-001	4.431865e-003
1.589999999999939e+000	6.939091e-001	4.480455e-003
1.599999999999939e+000	6.941882e-001	4.529059e-003
1.609999999999939e+000	6.944644e-001	4.577678e-003
1.619999999999939e+000	6.947377e-001	4.626311e-003
1.629999999999939e+000	6.950083e-001	4.674959e-003
1.639999999999939e+000	6.952761e-001	4.723620e-003
1.649999999999939e+000	6.955413e-001	4.772294e-003
1.659999999999939e+000	6.958038e-001	4.820981e-003
1.669999999999939e+000	6.960638e-001	4.869681e-003
1.679999999999939e+000	6.963212e-001	4.918394e-003
1.689999999999939e+000	6.965762e-001	4.967119e-003
1.699999999999939e+000	6.968287e-001	5.015856e-003
1.709999999999939e+000	6.970789e-001	5.064605e-003
1.719999999999939e+000	6.973267e-001	5.113367e-003
1.729999999999939e+000	6.975723e-001	5.162138e-003
1.739999999999939e+000	6.978155e-001	5.210922e-003
1.749999999999939e+000	6.980566e-001	5.259717e-003
1.759999999999939e+000	6.982955e-001	5.308522e-003
1.769999999999939e+000	6.985323e-001	5.357339e-003
1.779999999999939e+000	6.987669e-001	5.406165e-003
1.789999999999939e+000	6.989995e-001	5.455002e-003
1.799999999999939e+000	6.992301e-001	5.503849e-003
1.809999999999939e+000	6.994587e-001	5.552706e-003
1.819999999999939e+000	6.996853e-001	5.601573e-003
1.829999999999939e+000	6.999100e-001	5.650450e-003
1.839999999999939e+000	7.001328e-001	5.699336e-003
1.849999999999939e+000	7.003538e-001	5.748231e-003
1.859999999999939e+000	7.005730e-001	5.797135e-003
1.869999999999939e+000	7.007903e-001	5.846049e-003
1.879999999999939e+000	7.010058e-001	5.894971e-003
1.889999999999939e+000	7.012196e-001	5.943902e-003
1.899999999999939e+000	7.014317e-001	5.992841e-003
1.909999999999939e+000	7.016421e-001	6.041789e-003
1.919999999999939e+000	7.018508e-001	6.090746e-003
1.929999999999939e+000	7.020580e-001	6.139710e-003
1.939999999999939e+000	7.022634e-001	6.188683e-003
1.949999999999939e+000	7.024673e-001	6.237663e-003
1.959999999999939e+000	7.026697e-001	6.286652e-003
1.969999999999939e+000	7.028705e-001	6.335648e-003
1.979999999999939e+000	7.030697e-001	6.384651e-003
1.989999999999939e+000	7.032676e-001	6.433662e-003
1.999999999999939e+000	7.034639e-001	6.482681e-003
2.009999999999939e+000	7.036588e-001	6.531706e-003
2.019999999999939e+000	7.038522e-001	6.580739e-003
2.029999999999939e+000	7.040442e-001	6.629779e-003
2.039999999999938e+000	7.042348e-001	6.678826e-003
2.049999999999938e+000	7.044241e-001	6.727879e-003
2.059999999999938e+000	7.046121e-001	6.776940e-003
2.069999999999938e+000	7.047986e-001	6.826007e-003
2.079999999999938e+000	7.049839e-001	6.875081e-003
2.089999999999937e+000	7.051679e-001	6.924160e-003
2.099999999999937e+000	7.053506e-001	6.973247e-003
2.109999999999937e+000	7.055321e-001	7.022339e-003
2.119999999999937e+000	7.057123e-001	7.071438e-003
2.129999999999936e+000	7.058913e-001	7.120544e-003
2.139999999999936e+000	7.060691e-001	7.169655e-003
2.149999999999936e+000	7.062457e-001	7.218772e-003
2.159999999999936e+000	7.064211e-001	7.267895e-003
2.169999999999936e+000	7.065953e-001	7.317023e-003
2.179999999999935e+000	7.067685e-001	7.366158e-003
2.189999999999935e+000	7.069404e-001	7.415298e-003
2.199999999999935e+000	7.071112e-001	7.464444e-003
2.209999999999935e+000	7.072810e-001	7.513595e-003
2.219999999999935e+000	7.074497e-001	7.562751e-003
2.229999999999934e+000	7.076173e-001	7.611914e-003
2.239999999999934e+000	7.077838e-001	7.661081e-003
2.249999999999934e+000	7.079493e-001	7.710253e-003
2.259999999999934e+000	7.081137e-001	7.759431e-003
2.269999999999933e+000	7.082772e-001	7.808614e-003
2.279999999999933e+000	7.084396e-001	7.857802e-003
2.289999999999933e+000	7.086010e-001	7.906995e-003
2.299999999999933e+000	7.087615e-001	7.956193e-003
2.309999999999933e+000	7.089209e-001	8.005396e-003
2.319999999999932e+000	7.090794e-001	8.054603e-003
2.329999999999932e+000	7.092370e-001	8.103815e-003
2.339999999999932e+000	7.093936e-001	8.153033e-003
2.349999999999932e+000	7.095492e-001	8.202254e-003
2.359999999999932e+000	7.097040e-001	8.251480e-003
2.369999999999931e+000	7.098579e-001	8.300710e-003
2.379999999999931e+000	7.100108e-001	8.349946e-003
2.389999999999931e+000	7.101629e-001	8.399186e-003
2.399999999999931e+000	7.103141e-001	8.448429e-003
2.409999999999930e+000	7.104645e-001	8.497678e-003
2.419999999999930e+000	7.106139e-001	8.546931e-003
2.429999999999930e+000	7.107626e-001	8.596187e-003
2.439999999999930e+000	7.109104e-001	8.645448e-003
2.449999999999930e+000	7.110573e-001	8.694713e-003
2.459999999999929e+000	7.112035e-001	8.743983e-003
2.469999999999929e+000	7.113488e-001	8.793256e-003
2.479999999999929e+000	7.114934e-001	8.842533e-003
2.489999999999929e+000	7.116371e-001	8.891814e-003
2.499999999999929e+000	7.117801e-001	8.941100e-003
2.509999999999928e+000	7.119223e-001	8.990388e-003
2.519999999999928e+000	7.120637e-001	9.039681e-003
2.529999999999928e+000	7.122044e-001	9.088978e-003
2.539999999999928e+000	7.123443e-001	9.138279e-003
2.549999999999927e+000	7.124835e-001	9.187583e-003
2.559999999999927e+000	7.126219e-001	9.236891e-003
2.569999999999927e+000	7.127596e-001	9.286202e-003
2.579999999999927e+000	7.128966e-001	9.335517e-003
2.589999999999927e+000	7.130329e-001	9.384835e-003
2.599999999999926e+000	7.131685e-001	9.434158e-003
2.609999999999926e+000	7.133033e-001	9.483484e-003
2.619999999999926e+000	7.134376e-001	9.532812e-003
2.629999999999926e+000	7.135711e-001	9.582145e-003
2.639999999999926e+000	7.137039e-001	9.631481e-003
2.649999999999925e+000	7.138360e-001	9.680820e-003
2.659999999999925e+000	7.139676e-001	9.730162e-003
2.669999999999925e+000	7.140984e-001	9.779508e-003
2.679999999999925e+000	7.142286e-001	9.828857e-003
2.689999999999925e+000	7.143581e-001	9.878210e-003
2.699999999999924e+000	7.144870e-001	9.927565e-003
2.709999999999924e+000	7.146153e-001	9.976923e-003
2.719999999999924e+000	7.147430e-001	1.002629e-002
2.729999999999924e+000	7.148700e-001	1.007565e-002
2.739999999999923e+000	7.149964e-001	1.012502e-002
2.749999999999923e+000	7.151222e-001	1.017439e-002
2.759999999999923e+000	7.152475e-001	1.022376e-002
2.769999999999923e+000	7.153721e-001	1.027314e-002
2.779999999999923e+000	7.154961e-001	1.032252e-002
2.789999999999922e+000	7.156195e-001	1.037190e-002
2.799999999999922e+000	7.157424e-001	1.042129e-002
2.809999999999922e+000	7.158647e-001	1.047068e-002
2.819999999999922e+000	7.159864e-001	1.052007e-002
2.829999999999922e+000	7.161075e-001	1.056946e-002
2.839999999999921e+000	7.162282e-001	1.061886e-002
2.849999999999921e+000	7.163482e-001	1.066826e-002
2.859999999999921e+000	7.164677e-001	1.071766e-002
2.869999999999921e+000	7.165866e-001	1.076707e-002
2.879999999999920e+000	7.167051e-001	1.081647e-002
2.889999999999920e+000	7.168230e-001	1.086588e-002
2.899999999999920e+000	7.169403e-001	1.091530e-002
2.909999999999920e+000	7.170572e-001	1.096471e-002
2.919999999999920e+000	7.171735e-001	1.101413e-002
2.929999999999919e+000	7.172893e-001	1.106355e-002
2.939999999999919e+000	7.174045e-001	1.111298e-002
2.949999999999919e+000	7.175193e-001	1.116240e-002
2.959999999999919e+000	7.176336e-001	1.121183e-002
2.969999999999919e+000	7.177474e-001	1.126126e-002
2.979999999999918e+000	7.178607e-001	1.131070e-002
2.989999999999918e+000	7.179735e-001	1.136013e-002
2.999999999999918e+000	7.180858e-001	1.140957e-002
3.009999999999918e+000	7.181976e-001	1.145901e-002
3.019999999999917e+000	7.183090e-001	1.150845e-002
3.029999999999917e+000	7.184199e-001	1.155790e-002
3.039999999999917e+000	7.185303e-001	1.160735e-002
3.049999999999917e+000	7.186403e-001	1.165680e-002
3.059999999999917e+000	7.187498e-001	1.170625e-002
3.069999999999916e+000	7.188588e-001	1.175571e-002
3.079999999999916e+000	7.189674e-001	1.180516e-002
3.089999999999916e+000	7.190756e-001	1.185462e-002
3.099999999999916e+000	7.191832e-001	1.190408e-002
3.109999999999916e+000	7.192905e-001	1.195355e-002
3.119999999999915e+000	7.193973e-001	1.200301e-002
3.129999999999915e+000	7.195037e-001	1.205248e-002
3.139999999999915e+000	7.196096e-001	1.210195e-002
3.149999999999915e+000	7.197151e-001	1.215142e-002
3.159999999999914e+000	7.198203e-001	1.220090e-002
3.169999999999914e+000	7.199249e-001	1.225038e-002
3.179999999999914e+000	7.200292e-001	1.229985e-002
3.189999999999914e+000	7.201330e-001	1.234933e-002
3.199999999999914e+000	7.202364e-001	1.239882e-002
3.209999999999913e+000	7.203395e-001	1.244830e-002
3.219999999999913e+000	7.204421e-001	1.249779e-002
3.229999999999913e+000	7.205443e-001	1.254728e-002
3.239999999999913e+000	7.206461e-001	1.259677e-002
3.249999999999913e+000	7.207475e-001	1.264626e-002
3.259999999999912e+000	7.208486e-001	1.269576e-002
3.269999999999912e+000	7.209492e-001	1.274525e-002
3.279999999999912e+000	7.210495e-001	1.279475e-002
3.289999999999912e+000	7.211493e-001	1.284425e-002
3.299999999999911e+000	7.212489e-001	1.289376e-002
3.309999999999911e+000	7.213480e-001	1.294326e-002
3.319999999999911e+000	7.214467e-001	1.299277e-002
3.329999999999911e+000	7.215451e-001	1.304227e-002
3.339999999999911e+000	7.216431e-001	1.309178e-002
3.349999999999910e+000	7.217407e-001	1.314130e-002
3.359999999999910e+000	7.218380e-001	1.319081e-002
3.369999999999910e+000	7.219349e-001	1.324033e-002
3.379999999999910e+000	7.220314e-001	1.328984e-002
3.389999999999910e+000	7.221276e-001	1.333936e-002
3.399999999999909e+000	7.222235e-001	1.338888e-002
3.409999999999909e+000	7.223189e-001	1.343841e-002
3.419999999999909e+000	7.224141e-001	1.348793e-002
3.429999999999909e+000	7.225089e-001	1.353746e-002
3.439999999999909e+000	7.226034e-001	1.358698e-002
3.449999999999908e+000	7.226975e-001	1.363651e-002
3.459999999999908e+000	7.227913e-001	1.368604e-002
3.469999999999908e+000	7.228847e-001	1.373558e-002
3.479999999999908e+000	7.229778e-001	1.378511e-002
3.489999999999907e+000	7.230706e-001	1.383465e-002
3.499999999999907e+000	7.231631e-001	1.388418e-002
3.509999999999907e+000	7.232552e-001	1.393372e-002
3.519999999999907e+000	7.233469e-001	1.398327e-002
3.529999999999907e+000	7.234384e-001	1.403281e-002
3.539999999999906e+000	7.235296e-001	1.408235e-002
3.549999999999906e+000	7.236204e-001	1.413190e-002
3.559999999999906e+000	7.237110e-001	1.418145e-002
3.569999999999906e+000	7.238012e-001	1.423099e-002
3.579999999999906e+000	7.238911e-001	1.428054e-002
3.589999999999905e+000	7.239807e-001	1.433010e-002
3.599999999999905e+000	7.240700e-001	1.437965e-002
3.609999999999905e+000	7.241589e-001	1.442921e-002
3.619999999999905e+000	7.242476e-001	1.447876e-002
3.629999999999904e+000	7.243360e-001	1.452832e-002
3.639999999999904e+000	7.244241e-001	1.457788e-002
3.649999999999904e+000	7.245119e-001	1.462744e-002
3.659999999999904e+000	7.245994e-001	1.467700e-002
3.669999999999904e+000	7.246866e-001	1.472657e-002
3.679999999999903e+000	7.247735e-001	1.477613e-002
3.689999999999903e+000	7.248601e-001	1.482570e-002
3.699999999999903e+000	7.249464e-001	1.487527e-002
3.709999999999903e+000	7.250324e-001	1.492484e-002
3.719999999999903e+000	7.251182e-001	1.497441e-002
3.729999999999902e+000	7.252037e-001	1.502398e-002
3.739999999999902e+000	7.252889e-001	1.507356e-002
3.749999999999902e+000	7.253739e-001	1.512313e-002
3.759999999999902e+000	7.254585e-001	1.517271e-002
3.769999999999901e+000	7.255429e-001	1.522229e-002
3.779999999999901e+000	7.256270e-001	1.527186e-002
3.789999999999901e+000	7.257108e-001	1.532145e-002
3.799999999999901e+000	7.257944e-001	1.537103e-002
3.809999999999901e+000	7.258777e-001	1.542061e-002
3.819999999999900e+000	7.259607e-001	1.547020e-002
3.829999999999900e+000	7.260435e-001	1.551978e-002
3.839999999999900e+000	7.261260e-001	1.556937e-002
3.849999999999900e+000	7.262083e-001	1.561896e-002
3.859999999999900e+000	7.262902e-001	1.566855e-002
3.869999999999899e+000	7.263720e-001	1.571814e-002
3.879999999999899e+000	7.264535e-001	1.576773e-002
3.889999999999899e+000	7.265347e-001	1.581733e-002
3.899999999999899e+000	7.266157e-001	1.586692e-002
3.909999999999898e+000	7.266964e-001	1.591652e-002
3.919999999999898e+000	7.267768e-001	1.596612e-002
3.929999999999898e+000	7.268571e-001	1.601571e-002
3.939999999999898e+000	7.269371e-001	1.606531e-002
3.949999999999898e+000	7.270168e-001	1.611492e-002
3.959999999999897e+000	7.270963e-001	1.616452e-002
3.969999999999897e+000	7.271755e-001	1.621412e-002
3.979999999999897e+000	7.272545e-001	1.626373e-002
3.989999999999897e+000	7.273333e-001	1.631333e-002
3.999999999999897e+000	7.274119e-001	1.636294e-002
4.009999999999897e+000	7.274901e-001	1.641255e-002
4.019999999999897e+000	7.275682e-001	1.646216e-002
4.029999999999896e+000	7.276461e-001	1.651177e-002
4.039999999999896e+000	7.277237e-001	1.656138e-002
4.049999999999896e+000	7.278010e-001	1.661099e-002
4.059999999999896e+000	7.278782e-001	1.666061e-002
4.069999999999896e+000	7.279550e-001	1.671023e-002
4.079999999999895e+000	7.280318e-001	1.675984e-002
4.089999999999895e+000	7.281082e-001	1.680946e-002
4.099999999999895e+000	7.281845e-001	1.685908e-002
4.109999999999895e+000	7.282605e-001	1.690870e-002
4.119999999999894e+000	7.283362e-001	1.695832e-002
4.129999999999894e+000	7.284118e-001	1.700794e-002
4.139999999999894e+000	7.284872e-001	1.705756e-002
4.149999999999894e+000	7.285623e-001	1.710719e-002
4.159999999999894e+000	7.286372e-001	1.715681e-002
4.169999999999893e+000	7.287120e-001	1.720644e-002
4.179999999999893e+000	7.287864e-001	1.725607e-002
4.189999999999893e+000	7.288607e-001	1.730570e-002
4.199999999999893e+000	7.289348e-001	1.735533e-002
4.209999999999893e+000	7.290086e-001	1.740496e-002
4.219999999999892e+000	7.290823e-001	1.745459e-002
4.229999999999892e+000	7.291557e-001	1.750422e-002
4.239999999999892e+000	7.292290e-001	1.755385e-002
4.249999999999892e+000	7.293020e-001	1.760349e-002
4.259999999999891e+000	7.293748e-001	1.765313e-002
4.269999999999891e+000	7.294475e-001	1.770276e-002
4.279999999999891e+000	7.295199e-001	1.775240e-002
4.289999999999891e+000	7.295921e-001	1.780204e-002
4.299999999999891e+000	7.296641e-001	1.785168e-002
4.309999999999890e+000	7.297360e-001	1.790132e-002
4.319999999999890e+000	7.298076e-001	1.795096e-002
4.329999999999890e+000	7.298790e-001	1.800060e-002
4.339999999999890e+000	7.299502e-001	1.805025e-002
4.349999999999890e+000	7.300213e-001	1.809989e-002
4.359999999999889e+000	7.300921e-001	1.814954e-002
4.369999999999889e+000	7.301628e-001	1.819919e-002
4.379999999999889e+000	7.302333e-001	1.824883e-002
4.389999999999889e+000	7.303035e-001	1.829848e-002
4.399999999999888e+000	7.303736e-001	1.834813e-002
4.409999999999888e+000	7.304435e-001	1.839778e-002
4.419999999999888e+000	7.305132e-001	1.844743e-002
4.429999999999888e+000	7.305827e-001	1.849709e-002
4.439999999999888e+000	7.306521e-001	1.854674e-002
4.449999999999887e+000	7.307212e-001	1.859639e-002
4.459999999999887e+000	7.307902e-001	1.864605e-002
4.469999999999887e+000	7.308590e-001	1.869570e-002
4.479999999999887e+000	7.309276e-001	1.874536e-002
4.489999999999887e+000	7.309960e-001	1.879502e-002
4.499999999999886e+000	7.310643e-001	1.884468e-002
4.509999999999886e+000	7.311323e-001	1.889434e-002
4.519999999999886e+000	7.312002e-001	1.894400e-002
4.529999999999886e+000	7.312679e-001	1.899366e-002
4.539999999999886e+000	7.313355e-001	1.904332e-002
4.549999999999885e+000	7.314029e-001	1.909299e-002
4.559999999999885e+000	7.314700e-001	1.914265e-002
4.569999999999885e+000	7.315370e-001	1.919231e-002
4.579999999999885e+000	7.316039e-001	1.924198e-002
4.589999999999884e+000	7.316706e-001	1.929165e-002
4.599999999999884e+000	7.317371e-001	1.934131e-002
4.609999999999884e+000	7.318034e-001	1.939098e-002
4.619999999999884e+000	7.318696e-001	1.944065e-002
4.629999999999884e+000	7.319356e-001	1.949032e-002
4.639999999999883e+000	7.320014e-001	1.953999e-002
4.649999999999883e+000	7.320671e-001	1.958966e-002
4.659999999999883e+000	7.321326e-001	1.963934e-002
4.669999999999883e+000	7.321979e-001	1.968901e-002
4.679999999999883e+000	7.322631e-001	1.973869e-002
4.689999999999882e+000	7.323281e-001	1.978836e-002
4.699999999999882e+000	7.323930e-001	1.983804e-002
4.709999999999882e+000	7.324576e-001	1.988771e-002
4.719999999999882e+000	7.325222e-001	1.993739e-002
4.729999999999881e+000	7.325866e-001	1.998707e-002
4.739999999999881e+000	7.326508e-001	2.003675e-002
4.749999999999881e+000	7.327148e-001	2.008643e-002
