vi	V(si)	Ix(Schottky2:+)
-3.700000000000625e-001	-3.699974e-001	-1.318580e-008
-3.600000000000625e-001	-3.599974e-001	-1.318446e-008
-3.500000000000625e-001	-3.499974e-001	-1.318308e-008
-3.400000000000625e-001	-3.399974e-001	-1.318164e-008
-3.300000000000625e-001	-3.299974e-001	-1.318013e-008
-3.200000000000625e-001	-3.199974e-001	-1.317854e-008
-3.100000000000625e-001	-3.099973e-001	-1.317685e-008
-3.000000000000624e-001	-2.999974e-001	-1.317504e-008
-2.900000000000624e-001	-2.899974e-001	-1.317306e-008
-2.800000000000624e-001	-2.799974e-001	-1.317089e-008
-2.700000000000624e-001	-2.699974e-001	-1.316846e-008
-2.600000000000624e-001	-2.599974e-001	-1.316571e-008
-2.500000000000624e-001	-2.499974e-001	-1.316255e-008
-2.400000000000624e-001	-2.399974e-001	-1.315886e-008
-2.300000000000624e-001	-2.299974e-001	-1.315451e-008
-2.200000000000624e-001	-2.199974e-001	-1.314927e-008
-2.100000000000624e-001	-2.099974e-001	-1.314291e-008
-2.000000000000624e-001	-1.999974e-001	-1.313506e-008
-1.900000000000623e-001	-1.899974e-001	-1.312524e-008
-1.800000000000623e-001	-1.799974e-001	-1.311281e-008
-1.700000000000623e-001	-1.699974e-001	-1.309690e-008
-1.600000000000623e-001	-1.599974e-001	-1.307628e-008
-1.500000000000623e-001	-1.499974e-001	-1.304928e-008
-1.400000000000623e-001	-1.399974e-001	-1.301355e-008
-1.300000000000623e-001	-1.299974e-001	-1.296579e-008
-1.200000000000623e-001	-1.199974e-001	-1.290136e-008
-1.100000000000623e-001	-1.099974e-001	-1.281367e-008
-1.000000000000623e-001	-9.999746e-002	-1.269333e-008
-9.000000000006231e-002	-8.999749e-002	-1.252689e-008
-8.000000000006231e-002	-7.999754e-002	-1.229506e-008
-7.000000000006232e-002	-6.999761e-002	-1.197004e-008
-6.000000000006232e-002	-5.999770e-002	-1.151163e-008
-5.000000000006231e-002	-4.999783e-002	-1.086163e-008
-4.000000000006231e-002	-3.999801e-002	-9.935521e-009
-3.000000000006231e-002	-2.999828e-002	-8.610352e-009
-2.000000000006231e-002	-1.999866e-002	-6.707005e-009
-1.000000000006231e-002	-9.999207e-003	-3.964135e-009
-6.230779781013496e-014	-6.209447e-014	-2.954945e-020
9.999999999937692e-003	9.998851e-003	5.743551e-009
1.999999999993769e-002	1.999718e-002	1.408322e-008
2.999999999993770e-002	2.999476e-002	2.621471e-008
3.999999999993770e-002	3.999122e-002	4.388927e-008
4.999999999993770e-002	4.998606e-002	6.967218e-008
5.999999999993770e-002	5.997854e-002	1.073206e-007
6.999999999993770e-002	6.996753e-002	1.623344e-007
7.999999999993769e-002	7.995145e-002	2.427573e-007
8.999999999993769e-002	8.992793e-002	3.603326e-007
9.999999999993768e-002	9.989357e-002	5.321613e-007
1.099999999999377e-001	1.098434e-001	7.830471e-007
1.199999999999377e-001	1.197703e-001	1.148753e-006
1.299999999999377e-001	1.296639e-001	1.680394e-006
1.399999999999377e-001	1.395100e-001	2.450108e-006
1.499999999999377e-001	1.492884e-001	3.557850e-006
1.599999999999377e-001	1.589723e-001	5.138558e-006
1.699999999999377e-001	1.685265e-001	7.367850e-006
1.799999999999377e-001	1.779075e-001	1.046305e-005
1.899999999999377e-001	1.870651e-001	1.467532e-005
1.999999999999377e-001	1.959465e-001	2.026967e-005
2.099999999999377e-001	2.045020e-001	2.749368e-005
2.199999999999378e-001	2.126926e-001	3.654222e-005
2.299999999999378e-001	2.204954e-001	4.753021e-005
2.399999999999378e-001	2.279053e-001	6.048256e-005
2.499999999999378e-001	2.349333e-001	7.534312e-005
2.599999999999378e-001	2.416026e-001	9.199600e-005
2.699999999999378e-001	2.479437e-001	1.102901e-004
2.799999999999378e-001	2.539893e-001	1.300606e-004
2.899999999999378e-001	2.597725e-001	1.511436e-004
2.999999999999378e-001	2.653238e-001	1.733857e-004
3.099999999999378e-001	2.706711e-001	1.966483e-004
3.199999999999378e-001	2.758389e-001	2.208087e-004
3.299999999999378e-001	2.808485e-001	2.457599e-004
3.399999999999379e-001	2.857185e-001	2.714093e-004
3.499999999999379e-001	2.904649e-001	2.976773e-004
3.599999999999379e-001	2.951012e-001	3.244951e-004
3.699999999999379e-001	2.996395e-001	3.518037e-004
3.799999999999379e-001	3.040898e-001	3.795519e-004
3.899999999999379e-001	3.084610e-001	4.076957e-004
3.999999999999379e-001	3.127607e-001	4.361969e-004
4.099999999999379e-001	3.169957e-001	4.650220e-004
4.199999999999379e-001	3.211717e-001	4.941419e-004
4.299999999999379e-001	3.252938e-001	5.235314e-004
4.399999999999379e-001	3.293665e-001	5.531678e-004
4.499999999999380e-001	3.333937e-001	5.830316e-004
4.599999999999380e-001	3.373790e-001	6.131051e-004
4.699999999999380e-001	3.413254e-001	6.433729e-004
4.799999999999380e-001	3.452358e-001	6.738214e-004
4.899999999999380e-001	3.491124e-001	7.044381e-004
4.999999999999380e-001	3.529576e-001	7.352121e-004
5.099999999999380e-001	3.567733e-001	7.661337e-004
5.199999999999380e-001	3.605612e-001	7.971940e-004
5.299999999999380e-001	3.643230e-001	8.283852e-004
5.399999999999380e-001	3.680600e-001	8.597003e-004
5.499999999999380e-001	3.717734e-001	8.911329e-004
5.599999999999380e-001	3.754646e-001	9.226773e-004
5.699999999999380e-001	3.791343e-001	9.543284e-004
5.799999999999380e-001	3.827837e-001	9.860817e-004
5.899999999999380e-001	3.864134e-001	1.017933e-003
5.999999999999380e-001	3.900242e-001	1.049879e-003
6.099999999999380e-001	3.936168e-001	1.081916e-003
6.199999999999381e-001	3.971916e-001	1.114042e-003
6.299999999999381e-001	4.007493e-001	1.146253e-003
6.399999999999381e-001	4.042903e-001	1.178549e-003
6.499999999999381e-001	4.078147e-001	1.210926e-003
6.599999999999381e-001	4.113232e-001	1.243384e-003
6.699999999999381e-001	4.148157e-001	1.275921e-003
6.799999999999381e-001	4.182926e-001	1.308537e-003
6.899999999999381e-001	4.217540e-001	1.341230e-003
6.999999999999381e-001	4.252000e-001	1.374000e-003
7.099999999999381e-001	4.286306e-001	1.406847e-003
7.199999999999381e-001	4.320459e-001	1.439771e-003
7.299999999999381e-001	4.354457e-001	1.472772e-003
7.399999999999382e-001	4.388300e-001	1.505850e-003
7.499999999999382e-001	4.421988e-001	1.539006e-003
7.599999999999382e-001	4.455517e-001	1.572242e-003
7.699999999999382e-001	4.488886e-001	1.605557e-003
7.799999999999382e-001	4.522093e-001	1.638954e-003
7.899999999999382e-001	4.555134e-001	1.672433e-003
7.999999999999382e-001	4.588006e-001	1.705997e-003
8.099999999999382e-001	4.620705e-001	1.739647e-003
8.199999999999382e-001	4.653228e-001	1.773386e-003
8.299999999999382e-001	4.685570e-001	1.807215e-003
8.399999999999382e-001	4.717726e-001	1.841137e-003
8.499999999999383e-001	4.749691e-001	1.875155e-003
8.599999999999383e-001	4.781460e-001	1.909270e-003
8.699999999999383e-001	4.813026e-001	1.943487e-003
8.799999999999383e-001	4.844385e-001	1.977807e-003
8.899999999999383e-001	4.875530e-001	2.012235e-003
8.999999999999383e-001	4.906454e-001	2.046773e-003
9.099999999999383e-001	4.937151e-001	2.081424e-003
9.199999999999383e-001	4.967614e-001	2.116193e-003
9.299999999999383e-001	4.997835e-001	2.151082e-003
9.399999999999383e-001	5.027809e-001	2.186096e-003
9.499999999999383e-001	5.057527e-001	2.221237e-003
9.599999999999384e-001	5.086982e-001	2.256509e-003
9.699999999999384e-001	5.116168e-001	2.291916e-003
9.799999999999384e-001	5.145076e-001	2.327462e-003
9.899999999999384e-001	5.173700e-001	2.363150e-003
9.999999999999384e-001	5.202034e-001	2.398983e-003
1.009999999999938e+000	5.230069e-001	2.434965e-003
1.019999999999938e+000	5.257800e-001	2.471100e-003
1.029999999999938e+000	5.285220e-001	2.507390e-003
1.039999999999938e+000	5.312323e-001	2.543838e-003
1.049999999999938e+000	5.339103e-001	2.580448e-003
1.059999999999938e+000	5.365555e-001	2.617222e-003
1.069999999999938e+000	5.391675e-001	2.654163e-003
1.079999999999938e+000	5.417455e-001	2.691272e-003
1.089999999999938e+000	5.442895e-001	2.728553e-003
1.099999999999938e+000	5.467988e-001	2.766006e-003
1.109999999999938e+000	5.492733e-001	2.803633e-003
1.119999999999938e+000	5.517127e-001	2.841437e-003
1.129999999999938e+000	5.541167e-001	2.879417e-003
1.139999999999938e+000	5.564851e-001	2.917574e-003
1.149999999999938e+000	5.588179e-001	2.955911e-003
1.159999999999938e+000	5.611150e-001	2.994425e-003
1.169999999999938e+000	5.633764e-001	3.033118e-003
1.179999999999938e+000	5.656020e-001	3.071990e-003
1.189999999999938e+000	5.677921e-001	3.111040e-003
1.199999999999938e+000	5.699467e-001	3.150266e-003
1.209999999999939e+000	5.720661e-001	3.189670e-003
1.219999999999939e+000	5.741503e-001	3.229249e-003
1.229999999999939e+000	5.761998e-001	3.269001e-003
1.239999999999939e+000	5.782146e-001	3.308927e-003
1.249999999999939e+000	5.801954e-001	3.349023e-003
1.259999999999939e+000	5.821424e-001	3.389288e-003
1.269999999999939e+000	5.840558e-001	3.429721e-003
1.279999999999939e+000	5.859364e-001	3.470318e-003
1.289999999999939e+000	5.877843e-001	3.511079e-003
1.299999999999939e+000	5.896001e-001	3.551999e-003
1.309999999999939e+000	5.913844e-001	3.593078e-003
1.319999999999939e+000	5.931376e-001	3.634312e-003
1.329999999999939e+000	5.948601e-001	3.675699e-003
1.339999999999939e+000	5.965526e-001	3.717237e-003
1.349999999999939e+000	5.982156e-001	3.758922e-003
1.359999999999939e+000	5.998496e-001	3.800752e-003
1.369999999999939e+000	6.014552e-001	3.842724e-003
1.379999999999939e+000	6.030329e-001	3.884835e-003
1.389999999999939e+000	6.045834e-001	3.927083e-003
1.399999999999939e+000	6.061071e-001	3.969465e-003
1.409999999999939e+000	6.076045e-001	4.011977e-003
1.419999999999939e+000	6.090763e-001	4.054619e-003
1.429999999999939e+000	6.105230e-001	4.097385e-003
1.439999999999939e+000	6.119452e-001	4.140274e-003
1.449999999999939e+000	6.133434e-001	4.183283e-003
1.459999999999939e+000	6.147180e-001	4.226410e-003
1.469999999999939e+000	6.160698e-001	4.269651e-003
1.479999999999939e+000	6.173991e-001	4.313005e-003
1.489999999999939e+000	6.187065e-001	4.356468e-003
1.499999999999939e+000	6.199924e-001	4.400038e-003
1.509999999999939e+000	6.212575e-001	4.443713e-003
1.519999999999939e+000	6.225021e-001	4.487489e-003
1.529999999999939e+000	6.237268e-001	4.531366e-003
1.539999999999939e+000	6.249321e-001	4.575340e-003
1.549999999999939e+000	6.261182e-001	4.619409e-003
1.559999999999939e+000	6.272858e-001	4.663571e-003
1.569999999999939e+000	6.284352e-001	4.707824e-003
1.579999999999939e+000	6.295669e-001	4.752166e-003
1.589999999999939e+000	6.306813e-001	4.796593e-003
1.599999999999939e+000	6.317788e-001	4.841106e-003
1.609999999999939e+000	6.328598e-001	4.885701e-003
1.619999999999939e+000	6.339247e-001	4.930377e-003
1.629999999999939e+000	6.349738e-001	4.975131e-003
1.639999999999939e+000	6.360076e-001	5.019962e-003
1.649999999999939e+000	6.370264e-001	5.064868e-003
1.659999999999939e+000	6.380305e-001	5.109848e-003
1.669999999999939e+000	6.390203e-001	5.154898e-003
1.679999999999939e+000	6.399961e-001	5.200020e-003
1.689999999999939e+000	6.409582e-001	5.245209e-003
1.699999999999939e+000	6.419070e-001	5.290465e-003
1.709999999999939e+000	6.428427e-001	5.335786e-003
1.719999999999939e+000	6.437657e-001	5.381172e-003
1.729999999999939e+000	6.446762e-001	5.426619e-003
1.739999999999939e+000	6.455745e-001	5.472127e-003
1.749999999999939e+000	6.464610e-001	5.517695e-003
1.759999999999939e+000	6.473357e-001	5.563322e-003
1.769999999999939e+000	6.481991e-001	5.609004e-003
1.779999999999939e+000	6.490514e-001	5.654743e-003
1.789999999999939e+000	6.498927e-001	5.700536e-003
1.799999999999939e+000	6.507235e-001	5.746383e-003
1.809999999999939e+000	6.515438e-001	5.792281e-003
1.819999999999939e+000	6.523539e-001	5.838230e-003
1.829999999999939e+000	6.531541e-001	5.884230e-003
1.839999999999939e+000	6.539444e-001	5.930278e-003
1.849999999999939e+000	6.547253e-001	5.976374e-003
1.859999999999939e+000	6.554968e-001	6.022516e-003
1.869999999999939e+000	6.562591e-001	6.068704e-003
1.879999999999939e+000	6.570125e-001	6.114937e-003
1.889999999999939e+000	6.577571e-001	6.161214e-003
1.899999999999939e+000	6.584931e-001	6.207535e-003
1.909999999999939e+000	6.592207e-001	6.253896e-003
1.919999999999939e+000	6.599401e-001	6.300300e-003
1.929999999999939e+000	6.606513e-001	6.346744e-003
1.939999999999939e+000	6.613547e-001	6.393227e-003
1.949999999999939e+000	6.620502e-001	6.439749e-003
1.959999999999939e+000	6.627383e-001	6.486309e-003
1.969999999999939e+000	6.634188e-001	6.532906e-003
1.979999999999939e+000	6.640921e-001	6.579540e-003
1.989999999999939e+000	6.647581e-001	6.626210e-003
1.999999999999939e+000	6.654171e-001	6.672914e-003
2.009999999999939e+000	6.660693e-001	6.719653e-003
2.019999999999939e+000	6.667147e-001	6.766426e-003
2.029999999999939e+000	6.673535e-001	6.813233e-003
2.039999999999938e+000	6.679857e-001	6.860071e-003
2.049999999999938e+000	6.686116e-001	6.906942e-003
2.059999999999938e+000	6.692312e-001	6.953844e-003
2.069999999999938e+000	6.698446e-001	7.000777e-003
2.079999999999938e+000	6.704521e-001	7.047740e-003
2.089999999999937e+000	6.710535e-001	7.094732e-003
2.099999999999937e+000	6.716492e-001	7.141754e-003
2.109999999999937e+000	6.722392e-001	7.188804e-003
2.119999999999937e+000	6.728235e-001	7.235882e-003
2.129999999999936e+000	6.734024e-001	7.282988e-003
2.139999999999936e+000	6.739758e-001	7.330121e-003
2.149999999999936e+000	6.745439e-001	7.377280e-003
2.159999999999936e+000	6.751068e-001	7.424466e-003
2.169999999999936e+000	6.756645e-001	7.471677e-003
2.179999999999935e+000	6.762173e-001	7.518914e-003
2.189999999999935e+000	6.767650e-001	7.566175e-003
2.199999999999935e+000	6.773078e-001	7.613461e-003
2.209999999999935e+000	6.778459e-001	7.660770e-003
2.219999999999935e+000	6.783792e-001	7.708104e-003
2.229999999999934e+000	6.789080e-001	7.755460e-003
2.239999999999934e+000	6.794322e-001	7.802839e-003
2.249999999999934e+000	6.799518e-001	7.850241e-003
2.259999999999934e+000	6.804671e-001	7.897665e-003
2.269999999999933e+000	6.809780e-001	7.945110e-003
2.279999999999933e+000	6.814847e-001	7.992577e-003
2.289999999999933e+000	6.819871e-001	8.040064e-003
2.299999999999933e+000	6.824855e-001	8.087573e-003
2.309999999999933e+000	6.829797e-001	8.135102e-003
2.319999999999932e+000	6.834700e-001	8.182650e-003
2.329999999999932e+000	6.839563e-001	8.230219e-003
2.339999999999932e+000	6.844387e-001	8.277806e-003
2.349999999999932e+000	6.849173e-001	8.325413e-003
2.359999999999932e+000	6.853922e-001	8.373039e-003
2.369999999999931e+000	6.858634e-001	8.420683e-003
2.379999999999931e+000	6.863309e-001	8.468346e-003
2.389999999999931e+000	6.867948e-001	8.516026e-003
2.399999999999931e+000	6.872551e-001	8.563724e-003
2.409999999999930e+000	6.877120e-001	8.611440e-003
2.419999999999930e+000	6.881655e-001	8.659173e-003
2.429999999999930e+000	6.886156e-001	8.706923e-003
2.439999999999930e+000	6.890623e-001	8.754688e-003
2.449999999999930e+000	6.895058e-001	8.802472e-003
2.459999999999929e+000	6.899459e-001	8.850270e-003
2.469999999999929e+000	6.903830e-001	8.898085e-003
2.479999999999929e+000	6.908168e-001	8.945916e-003
2.489999999999929e+000	6.912476e-001	8.993762e-003
2.499999999999929e+000	6.916753e-001	9.041623e-003
2.509999999999928e+000	6.921000e-001	9.089500e-003
2.519999999999928e+000	6.925218e-001	9.137391e-003
2.529999999999928e+000	6.929405e-001	9.185297e-003
2.539999999999928e+000	6.933565e-001	9.233218e-003
2.549999999999927e+000	6.937695e-001	9.281153e-003
2.559999999999927e+000	6.941797e-001	9.329101e-003
2.569999999999927e+000	6.945872e-001	9.377064e-003
2.579999999999927e+000	6.949919e-001	9.425040e-003
2.589999999999927e+000	6.953940e-001	9.473030e-003
2.599999999999926e+000	6.957933e-001	9.521034e-003
2.609999999999926e+000	6.961901e-001	9.569050e-003
2.619999999999926e+000	6.965842e-001	9.617079e-003
2.629999999999926e+000	6.969758e-001	9.665121e-003
2.639999999999926e+000	6.973648e-001	9.713176e-003
2.649999999999925e+000	6.977514e-001	9.761243e-003
2.659999999999925e+000	6.981355e-001	9.809323e-003
2.669999999999925e+000	6.985171e-001	9.857414e-003
2.679999999999925e+000	6.988964e-001	9.905518e-003
2.689999999999925e+000	6.992733e-001	9.953634e-003
2.699999999999924e+000	6.996478e-001	1.000176e-002
2.709999999999924e+000	7.000201e-001	1.004990e-002
2.719999999999924e+000	7.003900e-001	1.009805e-002
2.729999999999924e+000	7.007577e-001	1.014621e-002
2.739999999999923e+000	7.011232e-001	1.019438e-002
2.749999999999923e+000	7.014865e-001	1.024257e-002
2.759999999999923e+000	7.018477e-001	1.029076e-002
2.769999999999923e+000	7.022066e-001	1.033897e-002
2.779999999999923e+000	7.025635e-001	1.038718e-002
2.789999999999922e+000	7.029182e-001	1.043541e-002
2.799999999999922e+000	7.032709e-001	1.048365e-002
2.809999999999922e+000	7.036216e-001	1.053189e-002
2.819999999999922e+000	7.039702e-001	1.058015e-002
2.829999999999922e+000	7.043169e-001	1.062842e-002
2.839999999999921e+000	7.046615e-001	1.067669e-002
2.849999999999921e+000	7.050042e-001	1.072498e-002
2.859999999999921e+000	7.053450e-001	1.077328e-002
2.869999999999921e+000	7.056838e-001	1.082158e-002
2.879999999999920e+000	7.060208e-001	1.086990e-002
2.889999999999920e+000	7.063560e-001	1.091822e-002
2.899999999999920e+000	7.066893e-001	1.096655e-002
2.909999999999920e+000	7.070208e-001	1.101490e-002
2.919999999999920e+000	7.073504e-001	1.106325e-002
2.929999999999919e+000	7.076783e-001	1.111161e-002
2.939999999999919e+000	7.080045e-001	1.115998e-002
2.949999999999919e+000	7.083288e-001	1.120836e-002
2.959999999999919e+000	7.086515e-001	1.125674e-002
2.969999999999919e+000	7.089725e-001	1.130514e-002
2.979999999999918e+000	7.092918e-001	1.135354e-002
2.989999999999918e+000	7.096094e-001	1.140195e-002
2.999999999999918e+000	7.099254e-001	1.145037e-002
3.009999999999918e+000	7.102398e-001	1.149880e-002
3.019999999999917e+000	7.105525e-001	1.154724e-002
3.029999999999917e+000	7.108636e-001	1.159568e-002
3.039999999999917e+000	7.111732e-001	1.164413e-002
3.049999999999917e+000	7.114812e-001	1.169259e-002
3.059999999999917e+000	7.117877e-001	1.174106e-002
3.069999999999916e+000	7.120926e-001	1.178954e-002
3.079999999999916e+000	7.123960e-001	1.183802e-002
3.089999999999916e+000	7.126980e-001	1.188651e-002
3.099999999999916e+000	7.129984e-001	1.193501e-002
3.109999999999916e+000	7.132974e-001	1.198351e-002
3.119999999999915e+000	7.135949e-001	1.203203e-002
3.129999999999915e+000	7.138910e-001	1.208054e-002
3.139999999999915e+000	7.141857e-001	1.212907e-002
3.149999999999915e+000	7.144790e-001	1.217761e-002
3.159999999999914e+000	7.147708e-001	1.222615e-002
3.169999999999914e+000	7.150613e-001	1.227469e-002
3.179999999999914e+000	7.153504e-001	1.232325e-002
3.189999999999914e+000	7.156382e-001	1.237181e-002
3.199999999999914e+000	7.159246e-001	1.242038e-002
3.209999999999913e+000	7.162098e-001	1.246895e-002
3.219999999999913e+000	7.164935e-001	1.251753e-002
3.229999999999913e+000	7.167760e-001	1.256612e-002
3.239999999999913e+000	7.170572e-001	1.261471e-002
3.249999999999913e+000	7.173372e-001	1.266331e-002
3.259999999999912e+000	7.176158e-001	1.271192e-002
3.269999999999912e+000	7.178932e-001	1.276053e-002
3.279999999999912e+000	7.181695e-001	1.280915e-002
3.289999999999912e+000	7.184444e-001	1.285778e-002
3.299999999999911e+000	7.187182e-001	1.290641e-002
3.309999999999911e+000	7.189907e-001	1.295505e-002
3.319999999999911e+000	7.192620e-001	1.300369e-002
3.329999999999911e+000	7.195322e-001	1.305234e-002
3.339999999999911e+000	7.198012e-001	1.310099e-002
3.349999999999910e+000	7.200690e-001	1.314966e-002
3.359999999999910e+000	7.203357e-001	1.319832e-002
3.369999999999910e+000	7.206012e-001	1.324699e-002
3.379999999999910e+000	7.208657e-001	1.329567e-002
3.389999999999910e+000	7.211289e-001	1.334435e-002
3.399999999999909e+000	7.213911e-001	1.339304e-002
3.409999999999909e+000	7.216522e-001	1.344174e-002
3.419999999999909e+000	7.219122e-001	1.349044e-002
3.429999999999909e+000	7.221711e-001	1.353914e-002
3.439999999999909e+000	7.224290e-001	1.358785e-002
3.449999999999908e+000	7.226858e-001	1.363657e-002
3.459999999999908e+000	7.229415e-001	1.368529e-002
3.469999999999908e+000	7.231963e-001	1.373402e-002
3.479999999999908e+000	7.234499e-001	1.378275e-002
3.489999999999907e+000	7.237025e-001	1.383149e-002
3.499999999999907e+000	7.239542e-001	1.388023e-002
3.509999999999907e+000	7.242048e-001	1.392898e-002
3.519999999999907e+000	7.244545e-001	1.397773e-002
3.529999999999907e+000	7.247031e-001	1.402648e-002
3.539999999999906e+000	7.249508e-001	1.407525e-002
3.549999999999906e+000	7.251975e-001	1.412401e-002
3.559999999999906e+000	7.254432e-001	1.417278e-002
3.569999999999906e+000	7.256880e-001	1.422156e-002
3.579999999999906e+000	7.259318e-001	1.427034e-002
3.589999999999905e+000	7.261747e-001	1.431913e-002
3.599999999999905e+000	7.264167e-001	1.436792e-002
3.609999999999905e+000	7.266577e-001	1.441671e-002
3.619999999999905e+000	7.268978e-001	1.446551e-002
3.629999999999904e+000	7.271371e-001	1.451431e-002
3.639999999999904e+000	7.273754e-001	1.456312e-002
3.649999999999904e+000	7.276129e-001	1.461194e-002
3.659999999999904e+000	7.278494e-001	1.466075e-002
3.669999999999904e+000	7.280850e-001	1.470958e-002
3.679999999999903e+000	7.283198e-001	1.475840e-002
3.689999999999903e+000	7.285537e-001	1.480723e-002
3.699999999999903e+000	7.287868e-001	1.485607e-002
3.709999999999903e+000	7.290190e-001	1.490491e-002
3.719999999999903e+000	7.292504e-001	1.495375e-002
3.729999999999902e+000	7.294809e-001	1.500260e-002
3.739999999999902e+000	7.297106e-001	1.505145e-002
3.749999999999902e+000	7.299395e-001	1.510030e-002
3.759999999999902e+000	7.301676e-001	1.514916e-002
3.769999999999901e+000	7.303948e-001	1.519803e-002
3.779999999999901e+000	7.306213e-001	1.524689e-002
3.789999999999901e+000	7.308469e-001	1.529577e-002
3.799999999999901e+000	7.310718e-001	1.534464e-002
3.809999999999901e+000	7.312959e-001	1.539352e-002
3.819999999999900e+000	7.315192e-001	1.544240e-002
3.829999999999900e+000	7.317417e-001	1.549129e-002
3.839999999999900e+000	7.319635e-001	1.554018e-002
3.849999999999900e+000	7.321844e-001	1.558908e-002
3.859999999999900e+000	7.324046e-001	1.563798e-002
3.869999999999899e+000	7.326241e-001	1.568688e-002
3.879999999999899e+000	7.328429e-001	1.573579e-002
3.889999999999899e+000	7.330608e-001	1.578470e-002
3.899999999999899e+000	7.332781e-001	1.583361e-002
3.909999999999898e+000	7.334946e-001	1.588253e-002
3.919999999999898e+000	7.337105e-001	1.593145e-002
3.929999999999898e+000	7.339256e-001	1.598037e-002
3.939999999999898e+000	7.341399e-001	1.602930e-002
3.949999999999898e+000	7.343536e-001	1.607823e-002
3.959999999999897e+000	7.345666e-001	1.612717e-002
3.969999999999897e+000	7.347788e-001	1.617611e-002
3.979999999999897e+000	7.349904e-001	1.622505e-002
3.989999999999897e+000	7.352013e-001	1.627399e-002
3.999999999999897e+000	7.354115e-001	1.632294e-002
4.009999999999897e+000	7.356211e-001	1.637189e-002
4.019999999999897e+000	7.358299e-001	1.642085e-002
4.029999999999896e+000	7.360381e-001	1.646981e-002
4.039999999999896e+000	7.362457e-001	1.651877e-002
4.049999999999896e+000	7.364525e-001	1.656774e-002
4.059999999999896e+000	7.366588e-001	1.661671e-002
4.069999999999896e+000	7.368643e-001	1.666568e-002
4.079999999999895e+000	7.370692e-001	1.671465e-002
4.089999999999895e+000	7.372736e-001	1.676363e-002
4.099999999999895e+000	7.374772e-001	1.681261e-002
4.109999999999895e+000	7.376803e-001	1.686160e-002
4.119999999999894e+000	7.378826e-001	1.691059e-002
4.129999999999894e+000	7.380844e-001	1.695958e-002
4.139999999999894e+000	7.382856e-001	1.700857e-002
4.149999999999894e+000	7.384861e-001	1.705757e-002
4.159999999999894e+000	7.386861e-001	1.710657e-002
4.169999999999893e+000	7.388854e-001	1.715557e-002
4.179999999999893e+000	7.390841e-001	1.720458e-002
4.189999999999893e+000	7.392823e-001	1.725359e-002
4.199999999999893e+000	7.394798e-001	1.730260e-002
4.209999999999893e+000	7.396768e-001	1.735162e-002
4.219999999999892e+000	7.398731e-001	1.740063e-002
4.229999999999892e+000	7.400689e-001	1.744965e-002
4.239999999999892e+000	7.402641e-001	1.749868e-002
4.249999999999892e+000	7.404587e-001	1.754771e-002
4.259999999999891e+000	7.406528e-001	1.759674e-002
4.269999999999891e+000	7.408463e-001	1.764577e-002
4.279999999999891e+000	7.410393e-001	1.769480e-002
4.289999999999891e+000	7.412316e-001	1.774384e-002
4.299999999999891e+000	7.414235e-001	1.779288e-002
4.309999999999890e+000	7.416148e-001	1.784193e-002
4.319999999999890e+000	7.418055e-001	1.789097e-002
4.329999999999890e+000	7.419956e-001	1.794002e-002
4.339999999999890e+000	7.421853e-001	1.798907e-002
4.349999999999890e+000	7.423744e-001	1.803813e-002
4.359999999999889e+000	7.425630e-001	1.808719e-002
4.369999999999889e+000	7.427511e-001	1.813624e-002
4.379999999999889e+000	7.429386e-001	1.818531e-002
4.389999999999889e+000	7.431256e-001	1.823437e-002
4.399999999999888e+000	7.433120e-001	1.828344e-002
4.409999999999888e+000	7.434980e-001	1.833251e-002
4.419999999999888e+000	7.436835e-001	1.838158e-002
4.429999999999888e+000	7.438684e-001	1.843066e-002
4.439999999999888e+000	7.440528e-001	1.847974e-002
4.449999999999887e+000	7.442367e-001	1.852882e-002
4.459999999999887e+000	7.444202e-001	1.857790e-002
4.469999999999887e+000	7.446031e-001	1.862698e-002
4.479999999999887e+000	7.447855e-001	1.867607e-002
4.489999999999887e+000	7.449675e-001	1.872516e-002
4.499999999999886e+000	7.451489e-001	1.877426e-002
4.509999999999886e+000	7.453299e-001	1.882335e-002
4.519999999999886e+000	7.455103e-001	1.887245e-002
4.529999999999886e+000	7.456904e-001	1.892155e-002
4.539999999999886e+000	7.458699e-001	1.897065e-002
4.549999999999885e+000	7.460490e-001	1.901975e-002
4.559999999999885e+000	7.462276e-001	1.906886e-002
4.569999999999885e+000	7.464057e-001	1.911797e-002
4.579999999999885e+000	7.465833e-001	1.916708e-002
4.589999999999884e+000	7.467605e-001	1.921620e-002
4.599999999999884e+000	7.469373e-001	1.926531e-002
4.609999999999884e+000	7.471135e-001	1.931443e-002
4.619999999999884e+000	7.472894e-001	1.936355e-002
4.629999999999884e+000	7.474647e-001	1.941268e-002
4.639999999999883e+000	7.476397e-001	1.946180e-002
4.649999999999883e+000	7.478141e-001	1.951093e-002
4.659999999999883e+000	7.479882e-001	1.956006e-002
4.669999999999883e+000	7.481618e-001	1.960919e-002
4.679999999999883e+000	7.483349e-001	1.965833e-002
4.689999999999882e+000	7.485077e-001	1.970746e-002
4.699999999999882e+000	7.486799e-001	1.975660e-002
4.709999999999882e+000	7.488518e-001	1.980574e-002
4.719999999999882e+000	7.490233e-001	1.985488e-002
4.729999999999881e+000	7.491943e-001	1.990403e-002
4.739999999999881e+000	7.493648e-001	1.995318e-002
4.749999999999881e+000	7.495350e-001	2.000233e-002
