vi	I(D)
Step Information: Temp=0  (Run: 1/6)
4.609999999999946e+000	3.857437e-002
4.619999999999946e+000	3.867261e-002
4.629999999999946e+000	3.877085e-002
4.639999999999946e+000	3.886910e-002
4.649999999999945e+000	3.896735e-002
4.659999999999945e+000	3.906560e-002
4.669999999999945e+000	3.916385e-002
4.679999999999945e+000	3.926211e-002
4.689999999999944e+000	3.936037e-002
4.699999999999944e+000	3.945863e-002
4.709999999999944e+000	3.955690e-002
4.719999999999944e+000	3.965517e-002
4.729999999999944e+000	3.975344e-002
4.739999999999943e+000	3.985171e-002
4.749999999999943e+000	3.994999e-002
4.759999999999943e+000	4.004827e-002
4.769999999999943e+000	4.014656e-002
4.779999999999943e+000	4.024484e-002
4.789999999999942e+000	4.034313e-002
4.799999999999942e+000	4.044142e-002
4.809999999999942e+000	4.053972e-002
4.819999999999942e+000	4.063801e-002
4.829999999999942e+000	4.073631e-002
4.839999999999941e+000	4.083461e-002
4.849999999999941e+000	4.093292e-002
4.859999999999941e+000	4.103123e-002
4.869999999999941e+000	4.112954e-002
4.879999999999940e+000	4.122785e-002
4.889999999999940e+000	4.132617e-002
4.899999999999940e+000	4.142448e-002
4.909999999999940e+000	4.152280e-002
4.919999999999940e+000	4.162113e-002
4.929999999999939e+000	4.171945e-002
4.939999999999939e+000	4.181778e-002
4.949999999999939e+000	4.191611e-002
4.959999999999939e+000	4.201445e-002
4.969999999999939e+000	4.211278e-002
4.979999999999938e+000	4.221112e-002
4.989999999999938e+000	4.230946e-002
5.000000000000000e+000	4.240780e-002
Step Information: Temp=60  (Run: 4/6)
0.000000000000000e+000	0.000000e+000
1.000000000000000e-002	7.499313e-009
2.000000000000000e-002	1.664786e-008
3.000000000000000e-002	2.780824e-008
4.000000000000000e-002	4.142277e-008
5.000000000000000e-002	5.803092e-008
6.000000000000001e-002	7.829067e-008
7.000000000000001e-002	1.030045e-007
8.000000000000000e-002	1.331510e-007
9.000000000000000e-002	1.699236e-007
9.999999999999999e-002	2.147773e-007
1.100000000000000e-001	2.694861e-007
1.200000000000000e-001	3.362123e-007
1.300000000000000e-001	4.175913e-007
1.400000000000000e-001	5.168346e-007
1.500000000000000e-001	6.378539e-007
1.600000000000000e-001	7.854132e-007
1.700000000000000e-001	9.653116e-007
1.800000000000000e-001	1.184605e-006
1.900000000000000e-001	1.451875e-006
2.000000000000000e-001	1.777546e-006
2.100000000000001e-001	2.174280e-006
2.200000000000001e-001	2.657429e-006
2.300000000000001e-001	3.245593e-006
2.400000000000001e-001	3.961266e-006
2.500000000000001e-001	4.831605e-006
2.600000000000001e-001	5.889316e-006
2.700000000000001e-001	7.173686e-006
2.800000000000001e-001	8.731747e-006
2.900000000000001e-001	1.061958e-005
3.000000000000001e-001	1.290372e-005
3.100000000000001e-001	1.566267e-005
3.200000000000001e-001	1.898839e-005
3.300000000000001e-001	2.298771e-005
3.400000000000001e-001	2.778352e-005
3.500000000000001e-001	3.351551e-005
3.600000000000002e-001	4.034030e-005
3.700000000000002e-001	4.843063e-005
3.800000000000002e-001	5.797341e-005
3.900000000000002e-001	6.916647e-005
4.000000000000002e-001	8.221382e-005
4.100000000000002e-001	9.731965e-005
4.200000000000002e-001	1.146813e-004
4.300000000000002e-001	1.344816e-004
4.400000000000002e-001	1.568817e-004
4.500000000000002e-001	1.820145e-004
4.600000000000002e-001	2.099800e-004
4.700000000000003e-001	2.408422e-004
4.800000000000003e-001	2.746289e-004
4.900000000000003e-001	3.113332e-004
5.000000000000002e-001	3.509163e-004
5.100000000000002e-001	3.933127e-004
5.200000000000002e-001	4.384347e-004
5.300000000000003e-001	4.861779e-004
5.400000000000003e-001	5.364260e-004
5.500000000000003e-001	5.890555e-004
5.600000000000003e-001	6.439392e-004
5.700000000000003e-001	7.009494e-004
5.800000000000003e-001	7.599603e-004
5.900000000000003e-001	8.208498e-004
6.000000000000003e-001	8.835006e-004
6.100000000000003e-001	9.478012e-004
6.200000000000003e-001	1.013646e-003
6.300000000000003e-001	1.080937e-003
6.400000000000004e-001	1.149580e-003
6.500000000000004e-001	1.219490e-003
6.600000000000004e-001	1.290587e-003
6.700000000000004e-001	1.362795e-003
6.800000000000004e-001	1.436046e-003
6.900000000000004e-001	1.510275e-003
7.000000000000004e-001	1.585424e-003
7.100000000000004e-001	1.661438e-003
7.200000000000004e-001	1.738266e-003
7.300000000000004e-001	1.815860e-003
7.400000000000004e-001	1.894177e-003
7.500000000000004e-001	1.973177e-003
7.600000000000005e-001	2.052822e-003
7.700000000000005e-001	2.133077e-003
7.800000000000005e-001	2.213910e-003
7.900000000000005e-001	2.295291e-003
8.000000000000005e-001	2.377192e-003
8.100000000000005e-001	2.459586e-003
8.200000000000005e-001	2.542449e-003
8.300000000000005e-001	2.625759e-003
8.400000000000005e-001	2.709494e-003
8.500000000000005e-001	2.793635e-003
8.600000000000005e-001	2.878162e-003
8.700000000000006e-001	2.963058e-003
8.800000000000006e-001	3.048308e-003
8.900000000000006e-001	3.133894e-003
9.000000000000006e-001	3.219804e-003
9.100000000000006e-001	3.306023e-003
9.200000000000006e-001	3.392539e-003
9.300000000000006e-001	3.479339e-003
9.400000000000006e-001	3.566412e-003
9.500000000000006e-001	3.653747e-003
9.600000000000006e-001	3.741335e-003
9.700000000000006e-001	3.829165e-003
9.800000000000007e-001	3.917228e-003
9.900000000000007e-001	4.005516e-003
1.000000000000001e+000	4.094021e-003
1.010000000000001e+000	4.182735e-003
1.020000000000001e+000	4.271650e-003
1.030000000000001e+000	4.360759e-003
1.040000000000001e+000	4.450057e-003
1.050000000000001e+000	4.539535e-003
1.060000000000001e+000	4.629189e-003
1.070000000000001e+000	4.719013e-003
1.080000000000001e+000	4.809001e-003
1.090000000000001e+000	4.899148e-003
1.100000000000001e+000	4.989448e-003
1.110000000000001e+000	5.079899e-003
1.120000000000001e+000	5.170493e-003
1.130000000000001e+000	5.261227e-003
1.140000000000001e+000	5.352098e-003
1.150000000000001e+000	5.443101e-003
1.160000000000001e+000	5.534232e-003
1.170000000000001e+000	5.625488e-003
1.180000000000001e+000	5.716864e-003
1.190000000000001e+000	5.808359e-003
1.200000000000001e+000	5.899968e-003
1.210000000000001e+000	5.991688e-003
1.220000000000001e+000	6.083516e-003
1.230000000000001e+000	6.175450e-003
1.240000000000001e+000	6.267486e-003
1.250000000000001e+000	6.359623e-003
1.260000000000001e+000	6.451856e-003
1.270000000000001e+000	6.544185e-003
1.280000000000001e+000	6.636607e-003
1.290000000000001e+000	6.729119e-003
1.300000000000001e+000	6.821718e-003
1.310000000000001e+000	6.914404e-003
1.320000000000001e+000	7.007174e-003
1.330000000000001e+000	7.100025e-003
1.340000000000001e+000	7.192957e-003
1.350000000000001e+000	7.285966e-003
1.360000000000001e+000	7.379052e-003
1.370000000000001e+000	7.472213e-003
1.380000000000001e+000	7.565446e-003
1.390000000000001e+000	7.658751e-003
1.400000000000001e+000	7.752126e-003
1.410000000000001e+000	7.845568e-003
1.420000000000001e+000	7.939078e-003
1.430000000000001e+000	8.032653e-003
1.440000000000001e+000	8.126291e-003
1.450000000000001e+000	8.219993e-003
1.460000000000001e+000	8.313756e-003
1.470000000000001e+000	8.407578e-003
1.480000000000001e+000	8.501460e-003
1.490000000000001e+000	8.595399e-003
1.500000000000001e+000	8.689394e-003
1.510000000000001e+000	8.783446e-003
1.520000000000001e+000	8.877550e-003
1.530000000000001e+000	8.971709e-003
1.540000000000001e+000	9.065920e-003
1.550000000000001e+000	9.160182e-003
1.560000000000001e+000	9.254494e-003
1.570000000000001e+000	9.348855e-003
1.580000000000001e+000	9.443265e-003
1.590000000000001e+000	9.537723e-003
1.600000000000001e+000	9.632227e-003
1.610000000000001e+000	9.726777e-003
1.620000000000001e+000	9.821372e-003
1.630000000000001e+000	9.916010e-003
1.640000000000001e+000	1.001069e-002
1.650000000000001e+000	1.010542e-002
1.660000000000001e+000	1.020018e-002
1.670000000000001e+000	1.029499e-002
1.680000000000001e+000	1.038984e-002
1.690000000000001e+000	1.048473e-002
1.700000000000001e+000	1.057966e-002
1.710000000000001e+000	1.067462e-002
1.720000000000001e+000	1.076963e-002
1.730000000000001e+000	1.086467e-002
1.740000000000001e+000	1.095975e-002
1.750000000000001e+000	1.105486e-002
1.760000000000001e+000	1.115001e-002
1.770000000000001e+000	1.124519e-002
1.780000000000001e+000	1.134041e-002
1.790000000000001e+000	1.143566e-002
1.800000000000001e+000	1.153095e-002
1.810000000000001e+000	1.162627e-002
1.820000000000001e+000	1.172162e-002
1.830000000000001e+000	1.181700e-002
1.840000000000001e+000	1.191241e-002
1.850000000000001e+000	1.200785e-002
1.860000000000001e+000	1.210333e-002
1.870000000000001e+000	1.219883e-002
1.880000000000001e+000	1.229437e-002
1.890000000000002e+000	1.238993e-002
1.900000000000002e+000	1.248552e-002
1.910000000000002e+000	1.258114e-002
1.920000000000002e+000	1.267679e-002
1.930000000000002e+000	1.277246e-002
1.940000000000002e+000	1.286816e-002
1.950000000000002e+000	1.296389e-002
1.960000000000002e+000	1.305965e-002
1.970000000000002e+000	1.315543e-002
1.980000000000002e+000	1.325123e-002
1.990000000000002e+000	1.334707e-002
2.000000000000001e+000	1.344292e-002
2.010000000000001e+000	1.353880e-002
2.020000000000001e+000	1.363471e-002
2.030000000000001e+000	1.373064e-002
2.040000000000001e+000	1.382659e-002
2.050000000000000e+000	1.392256e-002
2.060000000000000e+000	1.401856e-002
2.070000000000000e+000	1.411458e-002
2.080000000000000e+000	1.421063e-002
2.089999999999999e+000	1.430669e-002
2.099999999999999e+000	1.440278e-002
2.109999999999999e+000	1.449889e-002
2.119999999999999e+000	1.459502e-002
2.129999999999999e+000	1.469117e-002
2.139999999999998e+000	1.478734e-002
2.149999999999998e+000	1.488353e-002
2.159999999999998e+000	1.497975e-002
2.169999999999998e+000	1.507598e-002
2.179999999999998e+000	1.517223e-002
2.189999999999997e+000	1.526850e-002
2.199999999999997e+000	1.536479e-002
2.209999999999997e+000	1.546110e-002
2.219999999999997e+000	1.555743e-002
2.229999999999996e+000	1.565378e-002
2.239999999999996e+000	1.575015e-002
2.249999999999996e+000	1.584653e-002
2.259999999999996e+000	1.594293e-002
2.269999999999996e+000	1.603935e-002
2.279999999999995e+000	1.613579e-002
2.289999999999995e+000	1.623224e-002
2.299999999999995e+000	1.632871e-002
2.309999999999995e+000	1.642520e-002
2.319999999999995e+000	1.652171e-002
2.329999999999994e+000	1.661823e-002
2.339999999999994e+000	1.671477e-002
2.349999999999994e+000	1.681132e-002
2.359999999999994e+000	1.690789e-002
2.369999999999993e+000	1.700448e-002
2.379999999999993e+000	1.710108e-002
2.389999999999993e+000	1.719770e-002
2.399999999999993e+000	1.729433e-002
2.409999999999993e+000	1.739098e-002
2.419999999999992e+000	1.748764e-002
2.429999999999992e+000	1.758432e-002
2.439999999999992e+000	1.768101e-002
2.449999999999992e+000	1.777772e-002
2.459999999999992e+000	1.787444e-002
2.469999999999991e+000	1.797118e-002
2.479999999999991e+000	1.806793e-002
2.489999999999991e+000	1.816469e-002
2.499999999999991e+000	1.826147e-002
2.509999999999991e+000	1.835826e-002
2.519999999999990e+000	1.845507e-002
2.529999999999990e+000	1.855188e-002
2.539999999999990e+000	1.864872e-002
2.549999999999990e+000	1.874556e-002
2.559999999999989e+000	1.884242e-002
2.569999999999989e+000	1.893929e-002
2.579999999999989e+000	1.903617e-002
2.589999999999989e+000	1.913307e-002
2.599999999999989e+000	1.922998e-002
2.609999999999988e+000	1.932690e-002
2.619999999999988e+000	1.942383e-002
2.629999999999988e+000	1.952078e-002
2.639999999999988e+000	1.961773e-002
2.649999999999988e+000	1.971470e-002
2.659999999999987e+000	1.981168e-002
2.669999999999987e+000	1.990868e-002
2.679999999999987e+000	2.000568e-002
2.689999999999987e+000	2.010270e-002
2.699999999999986e+000	2.019972e-002
2.709999999999986e+000	2.029676e-002
2.719999999999986e+000	2.039381e-002
2.729999999999986e+000	2.049087e-002
2.739999999999986e+000	2.058794e-002
2.749999999999985e+000	2.068503e-002
2.759999999999985e+000	2.078212e-002
2.769999999999985e+000	2.087922e-002
2.779999999999985e+000	2.097634e-002
2.789999999999985e+000	2.107346e-002
2.799999999999984e+000	2.117060e-002
2.809999999999984e+000	2.126774e-002
2.819999999999984e+000	2.136490e-002
2.829999999999984e+000	2.146206e-002
2.839999999999983e+000	2.155924e-002
2.849999999999983e+000	2.165643e-002
2.859999999999983e+000	2.175362e-002
2.869999999999983e+000	2.185083e-002
2.879999999999983e+000	2.194804e-002
2.889999999999982e+000	2.204527e-002
2.899999999999982e+000	2.214250e-002
2.909999999999982e+000	2.223974e-002
2.919999999999982e+000	2.233700e-002
2.929999999999982e+000	2.243426e-002
2.939999999999981e+000	2.253153e-002
2.949999999999981e+000	2.262881e-002
2.959999999999981e+000	2.272610e-002
2.969999999999981e+000	2.282340e-002
2.979999999999980e+000	2.292071e-002
2.989999999999980e+000	2.301802e-002
2.999999999999980e+000	2.311535e-002
3.009999999999980e+000	2.321268e-002
3.019999999999980e+000	2.331002e-002
3.029999999999979e+000	2.340737e-002
3.039999999999979e+000	2.350473e-002
3.049999999999979e+000	2.360210e-002
3.059999999999979e+000	2.369948e-002
3.069999999999979e+000	2.379686e-002
3.079999999999978e+000	2.389425e-002
3.089999999999978e+000	2.399166e-002
3.099999999999978e+000	2.408906e-002
3.109999999999978e+000	2.418648e-002
3.119999999999978e+000	2.428390e-002
3.129999999999977e+000	2.438134e-002
3.139999999999977e+000	2.447878e-002
3.149999999999977e+000	2.457623e-002
3.159999999999977e+000	2.467368e-002
3.169999999999976e+000	2.477114e-002
3.179999999999976e+000	2.486862e-002
3.189999999999976e+000	2.496609e-002
3.199999999999976e+000	2.506358e-002
3.209999999999976e+000	2.516107e-002
3.219999999999975e+000	2.525858e-002
3.229999999999975e+000	2.535608e-002
3.239999999999975e+000	2.545360e-002
3.249999999999975e+000	2.555112e-002
3.259999999999975e+000	2.564865e-002
3.269999999999974e+000	2.574619e-002
3.279999999999974e+000	2.584373e-002
3.289999999999974e+000	2.594128e-002
3.299999999999974e+000	2.603884e-002
3.309999999999973e+000	2.613641e-002
3.319999999999973e+000	2.623398e-002
3.329999999999973e+000	2.633156e-002
3.339999999999973e+000	2.642914e-002
3.349999999999973e+000	2.652673e-002
3.359999999999972e+000	2.662433e-002
3.369999999999972e+000	2.672194e-002
3.379999999999972e+000	2.681955e-002
3.389999999999972e+000	2.691717e-002
3.399999999999972e+000	2.701479e-002
3.409999999999971e+000	2.711242e-002
3.419999999999971e+000	2.721006e-002
3.429999999999971e+000	2.730770e-002
3.439999999999971e+000	2.740535e-002
3.449999999999970e+000	2.750301e-002
3.459999999999970e+000	2.760067e-002
3.469999999999970e+000	2.769834e-002
3.479999999999970e+000	2.779602e-002
3.489999999999970e+000	2.789370e-002
3.499999999999969e+000	2.799138e-002
3.509999999999969e+000	2.808907e-002
3.519999999999969e+000	2.818677e-002
3.529999999999969e+000	2.828448e-002
3.539999999999969e+000	2.838219e-002
3.549999999999968e+000	2.847991e-002
3.559999999999968e+000	2.857763e-002
3.569999999999968e+000	2.867536e-002
3.579999999999968e+000	2.877309e-002
3.589999999999967e+000	2.887083e-002
3.599999999999967e+000	2.896857e-002
3.609999999999967e+000	2.906632e-002
3.619999999999967e+000	2.916408e-002
3.629999999999967e+000	2.926184e-002
3.639999999999966e+000	2.935961e-002
3.649999999999966e+000	2.945738e-002
3.659999999999966e+000	2.955516e-002
3.669999999999966e+000	2.965294e-002
3.679999999999966e+000	2.975073e-002
3.689999999999965e+000	2.984852e-002
3.699999999999965e+000	2.994632e-002
3.709999999999965e+000	3.004413e-002
3.719999999999965e+000	3.014194e-002
3.729999999999965e+000	3.023975e-002
3.739999999999964e+000	3.033757e-002
3.749999999999964e+000	3.043540e-002
3.759999999999964e+000	3.053323e-002
3.769999999999964e+000	3.063106e-002
3.779999999999963e+000	3.072890e-002
3.789999999999963e+000	3.082675e-002
3.799999999999963e+000	3.092460e-002
3.809999999999963e+000	3.102245e-002
3.819999999999963e+000	3.112031e-002
3.829999999999962e+000	3.121818e-002
3.839999999999962e+000	3.131605e-002
3.849999999999962e+000	3.141392e-002
3.859999999999962e+000	3.151180e-002
3.869999999999962e+000	3.160968e-002
3.879999999999961e+000	3.170757e-002
3.889999999999961e+000	3.180547e-002
3.899999999999961e+000	3.190337e-002
3.909999999999961e+000	3.200127e-002
3.919999999999960e+000	3.209918e-002
3.929999999999960e+000	3.219709e-002
3.939999999999960e+000	3.229500e-002
3.949999999999960e+000	3.239293e-002
3.959999999999960e+000	3.249085e-002
3.969999999999959e+000	3.258878e-002
3.979999999999959e+000	3.268671e-002
3.989999999999959e+000	3.278466e-002
3.999999999999959e+000	3.288260e-002
4.009999999999959e+000	3.298055e-002
4.019999999999959e+000	3.307850e-002
4.029999999999959e+000	3.317645e-002
4.039999999999958e+000	3.327442e-002
4.049999999999958e+000	3.337238e-002
4.059999999999958e+000	3.347035e-002
4.069999999999958e+000	3.356832e-002
4.079999999999957e+000	3.366630e-002
4.089999999999957e+000	3.376428e-002
4.099999999999957e+000	3.386227e-002
4.109999999999957e+000	3.396026e-002
4.119999999999957e+000	3.405825e-002
4.129999999999956e+000	3.415625e-002
4.139999999999956e+000	3.425425e-002
4.149999999999956e+000	3.435226e-002
4.159999999999956e+000	3.445027e-002
4.169999999999956e+000	3.454828e-002
4.179999999999955e+000	3.464630e-002
4.189999999999955e+000	3.474432e-002
4.199999999999955e+000	3.484235e-002
4.209999999999955e+000	3.494038e-002
4.219999999999955e+000	3.503841e-002
4.229999999999954e+000	3.513645e-002
4.239999999999954e+000	3.523449e-002
4.249999999999954e+000	3.533254e-002
4.259999999999954e+000	3.543059e-002
4.269999999999953e+000	3.552864e-002
4.279999999999953e+000	3.562670e-002
4.289999999999953e+000	3.572476e-002
4.299999999999953e+000	3.582282e-002
4.309999999999953e+000	3.592089e-002
4.319999999999952e+000	3.601896e-002
4.329999999999952e+000	3.611704e-002
4.339999999999952e+000	3.621512e-002
4.349999999999952e+000	3.631320e-002
4.359999999999952e+000	3.641129e-002
4.369999999999951e+000	3.650937e-002
4.379999999999951e+000	3.660747e-002
4.389999999999951e+000	3.670556e-002
4.399999999999951e+000	3.680366e-002
4.409999999999950e+000	3.690177e-002
4.419999999999950e+000	3.699987e-002
4.429999999999950e+000	3.709799e-002
4.439999999999950e+000	3.719610e-002
4.449999999999950e+000	3.729422e-002
4.459999999999949e+000	3.739234e-002
4.469999999999949e+000	3.749046e-002
4.479999999999949e+000	3.758859e-002
4.489999999999949e+000	3.768672e-002
4.499999999999949e+000	3.778486e-002
4.509999999999948e+000	3.788299e-002
4.519999999999948e+000	3.798114e-002
4.529999999999948e+000	3.807928e-002
4.539999999999948e+000	3.817743e-002
4.549999999999947e+000	3.827558e-002
4.559999999999947e+000	3.837373e-002
4.569999999999947e+000	3.847189e-002
4.579999999999947e+000	3.857005e-002
4.589999999999947e+000	3.866822e-002
4.599999999999946e+000	3.876638e-002
4.609999999999946e+000	3.886455e-002
4.619999999999946e+000	3.896273e-002
4.629999999999946e+000	3.906090e-002
4.639999999999946e+000	3.915908e-002
4.649999999999945e+000	3.925727e-002
4.659999999999945e+000	3.935545e-002
4.669999999999945e+000	3.945364e-002
4.679999999999945e+000	3.955183e-002
4.689999999999944e+000	3.965003e-002
4.699999999999944e+000	3.974823e-002
4.709999999999944e+000	3.984643e-002
4.719999999999944e+000	3.994463e-002
4.729999999999944e+000	4.004284e-002
4.739999999999943e+000	4.014105e-002
4.749999999999943e+000	4.023926e-002
4.759999999999943e+000	4.033748e-002
4.769999999999943e+000	4.043570e-002
4.779999999999943e+000	4.053392e-002
4.789999999999942e+000	4.063214e-002
4.799999999999942e+000	4.073037e-002
4.809999999999942e+000	4.082860e-002
4.819999999999942e+000	4.092683e-002
4.829999999999942e+000	4.102507e-002
4.839999999999941e+000	4.112331e-002
4.849999999999941e+000	4.122155e-002
4.859999999999941e+000	4.131979e-002
4.869999999999941e+000	4.141804e-002
4.879999999999940e+000	4.151629e-002
4.889999999999940e+000	4.161455e-002
4.899999999999940e+000	4.171280e-002
4.909999999999940e+000	4.181106e-002
4.919999999999940e+000	4.190932e-002
4.929999999999939e+000	4.200758e-002
4.939999999999939e+000	4.210585e-002
4.949999999999939e+000	4.220412e-002
4.959999999999939e+000	4.230239e-002
4.969999999999939e+000	4.240067e-002
4.979999999999938e+000	4.249895e-002
4.989999999999938e+000	4.259723e-002
5.000000000000000e+000	4.269551e-002
Step Information: Temp=80  (Run: 5/6)
0.000000000000000e+000	0.000000e+000
1.000000000000000e-002	2.711615e-008
2.000000000000000e-002	5.982265e-008
3.000000000000000e-002	9.927110e-008
4.000000000000000e-002	1.468499e-007
5.000000000000000e-002	2.042328e-007
6.000000000000001e-002	2.734373e-007
7.000000000000001e-002	3.568945e-007
8.000000000000000e-002	4.575339e-007
9.000000000000000e-002	5.788843e-007
9.999999999999999e-002	7.251954e-007
1.100000000000000e-001	9.015830e-007
1.200000000000000e-001	1.114203e-006
1.300000000000000e-001	1.370460e-006
1.400000000000000e-001	1.679254e-006
1.500000000000000e-001	2.051275e-006
1.600000000000000e-001	2.499351e-006
1.700000000000000e-001	3.038861e-006
1.800000000000000e-001	3.688218e-006
1.900000000000000e-001	4.469433e-006
2.000000000000000e-001	5.408772e-006
2.100000000000001e-001	6.537507e-006
2.200000000000001e-001	7.892773e-006
2.300000000000001e-001	9.518532e-006
2.400000000000001e-001	1.146662e-005
2.500000000000001e-001	1.379792e-005
2.600000000000001e-001	1.658348e-005
2.700000000000001e-001	1.990580e-005
2.800000000000001e-001	2.385987e-005
2.900000000000001e-001	2.855414e-005
3.000000000000001e-001	3.411114e-005
3.100000000000001e-001	4.066767e-005
3.200000000000001e-001	4.837424e-005
3.300000000000001e-001	5.739388e-005
3.400000000000001e-001	6.789972e-005
3.500000000000001e-001	8.007179e-005
3.600000000000002e-001	9.409253e-005
3.700000000000002e-001	1.101416e-004
3.800000000000002e-001	1.283900e-004
3.900000000000002e-001	1.489942e-004
4.000000000000002e-001	1.720901e-004
4.100000000000002e-001	1.977890e-004
4.200000000000002e-001	2.261734e-004
4.300000000000002e-001	2.572956e-004
4.400000000000002e-001	2.911776e-004
4.500000000000002e-001	3.278120e-004
4.600000000000002e-001	3.671650e-004
4.700000000000003e-001	4.091801e-004
4.800000000000003e-001	4.537815e-004
4.900000000000003e-001	5.008788e-004
5.000000000000002e-001	5.503707e-004
5.100000000000002e-001	6.021488e-004
5.200000000000002e-001	6.561006e-004
5.300000000000003e-001	7.121126e-004
5.400000000000003e-001	7.700715e-004
5.500000000000003e-001	8.298669e-004
5.600000000000003e-001	8.913916e-004
5.700000000000003e-001	9.545431e-004
5.800000000000003e-001	1.019224e-003
5.900000000000003e-001	1.085341e-003
6.000000000000003e-001	1.152808e-003
6.100000000000003e-001	1.221543e-003
6.200000000000003e-001	1.291469e-003
6.300000000000003e-001	1.362516e-003
6.400000000000004e-001	1.434616e-003
6.500000000000004e-001	1.507708e-003
6.600000000000004e-001	1.581735e-003
6.700000000000004e-001	1.656641e-003
6.800000000000004e-001	1.732378e-003
6.900000000000004e-001	1.808900e-003
7.000000000000004e-001	1.886163e-003
7.100000000000004e-001	1.964126e-003
7.200000000000004e-001	2.042753e-003
7.300000000000004e-001	2.122009e-003
7.400000000000004e-001	2.201862e-003
7.500000000000004e-001	2.282280e-003
7.600000000000005e-001	2.363237e-003
7.700000000000005e-001	2.444705e-003
7.800000000000005e-001	2.526660e-003
7.900000000000005e-001	2.609078e-003
8.000000000000005e-001	2.691939e-003
8.100000000000005e-001	2.775221e-003
8.200000000000005e-001	2.858907e-003
8.300000000000005e-001	2.942977e-003
8.400000000000005e-001	3.027416e-003
8.500000000000005e-001	3.112208e-003
8.600000000000005e-001	3.197337e-003
8.700000000000006e-001	3.282789e-003
8.800000000000006e-001	3.368552e-003
8.900000000000006e-001	3.454613e-003
9.000000000000006e-001	3.540961e-003
9.100000000000006e-001	3.627583e-003
9.200000000000006e-001	3.714470e-003
9.300000000000006e-001	3.801612e-003
9.400000000000006e-001	3.888999e-003
9.500000000000006e-001	3.976622e-003
9.600000000000006e-001	4.064473e-003
9.700000000000006e-001	4.152543e-003
9.800000000000007e-001	4.240826e-003
9.900000000000007e-001	4.329314e-003
1.000000000000001e+000	4.417998e-003
1.010000000000001e+000	4.506875e-003
1.020000000000001e+000	4.595936e-003
1.030000000000001e+000	4.685176e-003
1.040000000000001e+000	4.774589e-003
1.050000000000001e+000	4.864170e-003
1.060000000000001e+000	4.953913e-003
1.070000000000001e+000	5.043813e-003
1.080000000000001e+000	5.133867e-003
1.090000000000001e+000	5.224069e-003
1.100000000000001e+000	5.314413e-003
1.110000000000001e+000	5.404898e-003
1.120000000000001e+000	5.495518e-003
1.130000000000001e+000	5.586271e-003
1.140000000000001e+000	5.677151e-003
1.150000000000001e+000	5.768155e-003
1.160000000000001e+000	5.859280e-003
1.170000000000001e+000	5.950524e-003
1.180000000000001e+000	6.041881e-003
1.190000000000001e+000	6.133351e-003
1.200000000000001e+000	6.224928e-003
1.210000000000001e+000	6.316612e-003
1.220000000000001e+000	6.408399e-003
1.230000000000001e+000	6.500287e-003
1.240000000000001e+000	6.592273e-003
1.250000000000001e+000	6.684354e-003
1.260000000000001e+000	6.776528e-003
1.270000000000001e+000	6.868794e-003
1.280000000000001e+000	6.961149e-003
1.290000000000001e+000	7.053590e-003
1.300000000000001e+000	7.146116e-003
1.310000000000001e+000	7.238725e-003
1.320000000000001e+000	7.331415e-003
1.330000000000001e+000	7.424184e-003
1.340000000000001e+000	7.517030e-003
1.350000000000001e+000	7.609952e-003
1.360000000000001e+000	7.702948e-003
1.370000000000001e+000	7.796017e-003
1.380000000000001e+000	7.889155e-003
1.390000000000001e+000	7.982364e-003
1.400000000000001e+000	8.075640e-003
1.410000000000001e+000	8.168982e-003
1.420000000000001e+000	8.262390e-003
1.430000000000001e+000	8.355862e-003
1.440000000000001e+000	8.449395e-003
1.450000000000001e+000	8.542990e-003
1.460000000000001e+000	8.636645e-003
1.470000000000001e+000	8.730358e-003
1.480000000000001e+000	8.824130e-003
1.490000000000001e+000	8.917958e-003
1.500000000000001e+000	9.011841e-003
1.510000000000001e+000	9.105778e-003
1.520000000000001e+000	9.199769e-003
1.530000000000001e+000	9.293813e-003
1.540000000000001e+000	9.387908e-003
1.550000000000001e+000	9.482053e-003
1.560000000000001e+000	9.576247e-003
1.570000000000001e+000	9.670490e-003
1.580000000000001e+000	9.764782e-003
1.590000000000001e+000	9.859120e-003
1.600000000000001e+000	9.953503e-003
1.610000000000001e+000	1.004793e-002
1.620000000000001e+000	1.014241e-002
1.630000000000001e+000	1.023692e-002
1.640000000000001e+000	1.033149e-002
1.650000000000001e+000	1.042609e-002
1.660000000000001e+000	1.052073e-002
1.670000000000001e+000	1.061542e-002
1.680000000000001e+000	1.071014e-002
1.690000000000001e+000	1.080491e-002
1.700000000000001e+000	1.089971e-002
1.710000000000001e+000	1.099455e-002
1.720000000000001e+000	1.108943e-002
1.730000000000001e+000	1.118435e-002
1.740000000000001e+000	1.127930e-002
1.750000000000001e+000	1.137429e-002
1.760000000000001e+000	1.146932e-002
1.770000000000001e+000	1.156438e-002
1.780000000000001e+000	1.165947e-002
1.790000000000001e+000	1.175460e-002
1.800000000000001e+000	1.184976e-002
1.810000000000001e+000	1.194495e-002
1.820000000000001e+000	1.204018e-002
1.830000000000001e+000	1.213543e-002
1.840000000000001e+000	1.223072e-002
1.850000000000001e+000	1.232604e-002
1.860000000000001e+000	1.242139e-002
1.870000000000001e+000	1.251677e-002
1.880000000000001e+000	1.261218e-002
1.890000000000002e+000	1.270762e-002
1.900000000000002e+000	1.280309e-002
1.910000000000002e+000	1.289858e-002
