vi	I(D)
Step Information: Temp=0  (Run: 1/6)
2.279999999999995e+000	1.551611e-002
2.289999999999995e+000	1.561282e-002
2.299999999999995e+000	1.570953e-002
2.309999999999995e+000	1.580627e-002
2.319999999999995e+000	1.590302e-002
2.329999999999994e+000	1.599978e-002
2.339999999999994e+000	1.609656e-002
2.349999999999994e+000	1.619336e-002
2.359999999999994e+000	1.629017e-002
2.369999999999993e+000	1.638700e-002
2.379999999999993e+000	1.648384e-002
2.389999999999993e+000	1.658070e-002
2.399999999999993e+000	1.667757e-002
2.409999999999993e+000	1.677446e-002
2.419999999999992e+000	1.687136e-002
2.429999999999992e+000	1.696827e-002
2.439999999999992e+000	1.706520e-002
2.449999999999992e+000	1.716214e-002
2.459999999999992e+000	1.725910e-002
2.469999999999991e+000	1.735607e-002
2.479999999999991e+000	1.745305e-002
2.489999999999991e+000	1.755005e-002
2.499999999999991e+000	1.764705e-002
2.509999999999991e+000	1.774408e-002
2.519999999999990e+000	1.784111e-002
2.529999999999990e+000	1.793816e-002
2.539999999999990e+000	1.803522e-002
2.549999999999990e+000	1.813229e-002
2.559999999999989e+000	1.822938e-002
2.569999999999989e+000	1.832648e-002
2.579999999999989e+000	1.842359e-002
2.589999999999989e+000	1.852071e-002
2.599999999999989e+000	1.861784e-002
2.609999999999988e+000	1.871498e-002
2.619999999999988e+000	1.881214e-002
2.629999999999988e+000	1.890931e-002
2.639999999999988e+000	1.900649e-002
2.649999999999988e+000	1.910368e-002
2.659999999999987e+000	1.920088e-002
2.669999999999987e+000	1.929809e-002
2.679999999999987e+000	1.939532e-002
2.689999999999987e+000	1.949255e-002
2.699999999999986e+000	1.958980e-002
2.709999999999986e+000	1.968705e-002
2.719999999999986e+000	1.978432e-002
2.729999999999986e+000	1.988159e-002
2.739999999999986e+000	1.997888e-002
2.749999999999985e+000	2.007618e-002
2.759999999999985e+000	2.017349e-002
2.769999999999985e+000	2.027080e-002
2.779999999999985e+000	2.036813e-002
2.789999999999985e+000	2.046547e-002
2.799999999999984e+000	2.056281e-002
2.809999999999984e+000	2.066017e-002
2.819999999999984e+000	2.075754e-002
2.829999999999984e+000	2.085491e-002
2.839999999999983e+000	2.095230e-002
2.849999999999983e+000	2.104969e-002
2.859999999999983e+000	2.114710e-002
2.869999999999983e+000	2.124451e-002
2.879999999999983e+000	2.134193e-002
2.889999999999982e+000	2.143936e-002
2.899999999999982e+000	2.153680e-002
2.909999999999982e+000	2.163425e-002
2.919999999999982e+000	2.173171e-002
2.929999999999982e+000	2.182917e-002
2.939999999999981e+000	2.192665e-002
2.949999999999981e+000	2.202413e-002
2.959999999999981e+000	2.212162e-002
2.969999999999981e+000	2.221912e-002
2.979999999999980e+000	2.231663e-002
2.989999999999980e+000	2.241414e-002
2.999999999999980e+000	2.251167e-002
3.009999999999980e+000	2.260920e-002
3.019999999999980e+000	2.270674e-002
3.029999999999979e+000	2.280429e-002
3.039999999999979e+000	2.290185e-002
3.049999999999979e+000	2.299941e-002
3.059999999999979e+000	2.309698e-002
3.069999999999979e+000	2.319456e-002
3.079999999999978e+000	2.329215e-002
3.089999999999978e+000	2.338975e-002
3.099999999999978e+000	2.348735e-002
3.109999999999978e+000	2.358496e-002
3.119999999999978e+000	2.368258e-002
3.129999999999977e+000	2.378020e-002
3.139999999999977e+000	2.387783e-002
3.149999999999977e+000	2.397547e-002
3.159999999999977e+000	2.407312e-002
3.169999999999976e+000	2.417077e-002
3.179999999999976e+000	2.426843e-002
3.189999999999976e+000	2.436610e-002
3.199999999999976e+000	2.446378e-002
3.209999999999976e+000	2.456146e-002
3.219999999999975e+000	2.465915e-002
3.229999999999975e+000	2.475684e-002
3.239999999999975e+000	2.485454e-002
3.249999999999975e+000	2.495225e-002
3.259999999999975e+000	2.504997e-002
3.269999999999974e+000	2.514769e-002
3.279999999999974e+000	2.524542e-002
3.289999999999974e+000	2.534315e-002
3.299999999999974e+000	2.544089e-002
3.309999999999973e+000	2.553864e-002
3.319999999999973e+000	2.563639e-002
3.329999999999973e+000	2.573415e-002
3.339999999999973e+000	2.583192e-002
3.349999999999973e+000	2.592969e-002
3.359999999999972e+000	2.602747e-002
3.369999999999972e+000	2.612526e-002
3.379999999999972e+000	2.622305e-002
3.389999999999972e+000	2.632084e-002
3.399999999999972e+000	2.641865e-002
3.409999999999971e+000	2.651646e-002
3.419999999999971e+000	2.661427e-002
3.429999999999971e+000	2.671209e-002
3.439999999999971e+000	2.680992e-002
3.449999999999970e+000	2.690775e-002
3.459999999999970e+000	2.700559e-002
3.469999999999970e+000	2.710343e-002
3.479999999999970e+000	2.720128e-002
3.489999999999970e+000	2.729914e-002
3.499999999999969e+000	2.739700e-002
3.509999999999969e+000	2.749486e-002
3.519999999999969e+000	2.759274e-002
3.529999999999969e+000	2.769061e-002
3.539999999999969e+000	2.778849e-002
3.549999999999968e+000	2.788638e-002
3.559999999999968e+000	2.798427e-002
3.569999999999968e+000	2.808217e-002
3.579999999999968e+000	2.818008e-002
3.589999999999967e+000	2.827799e-002
3.599999999999967e+000	2.837590e-002
3.609999999999967e+000	2.847382e-002
3.619999999999967e+000	2.857174e-002
3.629999999999967e+000	2.866967e-002
3.639999999999966e+000	2.876761e-002
3.649999999999966e+000	2.886555e-002
3.659999999999966e+000	2.896349e-002
3.669999999999966e+000	2.906144e-002
3.679999999999966e+000	2.915940e-002
3.689999999999965e+000	2.925735e-002
3.699999999999965e+000	2.935532e-002
3.709999999999965e+000	2.945329e-002
3.719999999999965e+000	2.955126e-002
3.729999999999965e+000	2.964924e-002
3.739999999999964e+000	2.974722e-002
3.749999999999964e+000	2.984521e-002
3.759999999999964e+000	2.994320e-002
3.769999999999964e+000	3.004120e-002
3.779999999999963e+000	3.013920e-002
3.789999999999963e+000	3.023721e-002
3.799999999999963e+000	3.033522e-002
3.809999999999963e+000	3.043323e-002
3.819999999999963e+000	3.053126e-002
3.829999999999962e+000	3.062928e-002
3.839999999999962e+000	3.072731e-002
3.849999999999962e+000	3.082534e-002
3.859999999999962e+000	3.092338e-002
3.869999999999962e+000	3.102142e-002
3.879999999999961e+000	3.111947e-002
3.889999999999961e+000	3.121752e-002
3.899999999999961e+000	3.131557e-002
3.909999999999961e+000	3.141363e-002
3.919999999999960e+000	3.151170e-002
3.929999999999960e+000	3.160977e-002
3.939999999999960e+000	3.170784e-002
3.949999999999960e+000	3.180591e-002
3.959999999999960e+000	3.190399e-002
3.969999999999959e+000	3.200208e-002
3.979999999999959e+000	3.210017e-002
3.989999999999959e+000	3.219826e-002
3.999999999999959e+000	3.229636e-002
4.009999999999959e+000	3.239445e-002
4.019999999999959e+000	3.249256e-002
4.029999999999959e+000	3.259067e-002
4.039999999999958e+000	3.268878e-002
4.049999999999958e+000	3.278689e-002
4.059999999999958e+000	3.288502e-002
4.069999999999958e+000	3.298314e-002
4.079999999999957e+000	3.308127e-002
4.089999999999957e+000	3.317940e-002
4.099999999999957e+000	3.327753e-002
4.109999999999957e+000	3.337567e-002
4.119999999999957e+000	3.347382e-002
4.129999999999956e+000	3.357197e-002
4.139999999999956e+000	3.367012e-002
4.149999999999956e+000	3.376827e-002
4.159999999999956e+000	3.386643e-002
4.169999999999956e+000	3.396459e-002
4.179999999999955e+000	3.406275e-002
4.189999999999955e+000	3.416092e-002
4.199999999999955e+000	3.425910e-002
4.209999999999955e+000	3.435727e-002
4.219999999999955e+000	3.445545e-002
4.229999999999954e+000	3.455363e-002
4.239999999999954e+000	3.465182e-002
4.249999999999954e+000	3.475001e-002
4.259999999999954e+000	3.484820e-002
4.269999999999953e+000	3.494640e-002
4.279999999999953e+000	3.504460e-002
4.289999999999953e+000	3.514280e-002
4.299999999999953e+000	3.524101e-002
4.309999999999953e+000	3.533922e-002
4.319999999999952e+000	3.543743e-002
4.329999999999952e+000	3.553565e-002
4.339999999999952e+000	3.563387e-002
4.349999999999952e+000	3.573209e-002
4.359999999999952e+000	3.583032e-002
4.369999999999951e+000	3.592855e-002
4.379999999999951e+000	3.602679e-002
4.389999999999951e+000	3.612502e-002
4.399999999999951e+000	3.622326e-002
4.409999999999950e+000	3.632151e-002
4.419999999999950e+000	3.641975e-002
4.429999999999950e+000	3.651800e-002
4.439999999999950e+000	3.661625e-002
4.449999999999950e+000	3.671451e-002
4.459999999999949e+000	3.681277e-002
4.469999999999949e+000	3.691103e-002
4.479999999999949e+000	3.700930e-002
4.489999999999949e+000	3.710756e-002
4.499999999999949e+000	3.720584e-002
4.509999999999948e+000	3.730411e-002
4.519999999999948e+000	3.740239e-002
4.529999999999948e+000	3.750067e-002
4.539999999999948e+000	3.759895e-002
4.549999999999947e+000	3.769724e-002
4.559999999999947e+000	3.779553e-002
4.569999999999947e+000	3.789382e-002
4.579999999999947e+000	3.799212e-002
4.589999999999947e+000	3.809042e-002
4.599999999999946e+000	3.818871e-002
4.609999999999946e+000	3.828702e-002
4.619999999999946e+000	3.838532e-002
4.629999999999946e+000	3.848363e-002
4.639999999999946e+000	3.858195e-002
4.649999999999945e+000	3.868026e-002
4.659999999999945e+000	3.877858e-002
4.669999999999945e+000	3.887690e-002
4.679999999999945e+000	3.897522e-002
4.689999999999944e+000	3.907355e-002
4.699999999999944e+000	3.917188e-002
4.709999999999944e+000	3.927021e-002
4.719999999999944e+000	3.936855e-002
4.729999999999944e+000	3.946688e-002
4.739999999999943e+000	3.956522e-002
4.749999999999943e+000	3.966357e-002
4.759999999999943e+000	3.976191e-002
4.769999999999943e+000	3.986026e-002
4.779999999999943e+000	3.995861e-002
4.789999999999942e+000	4.005696e-002
4.799999999999942e+000	4.015532e-002
4.809999999999942e+000	4.025368e-002
4.819999999999942e+000	4.035204e-002
4.829999999999942e+000	4.045040e-002
4.839999999999941e+000	4.054877e-002
4.849999999999941e+000	4.064714e-002
4.859999999999941e+000	4.074551e-002
4.869999999999941e+000	4.084389e-002
4.879999999999940e+000	4.094226e-002
4.889999999999940e+000	4.104064e-002
4.899999999999940e+000	4.113902e-002
4.909999999999940e+000	4.123741e-002
4.919999999999940e+000	4.133579e-002
4.929999999999939e+000	4.143418e-002
4.939999999999939e+000	4.153257e-002
4.949999999999939e+000	4.163096e-002
4.959999999999939e+000	4.172936e-002
4.969999999999939e+000	4.182776e-002
4.979999999999938e+000	4.192616e-002
4.989999999999938e+000	4.202456e-002
5.000000000000000e+000	4.212297e-002
Step Information: Temp=40  (Run: 3/6)
0.000000000000000e+000	0.000000e+000
1.000000000000000e-002	1.764527e-009
2.000000000000000e-002	3.944664e-009
3.000000000000000e-002	6.638298e-009
4.000000000000000e-002	9.966366e-009
5.000000000000000e-002	1.407829e-008
6.000000000000001e-002	1.915866e-008
7.000000000000001e-002	2.543555e-008
8.000000000000000e-002	3.319071e-008
9.000000000000000e-002	4.277223e-008
9.999999999999999e-002	5.461012e-008
1.100000000000000e-001	6.923557e-008
1.200000000000000e-001	8.730475e-008
1.300000000000000e-001	1.096282e-007
1.400000000000000e-001	1.372069e-007
1.500000000000000e-001	1.712773e-007
1.600000000000000e-001	2.133660e-007
1.700000000000000e-001	2.653583e-007
1.800000000000000e-001	3.295813e-007
1.900000000000000e-001	4.089077e-007
2.000000000000000e-001	5.068824e-007
2.100000000000001e-001	6.278784e-007
2.200000000000001e-001	7.772889e-007
2.300000000000001e-001	9.617618e-007
2.400000000000001e-001	1.189487e-006
2.500000000000001e-001	1.470549e-006
2.600000000000001e-001	1.817352e-006
2.700000000000001e-001	2.245139e-006
2.800000000000001e-001	2.772620e-006
2.900000000000001e-001	3.422722e-006
3.000000000000001e-001	4.223488e-006
3.100000000000001e-001	5.209138e-006
3.200000000000001e-001	6.421305e-006
3.300000000000001e-001	7.910473e-006
3.400000000000001e-001	9.737584e-006
3.500000000000001e-001	1.197583e-005
3.600000000000002e-001	1.471253e-005
3.700000000000002e-001	1.805110e-005
3.800000000000002e-001	2.211281e-005
3.900000000000002e-001	2.703835e-005
4.000000000000002e-001	3.298864e-005
4.100000000000002e-001	4.014491e-005
4.200000000000002e-001	4.870733e-005
4.300000000000002e-001	5.889204e-005
4.400000000000002e-001	7.092642e-005
4.500000000000002e-001	8.504227e-005
4.600000000000002e-001	1.014675e-004
4.700000000000003e-001	1.204165e-004
4.800000000000003e-001	1.420809e-004
4.900000000000003e-001	1.666206e-004
5.000000000000002e-001	1.941568e-004
5.100000000000002e-001	2.247684e-004
5.200000000000002e-001	2.584902e-004
5.300000000000003e-001	2.953152e-004
5.400000000000003e-001	3.351984e-004
5.500000000000003e-001	3.780628e-004
5.600000000000003e-001	4.238056e-004
5.700000000000003e-001	4.723051e-004
5.800000000000003e-001	5.234267e-004
5.900000000000003e-001	5.770290e-004
6.000000000000003e-001	6.329672e-004
6.100000000000003e-001	6.910978e-004
6.200000000000003e-001	7.512803e-004
6.300000000000003e-001	8.133799e-004
6.400000000000004e-001	8.772683e-004
6.500000000000004e-001	9.428242e-004
6.600000000000004e-001	1.009934e-003
6.700000000000004e-001	1.078493e-003
6.800000000000004e-001	1.148402e-003
6.900000000000004e-001	1.219571e-003
7.000000000000004e-001	1.291916e-003
7.100000000000004e-001	1.365358e-003
7.200000000000004e-001	1.439828e-003
7.300000000000004e-001	1.515258e-003
7.400000000000004e-001	1.591589e-003
7.500000000000004e-001	1.668764e-003
7.600000000000005e-001	1.746733e-003
7.700000000000005e-001	1.825446e-003
7.800000000000005e-001	1.904862e-003
7.900000000000005e-001	1.984939e-003
8.000000000000005e-001	2.065639e-003
8.100000000000005e-001	2.146929e-003
8.200000000000005e-001	2.228776e-003
8.300000000000005e-001	2.311149e-003
8.400000000000005e-001	2.394023e-003
8.500000000000005e-001	2.477370e-003
8.600000000000005e-001	2.561166e-003
8.700000000000006e-001	2.645391e-003
8.800000000000006e-001	2.730022e-003
8.900000000000006e-001	2.815040e-003
9.000000000000006e-001	2.900428e-003
9.100000000000006e-001	2.986168e-003
9.200000000000006e-001	3.072244e-003
9.300000000000006e-001	3.158641e-003
9.400000000000006e-001	3.245346e-003
9.500000000000006e-001	3.332344e-003
9.600000000000006e-001	3.419625e-003
9.700000000000006e-001	3.507176e-003
9.800000000000007e-001	3.594985e-003
9.900000000000007e-001	3.683044e-003
1.000000000000001e+000	3.771342e-003
1.010000000000001e+000	3.859869e-003
1.020000000000001e+000	3.948618e-003
1.030000000000001e+000	4.037580e-003
1.040000000000001e+000	4.126746e-003
1.050000000000001e+000	4.216109e-003
1.060000000000001e+000	4.305664e-003
1.070000000000001e+000	4.395402e-003
1.080000000000001e+000	4.485317e-003
1.090000000000001e+000	4.575403e-003
1.100000000000001e+000	4.665656e-003
1.110000000000001e+000	4.756068e-003
1.120000000000001e+000	4.846636e-003
1.130000000000001e+000	4.937353e-003
1.140000000000001e+000	5.028215e-003
1.150000000000001e+000	5.119218e-003
1.160000000000001e+000	5.210358e-003
1.170000000000001e+000	5.301629e-003
1.180000000000001e+000	5.393029e-003
1.190000000000001e+000	5.484553e-003
1.200000000000001e+000	5.576198e-003
1.210000000000001e+000	5.667959e-003
1.220000000000001e+000	5.759835e-003
1.230000000000001e+000	5.851822e-003
1.240000000000001e+000	5.943916e-003
1.250000000000001e+000	6.036115e-003
1.260000000000001e+000	6.128416e-003
1.270000000000001e+000	6.220817e-003
1.280000000000001e+000	6.313313e-003
1.290000000000001e+000	6.405904e-003
1.300000000000001e+000	6.498586e-003
1.310000000000001e+000	6.591358e-003
1.320000000000001e+000	6.684216e-003
1.330000000000001e+000	6.777160e-003
1.340000000000001e+000	6.870186e-003
1.350000000000001e+000	6.963293e-003
1.360000000000001e+000	7.056478e-003
1.370000000000001e+000	7.149741e-003
1.380000000000001e+000	7.243079e-003
1.390000000000001e+000	7.336490e-003
1.400000000000001e+000	7.429973e-003
1.410000000000001e+000	7.523526e-003
1.420000000000001e+000	7.617147e-003
1.430000000000001e+000	7.710835e-003
1.440000000000001e+000	7.804589e-003
1.450000000000001e+000	7.898407e-003
1.460000000000001e+000	7.992287e-003
1.470000000000001e+000	8.086229e-003
1.480000000000001e+000	8.180231e-003
1.490000000000001e+000	8.274292e-003
1.500000000000001e+000	8.368409e-003
1.510000000000001e+000	8.462584e-003
1.520000000000001e+000	8.556813e-003
1.530000000000001e+000	8.651096e-003
1.540000000000001e+000	8.745434e-003
1.550000000000001e+000	8.839822e-003
1.560000000000001e+000	8.934261e-003
1.570000000000001e+000	9.028750e-003
1.580000000000001e+000	9.123289e-003
1.590000000000001e+000	9.217876e-003
1.600000000000001e+000	9.312509e-003
1.610000000000001e+000	9.407189e-003
1.620000000000001e+000	9.501914e-003
1.630000000000001e+000	9.596684e-003
1.640000000000001e+000	9.691497e-003
1.650000000000001e+000	9.786353e-003
1.660000000000001e+000	9.881251e-003
1.670000000000001e+000	9.976191e-003
1.680000000000001e+000	1.007117e-002
1.690000000000001e+000	1.016619e-002
1.700000000000001e+000	1.026125e-002
1.710000000000001e+000	1.035635e-002
1.720000000000001e+000	1.045149e-002
1.730000000000001e+000	1.054666e-002
1.740000000000001e+000	1.064187e-002
1.750000000000001e+000	1.073712e-002
1.760000000000001e+000	1.083240e-002
1.770000000000001e+000	1.092772e-002
1.780000000000001e+000	1.102307e-002
1.790000000000001e+000	1.111845e-002
1.800000000000001e+000	1.121387e-002
1.810000000000001e+000	1.130932e-002
1.820000000000001e+000	1.140480e-002
1.830000000000001e+000	1.150032e-002
1.840000000000001e+000	1.159586e-002
1.850000000000001e+000	1.169144e-002
1.860000000000001e+000	1.178705e-002
1.870000000000001e+000	1.188268e-002
1.880000000000001e+000	1.197835e-002
1.890000000000002e+000	1.207404e-002
1.900000000000002e+000	1.216977e-002
1.910000000000002e+000	1.226552e-002
1.920000000000002e+000	1.236129e-002
1.930000000000002e+000	1.245710e-002
1.940000000000002e+000	1.255293e-002
1.950000000000002e+000	1.264879e-002
1.960000000000002e+000	1.274468e-002
1.970000000000002e+000	1.284059e-002
1.980000000000002e+000	1.293652e-002
1.990000000000002e+000	1.303248e-002
2.000000000000001e+000	1.312847e-002
2.010000000000001e+000	1.322448e-002
2.020000000000001e+000	1.332051e-002
2.030000000000001e+000	1.341657e-002
2.040000000000001e+000	1.351265e-002
2.050000000000000e+000	1.360875e-002
2.060000000000000e+000	1.370488e-002
2.070000000000000e+000	1.380103e-002
2.080000000000000e+000	1.389720e-002
2.089999999999999e+000	1.399339e-002
2.099999999999999e+000	1.408961e-002
2.109999999999999e+000	1.418584e-002
2.119999999999999e+000	1.428210e-002
2.129999999999999e+000	1.437837e-002
2.139999999999998e+000	1.447467e-002
2.149999999999998e+000	1.457099e-002
2.159999999999998e+000	1.466733e-002
2.169999999999998e+000	1.476368e-002
2.179999999999998e+000	1.486006e-002
2.189999999999997e+000	1.495646e-002
2.199999999999997e+000	1.505287e-002
2.209999999999997e+000	1.514930e-002
2.219999999999997e+000	1.524575e-002
2.229999999999996e+000	1.534222e-002
2.239999999999996e+000	1.543871e-002
2.249999999999996e+000	1.553522e-002
2.259999999999996e+000	1.563174e-002
2.269999999999996e+000	1.572828e-002
2.279999999999995e+000	1.582484e-002
2.289999999999995e+000	1.592142e-002
2.299999999999995e+000	1.601801e-002
2.309999999999995e+000	1.611461e-002
2.319999999999995e+000	1.621124e-002
2.329999999999994e+000	1.630788e-002
2.339999999999994e+000	1.640454e-002
2.349999999999994e+000	1.650121e-002
2.359999999999994e+000	1.659790e-002
2.369999999999993e+000	1.669460e-002
2.379999999999993e+000	1.679132e-002
2.389999999999993e+000	1.688806e-002
2.399999999999993e+000	1.698481e-002
2.409999999999993e+000	1.708157e-002
2.419999999999992e+000	1.717835e-002
2.429999999999992e+000	1.727515e-002
2.439999999999992e+000	1.737195e-002
2.449999999999992e+000	1.746878e-002
2.459999999999992e+000	1.756561e-002
2.469999999999991e+000	1.766246e-002
2.479999999999991e+000	1.775933e-002
2.489999999999991e+000	1.785620e-002
2.499999999999991e+000	1.795310e-002
2.509999999999991e+000	1.805000e-002
2.519999999999990e+000	1.814692e-002
2.529999999999990e+000	1.824385e-002
2.539999999999990e+000	1.834079e-002
2.549999999999990e+000	1.843775e-002
2.559999999999989e+000	1.853472e-002
2.569999999999989e+000	1.863170e-002
2.579999999999989e+000	1.872869e-002
2.589999999999989e+000	1.882570e-002
2.599999999999989e+000	1.892272e-002
2.609999999999988e+000	1.901975e-002
2.619999999999988e+000	1.911679e-002
2.629999999999988e+000	1.921385e-002
2.639999999999988e+000	1.931091e-002
2.649999999999988e+000	1.940799e-002
2.659999999999987e+000	1.950508e-002
2.669999999999987e+000	1.960218e-002
2.679999999999987e+000	1.969929e-002
2.689999999999987e+000	1.979642e-002
2.699999999999986e+000	1.989355e-002
2.709999999999986e+000	1.999070e-002
2.719999999999986e+000	2.008785e-002
2.729999999999986e+000	2.018502e-002
2.739999999999986e+000	2.028220e-002
2.749999999999985e+000	2.037938e-002
2.759999999999985e+000	2.047658e-002
2.769999999999985e+000	2.057379e-002
2.779999999999985e+000	2.067101e-002
2.789999999999985e+000	2.076824e-002
2.799999999999984e+000	2.086548e-002
2.809999999999984e+000	2.096273e-002
2.819999999999984e+000	2.105999e-002
2.829999999999984e+000	2.115726e-002
2.839999999999983e+000	2.125453e-002
2.849999999999983e+000	2.135182e-002
2.859999999999983e+000	2.144912e-002
2.869999999999983e+000	2.154643e-002
2.879999999999983e+000	2.164374e-002
2.889999999999982e+000	2.174107e-002
2.899999999999982e+000	2.183841e-002
2.909999999999982e+000	2.193575e-002
2.919999999999982e+000	2.203310e-002
2.929999999999982e+000	2.213047e-002
2.939999999999981e+000	2.222784e-002
2.949999999999981e+000	2.232522e-002
2.959999999999981e+000	2.242261e-002
2.969999999999981e+000	2.252000e-002
2.979999999999980e+000	2.261741e-002
2.989999999999980e+000	2.271483e-002
2.999999999999980e+000	2.281225e-002
3.009999999999980e+000	2.290968e-002
3.019999999999980e+000	2.300712e-002
3.029999999999979e+000	2.310457e-002
3.039999999999979e+000	2.320202e-002
3.049999999999979e+000	2.329949e-002
3.059999999999979e+000	2.339696e-002
3.069999999999979e+000	2.349444e-002
3.079999999999978e+000	2.359193e-002
3.089999999999978e+000	2.368943e-002
3.099999999999978e+000	2.378693e-002
3.109999999999978e+000	2.388444e-002
3.119999999999978e+000	2.398196e-002
3.129999999999977e+000	2.407949e-002
3.139999999999977e+000	2.417702e-002
3.149999999999977e+000	2.427457e-002
3.159999999999977e+000	2.437212e-002
3.169999999999976e+000	2.446967e-002
3.179999999999976e+000	2.456724e-002
3.189999999999976e+000	2.466481e-002
3.199999999999976e+000	2.476239e-002
3.209999999999976e+000	2.485998e-002
3.219999999999975e+000	2.495757e-002
3.229999999999975e+000	2.505517e-002
3.239999999999975e+000	2.515278e-002
3.249999999999975e+000	2.525039e-002
3.259999999999975e+000	2.534801e-002
3.269999999999974e+000	2.544564e-002
3.279999999999974e+000	2.554328e-002
3.289999999999974e+000	2.564092e-002
3.299999999999974e+000	2.573857e-002
3.309999999999973e+000	2.583622e-002
3.319999999999973e+000	2.593388e-002
3.329999999999973e+000	2.603155e-002
3.339999999999973e+000	2.612923e-002
3.349999999999973e+000	2.622691e-002
3.359999999999972e+000	2.632459e-002
3.369999999999972e+000	2.642229e-002
3.379999999999972e+000	2.651999e-002
3.389999999999972e+000	2.661769e-002
3.399999999999972e+000	2.671541e-002
3.409999999999971e+000	2.681313e-002
3.419999999999971e+000	2.691085e-002
3.429999999999971e+000	2.700858e-002
3.439999999999971e+000	2.710632e-002
3.449999999999970e+000	2.720406e-002
3.459999999999970e+000	2.730181e-002
3.469999999999970e+000	2.739956e-002
3.479999999999970e+000	2.749733e-002
3.489999999999970e+000	2.759509e-002
3.499999999999969e+000	2.769287e-002
3.509999999999969e+000	2.779064e-002
3.519999999999969e+000	2.788843e-002
3.529999999999969e+000	2.798622e-002
3.539999999999969e+000	2.808401e-002
3.549999999999968e+000	2.818181e-002
3.559999999999968e+000	2.827962e-002
3.569999999999968e+000	2.837743e-002
3.579999999999968e+000	2.847525e-002
3.589999999999967e+000	2.857307e-002
3.599999999999967e+000	2.867090e-002
3.609999999999967e+000	2.876873e-002
3.619999999999967e+000	2.886657e-002
3.629999999999967e+000	2.896442e-002
3.639999999999966e+000	2.906227e-002
3.649999999999966e+000	2.916012e-002
3.659999999999966e+000	2.925798e-002
3.669999999999966e+000	2.935585e-002
3.679999999999966e+000	2.945372e-002
3.689999999999965e+000	2.955159e-002
3.699999999999965e+000	2.964947e-002
3.709999999999965e+000	2.974736e-002
3.719999999999965e+000	2.984525e-002
3.729999999999965e+000	2.994315e-002
3.739999999999964e+000	3.004105e-002
3.749999999999964e+000	3.013895e-002
3.759999999999964e+000	3.023686e-002
3.769999999999964e+000	3.033478e-002
3.779999999999963e+000	3.043270e-002
3.789999999999963e+000	3.053062e-002
3.799999999999963e+000	3.062855e-002
3.809999999999963e+000	3.072649e-002
3.819999999999963e+000	3.082443e-002
3.829999999999962e+000	3.092237e-002
3.839999999999962e+000	3.102032e-002
3.849999999999962e+000	3.111827e-002
3.859999999999962e+000	3.121623e-002
3.869999999999962e+000	3.131419e-002
3.879999999999961e+000	3.141216e-002
3.889999999999961e+000	3.151013e-002
3.899999999999961e+000	3.160810e-002
3.909999999999961e+000	3.170609e-002
3.919999999999960e+000	3.180407e-002
3.929999999999960e+000	3.190206e-002
3.939999999999960e+000	3.200005e-002
3.949999999999960e+000	3.209805e-002
3.959999999999960e+000	3.219605e-002
3.969999999999959e+000	3.229406e-002
3.979999999999959e+000	3.239207e-002
3.989999999999959e+000	3.249009e-002
3.999999999999959e+000	3.258811e-002
4.009999999999959e+000	3.268613e-002
4.019999999999959e+000	3.278416e-002
4.029999999999959e+000	3.288219e-002
4.039999999999958e+000	3.298022e-002
4.049999999999958e+000	3.307826e-002
4.059999999999958e+000	3.317631e-002
4.069999999999958e+000	3.327435e-002
4.079999999999957e+000	3.337241e-002
4.089999999999957e+000	3.347046e-002
4.099999999999957e+000	3.356852e-002
4.109999999999957e+000	3.366658e-002
4.119999999999957e+000	3.376465e-002
4.129999999999956e+000	3.386272e-002
4.139999999999956e+000	3.396080e-002
4.149999999999956e+000	3.405888e-002
4.159999999999956e+000	3.415696e-002
4.169999999999956e+000	3.425505e-002
4.179999999999955e+000	3.435314e-002
4.189999999999955e+000	3.445124e-002
4.199999999999955e+000	3.454933e-002
4.209999999999955e+000	3.464743e-002
4.219999999999955e+000	3.474554e-002
4.229999999999954e+000	3.484365e-002
4.239999999999954e+000	3.494177e-002
4.249999999999954e+000	3.503988e-002
4.259999999999954e+000	3.513800e-002
4.269999999999953e+000	3.523613e-002
4.279999999999953e+000	3.533426e-002
4.289999999999953e+000	3.543239e-002
4.299999999999953e+000	3.553052e-002
4.309999999999953e+000	3.562866e-002
4.319999999999952e+000	3.572680e-002
4.329999999999952e+000	3.582495e-002
4.339999999999952e+000	3.592310e-002
4.349999999999952e+000	3.602125e-002
4.359999999999952e+000	3.611941e-002
4.369999999999951e+000	3.621756e-002
4.379999999999951e+000	3.631573e-002
4.389999999999951e+000	3.641389e-002
4.399999999999951e+000	3.651206e-002
4.409999999999950e+000	3.661023e-002
4.419999999999950e+000	3.670841e-002
4.429999999999950e+000	3.680659e-002
4.439999999999950e+000	3.690477e-002
4.449999999999950e+000	3.700296e-002
4.459999999999949e+000	3.710115e-002
4.469999999999949e+000	3.719934e-002
4.479999999999949e+000	3.729754e-002
4.489999999999949e+000	3.739574e-002
4.499999999999949e+000	3.749394e-002
4.509999999999948e+000	3.759215e-002
4.519999999999948e+000	3.769035e-002
4.529999999999948e+000	3.778857e-002
4.539999999999948e+000	3.788678e-002
4.549999999999947e+000	3.798500e-002
4.559999999999947e+000	3.808322e-002
4.569999999999947e+000	3.818144e-002
4.579999999999947e+000	3.827967e-002
4.589999999999947e+000	3.837790e-002
4.599999999999946e+000	3.847614e-002
