vi	V(si)	I(Si)
-3.600000000000625e-001	-3.599995e-001	-2.519466e-009
-3.500000000000625e-001	-3.499995e-001	-2.519236e-009
-3.400000000000625e-001	-3.399995e-001	-2.518950e-009
-3.300000000000625e-001	-3.299995e-001	-2.518597e-009
-3.200000000000625e-001	-3.199995e-001	-2.518159e-009
-3.100000000000625e-001	-3.099995e-001	-2.517616e-009
-3.000000000000624e-001	-2.999995e-001	-2.516941e-009
-2.900000000000624e-001	-2.899995e-001	-2.516101e-009
-2.800000000000624e-001	-2.799995e-001	-2.515057e-009
-2.700000000000624e-001	-2.699995e-001	-2.513757e-009
-2.600000000000624e-001	-2.599995e-001	-2.512139e-009
-2.500000000000624e-001	-2.499995e-001	-2.510124e-009
-2.400000000000624e-001	-2.399995e-001	-2.507613e-009
-2.300000000000624e-001	-2.299995e-001	-2.504486e-009
-2.200000000000624e-001	-2.199995e-001	-2.500588e-009
-2.100000000000624e-001	-2.099995e-001	-2.495731e-009
-2.000000000000624e-001	-1.999995e-001	-2.489676e-009
-1.900000000000623e-001	-1.899995e-001	-2.482129e-009
-1.800000000000623e-001	-1.799995e-001	-2.472721e-009
-1.700000000000623e-001	-1.699995e-001	-2.460993e-009
-1.600000000000623e-001	-1.599995e-001	-2.446370e-009
-1.500000000000623e-001	-1.499995e-001	-2.428141e-009
-1.400000000000623e-001	-1.399995e-001	-2.405412e-009
-1.300000000000623e-001	-1.299995e-001	-2.377073e-009
-1.200000000000623e-001	-1.199995e-001	-2.341740e-009
-1.100000000000623e-001	-1.099995e-001	-2.297684e-009
-1.000000000000623e-001	-9.999955e-002	-2.242753e-009
-9.000000000006231e-002	-8.999956e-002	-2.174261e-009
-8.000000000006231e-002	-7.999958e-002	-2.088860e-009
-7.000000000006232e-002	-6.999961e-002	-1.982374e-009
-6.000000000006232e-002	-5.999963e-002	-1.849597e-009
-5.000000000006231e-002	-4.999966e-002	-1.684037e-009
-4.000000000006231e-002	-3.999970e-002	-1.477601e-009
-3.000000000006231e-002	-2.999976e-002	-1.220195e-009
-2.000000000006231e-002	-1.999982e-002	-8.992331e-010
-1.000000000006231e-002	-9.999900e-003	-4.990239e-010
-6.230779781013496e-014	-6.230706e-014	-3.465093e-021
9.999999999937692e-003	9.999876e-003	6.222367e-010
1.999999999993769e-002	1.999972e-002	1.398108e-009
2.999999999993770e-002	2.999953e-002	2.365547e-009
3.999999999993770e-002	3.999928e-002	3.571850e-009
4.999999999993770e-002	4.999898e-002	5.075992e-009
5.999999999993770e-002	5.999861e-002	6.951504e-009
6.999999999993770e-002	6.999815e-002	9.290069e-009
7.999999999993769e-002	7.999756e-002	1.220600e-008
8.999999999993769e-002	8.999683e-002	1.584182e-008
9.999999999993768e-002	9.999593e-002	2.037523e-008
1.099999999999377e-001	1.099948e-001	2.602776e-008
1.199999999999377e-001	1.199934e-001	3.307561e-008
1.299999999999377e-001	1.299916e-001	4.186309e-008
1.399999999999377e-001	1.399894e-001	5.281941e-008
1.499999999999377e-001	1.499867e-001	6.647955e-008
1.599999999999377e-001	1.599833e-001	8.351032e-008
1.699999999999377e-001	1.699791e-001	1.047427e-007
1.799999999999377e-001	1.799738e-001	1.312122e-007
1.899999999999377e-001	1.899672e-001	1.642088e-007
1.999999999999377e-001	1.999589e-001	2.053394e-007
2.099999999999377e-001	2.099487e-001	2.566049e-007
2.199999999999378e-001	2.199359e-001	3.204964e-007
2.299999999999378e-001	2.299200e-001	4.001132e-007
2.399999999999378e-001	2.399001e-001	4.993105e-007
2.499999999999378e-001	2.498754e-001	6.228797e-007
2.599999999999378e-001	2.598446e-001	7.767716e-007
2.699999999999378e-001	2.698063e-001	9.683697e-007
2.799999999999378e-001	2.797586e-001	1.206824e-006
2.899999999999378e-001	2.896993e-001	1.503455e-006
2.999999999999378e-001	2.996255e-001	1.872245e-006
3.099999999999378e-001	3.095339e-001	2.330424e-006
3.199999999999378e-001	3.194202e-001	2.899159e-006
3.299999999999378e-001	3.292791e-001	3.604362e-006
3.399999999999379e-001	3.391045e-001	4.477619e-006
3.499999999999379e-001	3.488885e-001	5.557220e-006
3.599999999999379e-001	3.586221e-001	6.889271e-006
3.699999999999379e-001	3.682942e-001	8.528848e-006
3.799999999999379e-001	3.778918e-001	1.054108e-005
3.899999999999379e-001	3.873996e-001	1.300207e-005
3.999999999999379e-001	3.968001e-001	1.599944e-005
4.099999999999379e-001	4.060735e-001	1.963235e-005
4.199999999999379e-001	4.151979e-001	2.401069e-005
4.299999999999379e-001	4.241494e-001	2.925322e-005
4.399999999999379e-001	4.329031e-001	3.548464e-005
4.499999999999380e-001	4.414338e-001	4.283137e-005
4.599999999999380e-001	4.497168e-001	5.141645e-005
4.699999999999380e-001	4.577294e-001	6.135387e-005
4.799999999999380e-001	4.654517e-001	7.274292e-005
4.899999999999380e-001	4.728676e-001	8.566341e-005
4.999999999999380e-001	4.799659e-001	1.001721e-004
5.099999999999380e-001	4.867402e-001	1.163010e-004
5.199999999999380e-001	4.931889e-001	1.340575e-004
5.299999999999380e-001	4.993152e-001	1.534262e-004
5.399999999999380e-001	5.051261e-001	1.743719e-004
5.499999999999380e-001	5.106318e-001	1.968433e-004
5.599999999999380e-001	5.158451e-001	2.207771e-004
5.699999999999380e-001	5.207801e-001	2.461014e-004
5.799999999999380e-001	5.254525e-001	2.727397e-004
5.899999999999380e-001	5.298777e-001	3.006132e-004
5.999999999999380e-001	5.340717e-001	3.296435e-004
6.099999999999380e-001	5.380496e-001	3.597536e-004
6.199999999999381e-001	5.418264e-001	3.908697e-004
6.299999999999381e-001	5.454159e-001	4.229216e-004
6.399999999999381e-001	5.488315e-001	4.558434e-004
6.499999999999381e-001	5.520855e-001	4.895735e-004
6.599999999999381e-001	5.551893e-001	5.240545e-004
6.699999999999381e-001	5.581535e-001	5.592336e-004
6.799999999999381e-001	5.609878e-001	5.950619e-004
6.899999999999381e-001	5.637012e-001	6.314944e-004
6.999999999999381e-001	5.663021e-001	6.684899e-004
7.099999999999381e-001	5.687980e-001	7.060104e-004
7.199999999999381e-001	5.711959e-001	7.440209e-004
7.299999999999381e-001	5.735021e-001	7.824896e-004
7.399999999999382e-001	5.757226e-001	8.213870e-004
7.499999999999382e-001	5.778628e-001	8.606863e-004
7.599999999999382e-001	5.799276e-001	9.003624e-004
7.699999999999382e-001	5.819215e-001	9.403926e-004
7.799999999999382e-001	5.838488e-001	9.807559e-004
7.899999999999382e-001	5.857135e-001	1.021433e-003
7.999999999999382e-001	5.875190e-001	1.062405e-003
8.099999999999382e-001	5.892686e-001	1.103657e-003
8.199999999999382e-001	5.909655e-001	1.145173e-003
8.299999999999382e-001	5.926125e-001	1.186938e-003
8.399999999999382e-001	5.942122e-001	1.228939e-003
8.499999999999383e-001	5.957670e-001	1.271165e-003
8.599999999999383e-001	5.972793e-001	1.313604e-003
8.699999999999383e-001	5.987511e-001	1.356244e-003
8.799999999999383e-001	6.001845e-001	1.399078e-003
8.899999999999383e-001	6.015812e-001	1.442094e-003
8.999999999999383e-001	6.029430e-001	1.485285e-003
9.099999999999383e-001	6.042715e-001	1.528642e-003
9.199999999999383e-001	6.055682e-001	1.572159e-003
9.299999999999383e-001	6.068345e-001	1.615827e-003
9.399999999999383e-001	6.080718e-001	1.659641e-003
9.499999999999383e-001	6.092812e-001	1.703594e-003
9.599999999999384e-001	6.104640e-001	1.747680e-003
9.699999999999384e-001	6.116213e-001	1.791894e-003
9.799999999999384e-001	6.127540e-001	1.836230e-003
9.899999999999384e-001	6.138633e-001	1.880684e-003
9.999999999999384e-001	6.149499e-001	1.925250e-003
1.009999999999938e+000	6.160148e-001	1.969926e-003
1.019999999999938e+000	6.170588e-001	2.014706e-003
1.029999999999938e+000	6.180827e-001	2.059587e-003
1.039999999999938e+000	6.190872e-001	2.104564e-003
1.049999999999938e+000	6.200730e-001	2.149635e-003
1.059999999999938e+000	6.210408e-001	2.194796e-003
1.069999999999938e+000	6.219913e-001	2.240044e-003
1.079999999999938e+000	6.229249e-001	2.285375e-003
1.089999999999938e+000	6.238423e-001	2.330788e-003
1.099999999999938e+000	6.247441e-001	2.376280e-003
1.109999999999938e+000	6.256307e-001	2.421847e-003
1.119999999999938e+000	6.265026e-001	2.467487e-003
1.129999999999938e+000	6.273604e-001	2.513198e-003
1.139999999999938e+000	6.282045e-001	2.558978e-003
1.149999999999938e+000	6.290352e-001	2.604824e-003
1.159999999999938e+000	6.298530e-001	2.650735e-003
1.169999999999938e+000	6.306583e-001	2.696709e-003
1.179999999999938e+000	6.314515e-001	2.742743e-003
1.189999999999938e+000	6.322328e-001	2.788836e-003
1.199999999999938e+000	6.330028e-001	2.834986e-003
1.209999999999939e+000	6.337617e-001	2.881192e-003
1.219999999999939e+000	6.345097e-001	2.927451e-003
1.229999999999939e+000	6.352473e-001	2.973763e-003
1.239999999999939e+000	6.359747e-001	3.020126e-003
1.249999999999939e+000	6.366922e-001	3.066539e-003
1.259999999999939e+000	6.374000e-001	3.113000e-003
1.269999999999939e+000	6.380984e-001	3.159508e-003
1.279999999999939e+000	6.387877e-001	3.206062e-003
1.289999999999939e+000	6.394680e-001	3.252660e-003
1.299999999999939e+000	6.401397e-001	3.299301e-003
1.309999999999939e+000	6.408029e-001	3.345985e-003
1.319999999999939e+000	6.414579e-001	3.392711e-003
1.329999999999939e+000	6.421048e-001	3.439476e-003
1.339999999999939e+000	6.427439e-001	3.486281e-003
1.349999999999939e+000	6.433753e-001	3.533123e-003
1.359999999999939e+000	6.439993e-001	3.580004e-003
1.369999999999939e+000	6.446159e-001	3.626920e-003
1.379999999999939e+000	6.452255e-001	3.673873e-003
1.389999999999939e+000	6.458281e-001	3.720860e-003
1.399999999999939e+000	6.464238e-001	3.767881e-003
1.409999999999939e+000	6.470129e-001	3.814935e-003
1.419999999999939e+000	6.475956e-001	3.862022e-003
1.429999999999939e+000	6.481719e-001	3.909140e-003
1.439999999999939e+000	6.487420e-001	3.956290e-003
1.449999999999939e+000	6.493059e-001	4.003470e-003
1.459999999999939e+000	6.498640e-001	4.050680e-003
1.469999999999939e+000	6.504163e-001	4.097919e-003
1.479999999999939e+000	6.509628e-001	4.145186e-003
1.489999999999939e+000	6.515038e-001	4.192481e-003
1.499999999999939e+000	6.520393e-001	4.239804e-003
1.509999999999939e+000	6.525695e-001	4.287153e-003
1.519999999999939e+000	6.530944e-001	4.334528e-003
1.529999999999939e+000	6.536142e-001	4.381929e-003
1.539999999999939e+000	6.541289e-001	4.429355e-003
1.549999999999939e+000	6.546388e-001	4.476806e-003
1.559999999999939e+000	6.551437e-001	4.524281e-003
1.569999999999939e+000	6.556440e-001	4.571780e-003
1.579999999999939e+000	6.561396e-001	4.619302e-003
1.589999999999939e+000	6.566306e-001	4.666847e-003
1.599999999999939e+000	6.571172e-001	4.714414e-003
1.609999999999939e+000	6.575993e-001	4.762003e-003
1.619999999999939e+000	6.580772e-001	4.809614e-003
1.629999999999939e+000	6.585509e-001	4.857246e-003
1.639999999999939e+000	6.590203e-001	4.904898e-003
1.649999999999939e+000	6.594857e-001	4.952571e-003
1.659999999999939e+000	6.599471e-001	5.000264e-003
1.669999999999939e+000	6.604046e-001	5.047977e-003
1.679999999999939e+000	6.608581e-001	5.095710e-003
1.689999999999939e+000	6.613079e-001	5.143460e-003
1.699999999999939e+000	6.617540e-001	5.191230e-003
1.709999999999939e+000	6.621963e-001	5.239018e-003
1.719999999999939e+000	6.626351e-001	5.286824e-003
1.729999999999939e+000	6.630704e-001	5.334648e-003
1.739999999999939e+000	6.635021e-001	5.382489e-003
1.749999999999939e+000	6.639305e-001	5.430348e-003
1.759999999999939e+000	6.643554e-001	5.478223e-003
1.769999999999939e+000	6.647770e-001	5.526115e-003
1.779999999999939e+000	6.651954e-001	5.574023e-003
1.789999999999939e+000	6.656106e-001	5.621947e-003
1.799999999999939e+000	6.660226e-001	5.669887e-003
1.809999999999939e+000	6.664315e-001	5.717842e-003
1.819999999999939e+000	6.668373e-001	5.765813e-003
1.829999999999939e+000	6.672401e-001	5.813799e-003
1.839999999999939e+000	6.676400e-001	5.861800e-003
1.849999999999939e+000	6.680370e-001	5.909815e-003
1.859999999999939e+000	6.684310e-001	5.957845e-003
1.869999999999939e+000	6.688223e-001	6.005888e-003
1.879999999999939e+000	6.692107e-001	6.053946e-003
1.889999999999939e+000	6.695965e-001	6.102018e-003
1.899999999999939e+000	6.699795e-001	6.150103e-003
1.909999999999939e+000	6.703598e-001	6.198201e-003
1.919999999999939e+000	6.707375e-001	6.246313e-003
1.929999999999939e+000	6.711127e-001	6.294437e-003
1.939999999999939e+000	6.714852e-001	6.342574e-003
1.949999999999939e+000	6.718553e-001	6.390723e-003
1.959999999999939e+000	6.722229e-001	6.438886e-003
1.969999999999939e+000	6.725880e-001	6.487060e-003
1.979999999999939e+000	6.729507e-001	6.535246e-003
1.989999999999939e+000	6.733111e-001	6.583444e-003
1.999999999999939e+000	6.736691e-001	6.631654e-003
2.009999999999939e+000	6.740248e-001	6.679876e-003
2.019999999999939e+000	6.743783e-001	6.728109e-003
2.029999999999939e+000	6.747294e-001	6.776353e-003
2.039999999999938e+000	6.750784e-001	6.824608e-003
2.049999999999938e+000	6.754252e-001	6.872874e-003
2.059999999999938e+000	6.757698e-001	6.921151e-003
2.069999999999938e+000	6.761123e-001	6.969439e-003
2.079999999999938e+000	6.764526e-001	7.017737e-003
2.089999999999937e+000	6.767910e-001	7.066045e-003
2.099999999999937e+000	6.771272e-001	7.114364e-003
2.109999999999937e+000	6.774614e-001	7.162692e-003
2.119999999999937e+000	6.777937e-001	7.211031e-003
2.129999999999936e+000	6.781240e-001	7.259380e-003
2.139999999999936e+000	6.784523e-001	7.307739e-003
2.149999999999936e+000	6.787788e-001	7.356106e-003
2.159999999999936e+000	6.791033e-001	7.404484e-003
2.169999999999936e+000	6.794259e-001	7.452870e-003
2.179999999999935e+000	6.797467e-001	7.501266e-003
2.189999999999935e+000	6.800657e-001	7.549671e-003
2.199999999999935e+000	6.803828e-001	7.598086e-003
2.209999999999935e+000	6.806982e-001	7.646509e-003
2.219999999999935e+000	6.810119e-001	7.694941e-003
2.229999999999934e+000	6.813238e-001	7.743381e-003
2.239999999999934e+000	6.816339e-001	7.791830e-003
2.249999999999934e+000	6.819424e-001	7.840288e-003
2.259999999999934e+000	6.822492e-001	7.888754e-003
2.269999999999933e+000	6.825543e-001	7.937228e-003
2.279999999999933e+000	6.828578e-001	7.985711e-003
2.289999999999933e+000	6.831596e-001	8.034201e-003
2.299999999999933e+000	6.834599e-001	8.082700e-003
2.309999999999933e+000	6.837586e-001	8.131207e-003
2.319999999999932e+000	6.840557e-001	8.179721e-003
2.329999999999932e+000	6.843513e-001	8.228243e-003
2.339999999999932e+000	6.846454e-001	8.276773e-003
2.349999999999932e+000	6.849379e-001	8.325310e-003
2.359999999999932e+000	6.852289e-001	8.373856e-003
2.369999999999931e+000	6.855185e-001	8.422407e-003
2.379999999999931e+000	6.858066e-001	8.470966e-003
2.389999999999931e+000	6.860933e-001	8.519534e-003
2.399999999999931e+000	6.863785e-001	8.568107e-003
2.409999999999930e+000	6.866623e-001	8.616689e-003
2.419999999999930e+000	6.869447e-001	8.665277e-003
2.429999999999930e+000	6.872257e-001	8.713871e-003
2.439999999999930e+000	6.875054e-001	8.762473e-003
2.449999999999930e+000	6.877837e-001	8.811082e-003
2.459999999999929e+000	6.880606e-001	8.859697e-003
2.469999999999929e+000	6.883363e-001	8.908318e-003
2.479999999999929e+000	6.886106e-001	8.956947e-003
2.489999999999929e+000	6.888836e-001	9.005582e-003
2.499999999999929e+000	6.891553e-001	9.054223e-003
2.509999999999928e+000	6.894258e-001	9.102871e-003
2.519999999999928e+000	6.896949e-001	9.151525e-003
2.529999999999928e+000	6.899629e-001	9.200186e-003
2.539999999999928e+000	6.902297e-001	9.248852e-003
2.549999999999927e+000	6.904951e-001	9.297525e-003
2.559999999999927e+000	6.907594e-001	9.346203e-003
2.569999999999927e+000	6.910225e-001	9.394888e-003
2.579999999999927e+000	6.912844e-001	9.443578e-003
2.589999999999927e+000	6.915451e-001	9.492274e-003
2.599999999999926e+000	6.918047e-001	9.540976e-003
2.609999999999926e+000	6.920631e-001	9.589684e-003
2.619999999999926e+000	6.923204e-001	9.638398e-003
2.629999999999926e+000	6.925765e-001	9.687117e-003
2.639999999999926e+000	6.928316e-001	9.735842e-003
2.649999999999925e+000	6.930855e-001	9.784573e-003
2.659999999999925e+000	6.933383e-001	9.833308e-003
2.669999999999925e+000	6.935901e-001	9.882050e-003
2.679999999999925e+000	6.938407e-001	9.930796e-003
2.689999999999925e+000	6.940904e-001	9.979548e-003
2.699999999999924e+000	6.943389e-001	1.002831e-002
2.709999999999924e+000	6.945865e-001	1.007707e-002
2.719999999999924e+000	6.948329e-001	1.012584e-002
2.729999999999924e+000	6.950784e-001	1.017461e-002
2.739999999999923e+000	6.953228e-001	1.022339e-002
2.749999999999923e+000	6.955662e-001	1.027217e-002
2.759999999999923e+000	6.958086e-001	1.032096e-002
2.769999999999923e+000	6.960501e-001	1.036975e-002
2.779999999999923e+000	6.962906e-001	1.041855e-002
2.789999999999922e+000	6.965300e-001	1.046735e-002
2.799999999999922e+000	6.967686e-001	1.051616e-002
2.809999999999922e+000	6.970062e-001	1.056497e-002
2.819999999999922e+000	6.972428e-001	1.061379e-002
2.829999999999922e+000	6.974785e-001	1.066261e-002
2.839999999999921e+000	6.977133e-001	1.071143e-002
2.849999999999921e+000	6.979471e-001	1.076026e-002
2.859999999999921e+000	6.981800e-001	1.080910e-002
2.869999999999921e+000	6.984121e-001	1.085794e-002
2.879999999999920e+000	6.986432e-001	1.090678e-002
2.889999999999920e+000	6.988735e-001	1.095563e-002
2.899999999999920e+000	6.991028e-001	1.100449e-002
2.909999999999920e+000	6.993313e-001	1.105334e-002
2.919999999999920e+000	6.995589e-001	1.110221e-002
2.929999999999919e+000	6.997857e-001	1.115107e-002
2.939999999999919e+000	7.000116e-001	1.119994e-002
2.949999999999919e+000	7.002367e-001	1.124882e-002
2.959999999999919e+000	7.004610e-001	1.129770e-002
2.969999999999919e+000	7.006844e-001	1.134658e-002
2.979999999999918e+000	7.009069e-001	1.139547e-002
2.989999999999918e+000	7.011287e-001	1.144436e-002
2.999999999999918e+000	7.013497e-001	1.149325e-002
3.009999999999918e+000	7.015699e-001	1.154215e-002
3.019999999999917e+000	7.017893e-001	1.159105e-002
3.029999999999917e+000	7.020078e-001	1.163996e-002
3.039999999999917e+000	7.022256e-001	1.168887e-002
3.049999999999917e+000	7.024426e-001	1.173779e-002
3.059999999999917e+000	7.026589e-001	1.178671e-002
3.069999999999916e+000	7.028744e-001	1.183563e-002
3.079999999999916e+000	7.030891e-001	1.188455e-002
3.089999999999916e+000	7.033031e-001	1.193349e-002
3.099999999999916e+000	7.035163e-001	1.198242e-002
3.109999999999916e+000	7.037288e-001	1.203136e-002
3.119999999999915e+000	7.039406e-001	1.208030e-002
3.129999999999915e+000	7.041516e-001	1.212924e-002
3.139999999999915e+000	7.043619e-001	1.217819e-002
3.149999999999915e+000	7.045715e-001	1.222714e-002
3.159999999999914e+000	7.047804e-001	1.227610e-002
3.169999999999914e+000	7.049885e-001	1.232506e-002
3.179999999999914e+000	7.051960e-001	1.237402e-002
3.189999999999914e+000	7.054028e-001	1.242299e-002
3.199999999999914e+000	7.056089e-001	1.247196e-002
3.209999999999913e+000	7.058143e-001	1.252093e-002
3.219999999999913e+000	7.060190e-001	1.256991e-002
3.229999999999913e+000	7.062231e-001	1.261888e-002
3.239999999999913e+000	7.064264e-001	1.266787e-002
3.249999999999913e+000	7.066292e-001	1.271685e-002
3.259999999999912e+000	7.068312e-001	1.276584e-002
3.269999999999912e+000	7.070326e-001	1.281484e-002
3.279999999999912e+000	7.072334e-001	1.286383e-002
3.289999999999912e+000	7.074335e-001	1.291283e-002
3.299999999999911e+000	7.076330e-001	1.296183e-002
3.309999999999911e+000	7.078319e-001	1.301084e-002
3.319999999999911e+000	7.080300e-001	1.305985e-002
3.329999999999911e+000	7.082276e-001	1.310886e-002
3.339999999999911e+000	7.084246e-001	1.315788e-002
3.349999999999910e+000	7.086209e-001	1.320690e-002
3.359999999999910e+000	7.088166e-001	1.325592e-002
3.369999999999910e+000	7.090118e-001	1.330494e-002
3.379999999999910e+000	7.092063e-001	1.335397e-002
3.389999999999910e+000	7.094002e-001	1.340300e-002
3.399999999999909e+000	7.095936e-001	1.345203e-002
3.409999999999909e+000	7.097863e-001	1.350107e-002
3.419999999999909e+000	7.099785e-001	1.355011e-002
3.429999999999909e+000	7.101700e-001	1.359915e-002
3.439999999999909e+000	7.103610e-001	1.364820e-002
3.449999999999908e+000	7.105514e-001	1.369724e-002
3.459999999999908e+000	7.107413e-001	1.374629e-002
3.469999999999908e+000	7.109306e-001	1.379535e-002
3.479999999999908e+000	7.111193e-001	1.384440e-002
3.489999999999907e+000	7.113075e-001	1.389346e-002
3.499999999999907e+000	7.114950e-001	1.394252e-002
3.509999999999907e+000	7.116821e-001	1.399159e-002
3.519999999999907e+000	7.118686e-001	1.404066e-002
3.529999999999907e+000	7.120546e-001	1.408973e-002
3.539999999999906e+000	7.122400e-001	1.413880e-002
3.549999999999906e+000	7.124249e-001	1.418788e-002
3.559999999999906e+000	7.126093e-001	1.423695e-002
3.569999999999906e+000	7.127931e-001	1.428603e-002
3.579999999999906e+000	7.129764e-001	1.433512e-002
3.589999999999905e+000	7.131592e-001	1.438420e-002
3.599999999999905e+000	7.133415e-001	1.443329e-002
3.609999999999905e+000	7.135232e-001	1.448238e-002
3.619999999999905e+000	7.137045e-001	1.453148e-002
3.629999999999904e+000	7.138852e-001	1.458057e-002
3.639999999999904e+000	7.140654e-001	1.462967e-002
3.649999999999904e+000	7.142451e-001	1.467877e-002
3.659999999999904e+000	7.144244e-001	1.472788e-002
3.669999999999904e+000	7.146031e-001	1.477698e-002
3.679999999999903e+000	7.147813e-001	1.482609e-002
3.689999999999903e+000	7.149591e-001	1.487520e-002
3.699999999999903e+000	7.151363e-001	1.492432e-002
3.709999999999903e+000	7.153131e-001	1.497343e-002
3.719999999999903e+000	7.154894e-001	1.502255e-002
3.729999999999902e+000	7.156653e-001	1.507167e-002
3.739999999999902e+000	7.158406e-001	1.512080e-002
3.749999999999902e+000	7.160155e-001	1.516992e-002
3.759999999999902e+000	7.161900e-001	1.521905e-002
3.769999999999901e+000	7.163639e-001	1.526818e-002
3.779999999999901e+000	7.165374e-001	1.531731e-002
3.789999999999901e+000	7.167104e-001	1.536645e-002
3.799999999999901e+000	7.168831e-001	1.541558e-002
3.809999999999901e+000	7.170551e-001	1.546472e-002
3.819999999999900e+000	7.172269e-001	1.551387e-002
3.829999999999900e+000	7.173981e-001	1.556301e-002
3.839999999999900e+000	7.175689e-001	1.561216e-002
3.849999999999900e+000	7.177392e-001	1.566130e-002
3.859999999999900e+000	7.179092e-001	1.571045e-002
3.869999999999899e+000	7.180786e-001	1.575961e-002
3.879999999999899e+000	7.182477e-001	1.580876e-002
3.889999999999899e+000	7.184163e-001	1.585792e-002
3.899999999999899e+000	7.185844e-001	1.590708e-002
3.909999999999898e+000	7.187522e-001	1.595624e-002
3.919999999999898e+000	7.189195e-001	1.600540e-002
3.929999999999898e+000	7.190865e-001	1.605457e-002
3.939999999999898e+000	7.192529e-001	1.610374e-002
3.949999999999898e+000	7.194190e-001	1.615291e-002
3.959999999999897e+000	7.195847e-001	1.620208e-002
3.969999999999897e+000	7.197499e-001	1.625125e-002
3.979999999999897e+000	7.199148e-001	1.630043e-002
3.989999999999897e+000	7.200792e-001	1.634960e-002
3.999999999999897e+000	7.202433e-001	1.639878e-002
4.009999999999897e+000	7.204069e-001	1.644797e-002
4.019999999999897e+000	7.205701e-001	1.649715e-002
4.029999999999896e+000	7.207330e-001	1.654634e-002
4.039999999999896e+000	7.208954e-001	1.659552e-002
4.049999999999896e+000	7.210575e-001	1.664471e-002
4.059999999999896e+000	7.212192e-001	1.669390e-002
4.069999999999896e+000	7.213804e-001	1.674310e-002
4.079999999999895e+000	7.215413e-001	1.679229e-002
4.089999999999895e+000	7.217019e-001	1.684149e-002
4.099999999999895e+000	7.218620e-001	1.689069e-002
4.109999999999895e+000	7.220218e-001	1.693989e-002
4.119999999999894e+000	7.221811e-001	1.698910e-002
4.129999999999894e+000	7.223401e-001	1.703830e-002
4.139999999999894e+000	7.224988e-001	1.708751e-002
4.149999999999894e+000	7.226570e-001	1.713672e-002
4.159999999999894e+000	7.228149e-001	1.718592e-002
4.169999999999893e+000	7.229725e-001	1.723514e-002
4.179999999999893e+000	7.231296e-001	1.728435e-002
4.189999999999893e+000	7.232864e-001	1.733357e-002
4.199999999999893e+000	7.234429e-001	1.738279e-002
4.209999999999893e+000	7.235990e-001	1.743201e-002
4.219999999999892e+000	7.237546e-001	1.748123e-002
4.229999999999892e+000	7.239100e-001	1.753045e-002
4.239999999999892e+000	7.240651e-001	1.757967e-002
4.249999999999892e+000	7.242197e-001	1.762890e-002
4.259999999999891e+000	7.243741e-001	1.767813e-002
4.269999999999891e+000	7.245281e-001	1.772736e-002
4.279999999999891e+000	7.246817e-001	1.777659e-002
4.289999999999891e+000	7.248350e-001	1.782583e-002
4.299999999999891e+000	7.249879e-001	1.787506e-002
4.309999999999890e+000	7.251406e-001	1.792430e-002
4.319999999999890e+000	7.252929e-001	1.797354e-002
4.329999999999890e+000	7.254448e-001	1.802278e-002
4.339999999999890e+000	7.255964e-001	1.807202e-002
4.349999999999890e+000	7.257477e-001	1.812126e-002
4.359999999999889e+000	7.258986e-001	1.817051e-002
4.369999999999889e+000	7.260492e-001	1.821975e-002
4.379999999999889e+000	7.261996e-001	1.826900e-002
4.389999999999889e+000	7.263495e-001	1.831825e-002
4.399999999999888e+000	7.264991e-001	1.836750e-002
4.409999999999888e+000	7.266485e-001	1.841676e-002
4.419999999999888e+000	7.267975e-001	1.846601e-002
4.429999999999888e+000	7.269462e-001	1.851527e-002
4.439999999999888e+000	7.270946e-001	1.856453e-002
4.449999999999887e+000	7.272426e-001	1.861379e-002
4.459999999999887e+000	7.273904e-001	1.866305e-002
4.469999999999887e+000	7.275378e-001	1.871231e-002
4.479999999999887e+000	7.276850e-001	1.876158e-002
4.489999999999887e+000	7.278318e-001	1.881084e-002
4.499999999999886e+000	7.279783e-001	1.886011e-002
4.509999999999886e+000	7.281245e-001	1.890938e-002
4.519999999999886e+000	7.282704e-001	1.895865e-002
4.529999999999886e+000	7.284160e-001	1.900792e-002
4.539999999999886e+000	7.285613e-001	1.905719e-002
4.549999999999885e+000	7.287063e-001	1.910647e-002
4.559999999999885e+000	7.288510e-001	1.915574e-002
4.569999999999885e+000	7.289954e-001	1.920502e-002
4.579999999999885e+000	7.291396e-001	1.925430e-002
4.589999999999884e+000	7.292834e-001	1.930358e-002
4.599999999999884e+000	7.294269e-001	1.935286e-002
4.609999999999884e+000	7.295702e-001	1.940215e-002
4.619999999999884e+000	7.297131e-001	1.945143e-002
4.629999999999884e+000	7.298558e-001	1.950072e-002
4.639999999999883e+000	7.299982e-001	1.955001e-002
4.649999999999883e+000	7.301403e-001	1.959930e-002
4.659999999999883e+000	7.302821e-001	1.964859e-002
4.669999999999883e+000	7.304236e-001	1.969788e-002
4.679999999999883e+000	7.305649e-001	1.974718e-002
4.689999999999882e+000	7.307059e-001	1.979647e-002
4.699999999999882e+000	7.308466e-001	1.984577e-002
4.709999999999882e+000	7.309870e-001	1.989507e-002
4.719999999999882e+000	7.311271e-001	1.994436e-002
4.729999999999881e+000	7.312670e-001	1.999366e-002
4.739999999999881e+000	7.314066e-001	2.004297e-002
4.749999999999881e+000	7.315460e-001	2.009227e-002
4.759999999999881e+000	7.316850e-001	2.014158e-002
