Time (s),Vin,Inv1,Inv2,Inv3
-0.000663,1,0,1,0
-0.0006625,1,0,1,0
-0.000662,1,0,1,0
-0.0006615,1,0,1,0
-0.000661,1,0,1,0
-0.0006605,1,0,1,0
-0.00066,1,0,1,0
-0.0006595,1,0,1,0
-0.000659,1,0,1,0
-0.0006585,1,0,1,0
-0.0006579999999999999,1,0,1,0
-0.0006575,1,0,1,0
-0.000657,0,0,1,0
-0.0006565,0,0,1,0
-0.000656,0,0,1,0
-0.0006555,0,1,1,0
-0.000655,0,1,1,0
-0.0006545,0,1,1,0
-0.000654,0,1,1,0
-0.0006535,0,1,1,0
-0.000653,0,1,1,0
-0.0006525,0,1,1,0
-0.000652,0,1,1,0
-0.0006515,0,1,0,0
-0.000651,0,1,0,0
-0.0006505,0,1,0,0
-0.00065,0,1,0,0
-0.0006495,0,1,0,0
-0.0006489999999999999,0,1,0,0
-0.0006485,0,1,0,0
-0.000648,0,1,0,0
-0.0006475,0,1,0,0
-0.000647,0,1,0,0
-0.0006465,0,1,0,0
-0.000646,0,1,0,1
-0.0006455,0,1,0,1
-0.000645,0,1,0,1
-0.0006445,0,1,0,1
-0.000644,0,1,0,1
-0.0006435,0,1,0,1
-0.000643,0,1,0,1
-0.0006425,0,1,0,1
-0.000642,0,1,0,1
-0.0006415,0,1,0,1
-0.000641,0,1,0,1
-0.0006405,0,1,0,1
-0.0006400000000000001,0,1,0,1
-0.0006395,0,1,0,1
-0.000639,0,1,0,1
-0.0006385,0,1,0,1
-0.000638,0,1,0,1
-0.0006375,0,1,0,1
-0.000637,1,1,0,1
-0.0006365,1,0,0,1
-0.000636,1,0,0,1
-0.0006355,1,0,0,1
-0.000635,1,0,0,1
-0.0006345,1,0,0,1
-0.000634,1,0,1,1
-0.0006334999999999999,1,0,1,1
-0.000633,1,0,1,1
-0.0006325,1,0,1,1
-0.000632,1,0,1,1
-0.0006315,1,0,1,1
-0.0006310000000000001,1,0,1,1
-0.0006305,1,0,1,0
-0.00063,1,0,1,0
-0.0006295,1,0,1,0
-0.000629,1,0,1,0
-0.0006285,1,0,1,0
-0.000628,1,0,1,0
-0.0006275,1,0,1,0
-0.000627,1,0,1,0
-0.0006265,1,0,1,0
-0.000626,1,0,1,0
-0.0006255,1,0,1,0
-0.000625,1,0,1,0
-0.0006244999999999999,1,0,1,0
-0.000624,1,0,1,0
-0.0006235,1,0,1,0
-0.000623,1,0,1,0
-0.0006225,1,0,1,0
-0.000622,1,0,1,0
-0.0006215,1,0,1,0
-0.000621,1,0,1,0
-0.0006205,1,0,1,0
-0.00062,1,0,1,0
