Freq.	V(vo)	V(n004)
1.61053439564179e+005	(-1.72640572756767e+001dB,-2.54722610241218e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.61796828464821e+005	(-1.72707037855237e+001dB,-2.55773188591082e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.62543648692725e+005	(-1.72774015842134e+001dB,-2.56827110055581e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.63293916086175e+005	(-1.72841509883811e+001dB,-2.57884373795027e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.64047646556567e+005	(-1.72909523153979e+001dB,-2.58944978826449e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.64804856088736e+005	(-1.72978058833528e+001dB,-2.60008924022438e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.65565560741303e+005	(-1.73047120110346e+001dB,-2.61076208109991e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.66329776647010e+005	(-1.73116710179132e+001dB,-2.62146829669370e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.67097520013065e+005	(-1.73186832241210e+001dB,-2.63220787132966e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.67868807121485e+005	(-1.73257489504335e+001dB,-2.64298078784165e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.68643654329442e+005	(-1.73328685182501e+001dB,-2.65378702756235e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.69422078069609e+005	(-1.73400422495740e+001dB,-2.66462657031209e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.70204094850508e+005	(-1.73472704669925e+001dB,-2.67549939438784e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.70989721256862e+005	(-1.73545534936561e+001dB,-2.68640547655231e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.71778973949945e+005	(-1.73618916532583e+001dB,-2.69734479202310e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.72571869667936e+005	(-1.73692852700142e+001dB,-2.70831731446197e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.73368425226274e+005	(-1.73767346686390e+001dB,-2.71932301596422e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.74168657518014e+005	(-1.73842401743270e+001dB,-2.73036186704820e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.74972583514187e+005	(-1.73918021127288e+001dB,-2.74143383664488e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.75780220264157e+005	(-1.73994208099294e+001dB,-2.75253889208760e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.76591584895987e+005	(-1.74070965924256e+001dB,-2.76367699910191e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.77406694616796e+005	(-1.74148297871031e+001dB,-2.77484812179550e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.78225566713130e+005	(-1.74226207212129e+001dB,-2.78605222264836e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.79048218551326e+005	(-1.74304697223481e+001dB,-2.79728926250294e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.79874667577880e+005	(-1.74383771184197e+001dB,-2.80855920055457e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.80704931319815e+005	(-1.74463432376329e+001dB,-2.81986199434194e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.81539027385059e+005	(-1.74543684084622e+001dB,-2.83119759973777e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.82376973462813e+005	(-1.74624529596264e+001dB,-2.84256597093957e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.83218787323925e+005	(-1.74705972200642e+001dB,-2.85396706046063e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.84064486821274e+005	(-1.74788015189082e+001dB,-2.86540081912114e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.84914089890142e+005	(-1.74870661854591e+001dB,-2.87686719603942e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.85767614548595e+005	(-1.74953915491603e+001dB,-2.88836613862338e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.86625078897869e+005	(-1.75037779395709e+001dB,-2.89989759256212e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.87486501122751e+005	(-1.75122256863393e+001dB,-2.91146150181771e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.88351899491963e+005	(-1.75207351191766e+001dB,-2.92305780861713e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.89221292358556e+005	(-1.75293065678288e+001dB,-2.93468645344442e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.90094698160290e+005	(-1.75379403620498e+001dB,-2.94634737503301e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.90972135420032e+005	(-1.75466368315732e+001dB,-2.95804051035817e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.91853622746149e+005	(-1.75553963060845e+001dB,-2.96976579462981e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.92739178832895e+005	(-1.75642191151926e+001dB,-2.98152316128528e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.93628822460818e+005	(-1.75731055884012e+001dB,-2.99331254198256e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.94522572497150e+005	(-1.75820560550797e+001dB,-3.00513386659348e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.95420447896210e+005	(-1.75910708444342e+001dB,-3.01698706319731e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.96322467699809e+005	(-1.76001502854780e+001dB,-3.02887205807444e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.97228651037649e+005	(-1.76092947070014e+001dB,-3.04078877570037e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.98139017127729e+005	(-1.76185044375426e+001dB,-3.05273713873982e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.99053585276758e+005	(-1.76277798053563e+001dB,-3.06471706804120e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
1.99972374880558e+005	(-1.76371211383841e+001dB,-3.07672848263117e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.00895405424480e+005	(-1.76465287642232e+001dB,-3.08877129970953e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.01822696483812e+005	(-1.76560030100954e+001dB,-3.10084543464431e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.02754267724202e+005	(-1.76655442028159e+001dB,-3.11295080096712e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.03690138902066e+005	(-1.76751526687618e+001dB,-3.12508731036869e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.04630329865015e+005	(-1.76848287338401e+001dB,-3.13725487269477e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.05574860552271e+005	(-1.76945727234560e+001dB,-3.14945339594216e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.06523750995091e+005	(-1.77043849624803e+001dB,-3.16168278625507e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.07477021317192e+005	(-1.77142657752173e+001dB,-3.17394294792175e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.08434691735178e+005	(-1.77242154853718e+001dB,-3.18623378337132e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.09396782558969e+005	(-1.77342344160166e+001dB,-3.19855519317094e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.10363314192232e+005	(-1.77443228895588e+001dB,-3.21090707602320e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.11334307132812e+005	(-1.77544812277070e+001dB,-3.22328932876382e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.12309781973167e+005	(-1.77647097514376e+001dB,-3.23570184635961e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.13289759400807e+005	(-1.77750087809611e+001dB,-3.24814452190671e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.14274260198730e+005	(-1.77853786356881e+001dB,-3.26061724662916e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.15263305245866e+005	(-1.77958196341955e+001dB,-3.27311990987770e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.16256915517515e+005	(-1.78063320941921e+001dB,-3.28565239912889e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.17255112085797e+005	(-1.78169163324839e+001dB,-3.29821459998453e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.18257916120094e+005	(-1.78275726649402e+001dB,-3.31080639617139e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.19265348887504e+005	(-1.78383014064582e+001dB,-3.32342766954124e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.20277431753288e+005	(-1.78491028709284e+001dB,-3.33607830007114e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.21294186181324e+005	(-1.78599773711996e+001dB,-3.34875816586412e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.22315633734565e+005	(-1.78709252190436e+001dB,-3.36146714315012e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.23341796075493e+005	(-1.78819467251202e+001dB,-3.37420510628727e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.24372694966577e+005	(-1.78930421989413e+001dB,-3.38697192776345e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.25408352270741e+005	(-1.79042119488359e+001dB,-3.39976747819822e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.26448789951822e+005	(-1.79154562819140e+001dB,-3.41259162634507e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.27494030075036e+005	(-1.79267755040312e+001dB,-3.42544423909396e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.28544094807449e+005	(-1.79381699197526e+001dB,-3.43832518147425e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.29599006418446e+005	(-1.79496398323171e+001dB,-3.45123431665786e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.30658787280201e+005	(-1.79611855436015e+001dB,-3.46417150596292e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.31723459868156e+005	(-1.79728073540839e+001dB,-3.47713660885762e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.32793046761491e+005	(-1.79845055628081e+001dB,-3.49012948296445e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.33867570643611e+005	(-1.79962804673474e+001dB,-3.50314998406481e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.34947054302620e+005	(-1.80081323637681e+001dB,-3.51619796610393e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.36031520631807e+005	(-1.80200615465932e+001dB,-3.52927328119615e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.37120992630134e+005	(-1.80320683087667e+001dB,-3.54237577963052e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.38215493402720e+005	(-1.80441529416166e+001dB,-3.55550530987682e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.39315046161331e+005	(-1.80563157348187e+001dB,-3.56866171859187e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.40419674224877e+005	(-1.80685569763609e+001dB,-3.58184485062621e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.41529401019899e+005	(-1.80808769525061e+001dB,-3.59505454903112e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.42644250081073e+005	(-1.80932759477562e+001dB,-3.60829065506608e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.43764245051706e+005	(-1.81057542448160e+001dB,-3.62155300820647e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.44889409684236e+005	(-1.81183121245567e+001dB,-3.63484144615168e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.46019767840738e+005	(-1.81309498659799e+001dB,-3.64815580483363e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.47155343493430e+005	(-1.81436677461814e+001dB,-3.66149591842562e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.48296160725181e+005	(-1.81564660403149e+001dB,-3.67486161935144e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.49442243730019e+005	(-1.81693450215563e+001dB,-3.68825273829506e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.50593616813649e+005	(-1.81823049610676e+001dB,-3.70166910421046e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.51750304393965e+005	(-1.81953461279611e+001dB,-3.71511054433200e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.52912331001570e+005	(-1.82084687892636e+001dB,-3.72857688418504e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.54079721280293e+005	(-1.82216732098808e+001dB,-3.74206794759698e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.55252499987716e+005	(-1.82349596525618e+001dB,-3.75558355670867e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.56430691995696e+005	(-1.82483283778638e+001dB,-3.76912353198614e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.57614322290892e+005	(-1.82617796441166e+001dB,-3.78268769223277e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.58803415975297e+005	(-1.82753137073877e+001dB,-3.79627585460176e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.59997998266771e+005	(-1.82889308214472e+001dB,-3.80988783460899e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.61198094499573e+005	(-1.83026312377333e+001dB,-3.82352344614627e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.62403730124900e+005	(-1.83164152053174e+001dB,-3.83718250149488e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.63614930711425e+005	(-1.83302829708699e+001dB,-3.85086481133960e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.64831721945843e+005	(-1.83442347786257e+001dB,-3.86457018478298e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.66054129633411e+005	(-1.83582708703506e+001dB,-3.87829842936002e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.67282179698500e+005	(-1.83723914853071e+001dB,-3.89204935105325e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.68515898185140e+005	(-1.83865968602213e+001dB,-3.90582275430810e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.69755311257578e+005	(-1.84008872292490e+001dB,-3.91961844204870e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.71000445200826e+005	(-1.84152628239431e+001dB,-3.93343621569396e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.72251326421225e+005	(-1.84297238732206e+001dB,-3.94727587517408e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.73507981447000e+005	(-1.84442706033301e+001dB,-3.96113721894738e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.74770436928827e+005	(-1.84589032378193e+001dB,-3.97502004401747e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.76038719640393e+005	(-1.84736219975036e+001dB,-3.98892414595079e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.77312856478970e+005	(-1.84884271004334e+001dB,-4.00284931889451e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.78592874465980e+005	(-1.85033187618640e+001dB,-4.01679535559474e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.79878800747570e+005	(-1.85182971942234e+001dB,-4.03076204741512e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.81170662595189e+005	(-1.85333626070822e+001dB,-4.04474918435571e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.82468487406166e+005	(-1.85485152071230e+001dB,-4.05875655507228e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.83772302704289e+005	(-1.85637551981104e+001dB,-4.07278394689586e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.85082136140389e+005	(-1.85790827808614e+001dB,-4.08683114585271e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.86398015492930e+005	(-1.85944981532156e+001dB,-4.10089793668450e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.87719968668594e+005	(-1.86100015100070e+001dB,-4.11498410286895e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.89048023702874e+005	(-1.86255930430348e+001dB,-4.12908942664072e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.90382208760672e+005	(-1.86412729410354e+001dB,-4.14321368901258e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.91722552136888e+005	(-1.86570413896548e+001dB,-4.15735666979702e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.93069082257030e+005	(-1.86728985714210e+001dB,-4.17151814762804e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.94421827677810e+005	(-1.86888446657173e+001dB,-4.18569789998332e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.95780817087753e+005	(-1.87048798487555e+001dB,-4.19989570320667e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.97146079307802e+005	(-1.87210042935502e+001dB,-4.21411133253084e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.98517643291935e+005	(-1.87372181698927e+001dB,-4.22834456210050e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.99895538127771e+005	(-1.87535216443264e+001dB,-4.24259516499562e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.01279793037195e+005	(-1.87699148801215e+001dB,-4.25686291325510e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.02670437376973e+005	(-1.87863980372514e+001dB,-4.27114757790070e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.04067500639375e+005	(-1.88029712723684e+001dB,-4.28544892896118e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.05471012452803e+005	(-1.88196347387810e+001dB,-4.29976673549684e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.06881002582414e+005	(-1.88363885864304e+001dB,-4.31410076562415e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.08297500930758e+005	(-1.88532329618692e+001dB,-4.32845078654084e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.09720537538407e+005	(-1.88701680082388e+001dB,-4.34281656455107e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.11150142584597e+005	(-1.88871938652488e+001dB,-4.35719786509097e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.12586346387860e+005	(-1.89043106691560e+001dB,-4.37159445275437e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.14029179406676e+005	(-1.89215185527446e+001dB,-4.38600609131881e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.15478672240114e+005	(-1.89388176453060e+001dB,-4.40043254377168e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.16934855628481e+005	(-1.89562080726204e+001dB,-4.41487357233680e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.18397760453975e+005	(-1.89736899569379e+001dB,-4.42932893850094e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.19867417741341e+005	(-1.89912634169610e+001dB,-4.44379840304082e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.21343858658527e+005	(-1.90089285678267e+001dB,-4.45828172605014e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.22827114517345e+005	(-1.90266855210902e+001dB,-4.47277866696691e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.24317216774137e+005	(-1.90445343847084e+001dB,-4.48728898460093e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.25814197030439e+005	(-1.90624752630247e+001dB,-4.50181243716152e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.27318087033655e+005	(-1.90805082567535e+001dB,-4.51634878228531e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.28828918677728e+005	(-1.90986334629663e+001dB,-4.53089777706438e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.30346724003816e+005	(-1.91168509750774e+001dB,-4.54545917807445e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.31871535200973e+005	(-1.91351608828314e+001dB,-4.56003274140322e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.33403384606829e+005	(-1.91535632722899e+001dB,-4.57461822267900e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.34942304708282e+005	(-1.91720582258200e+001dB,-4.58921537709935e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.36488328142177e+005	(-1.91906458220831e+001dB,-4.60382395945993e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.38041487696009e+005	(-1.92093261360238e+001dB,-4.61844372418349e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.39601816308611e+005	(-1.92280992388602e+001dB,-4.63307442534896e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.41169347070854e+005	(-1.92469651980744e+001dB,-4.64771581672069e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.42744113226350e+005	(-1.92659240774038e+001dB,-4.66236765177780e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.44326148172157e+005	(-1.92849759368327e+001dB,-4.67702968374361e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.45915485459487e+005	(-1.93041208325853e+001dB,-4.69170166561522e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.47512158794418e+005	(-1.93233588171185e+001dB,-4.70638335019314e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.49116202038605e+005	(-1.93426899391159e+001dB,-4.72107449011104e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.50727649210005e+005	(-1.93621142434824e+001dB,-4.73577483786551e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.52346534483593e+005	(-1.93816317713392e+001dB,-4.75048414584601e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.53972892192089e+005	(-1.94012425600197e+001dB,-4.76520216636479e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.55606756826684e+005	(-1.94209466430660e+001dB,-4.77992865168685e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.57248163037777e+005	(-1.94407440502258e+001dB,-4.79466335406007e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.58897145635701e+005	(-1.94606348074510e+001dB,-4.80940602574519e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.60553739591470e+005	(-1.94806189368950e+001dB,-4.82415641904604e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.62217980037515e+005	(-1.95006964569130e+001dB,-4.83891428633963e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.63889902268432e+005	(-1.95208673820612e+001dB,-4.85367938010632e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.65569541741729e+005	(-1.95411317230975e+001dB,-4.86845145295999e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.67256934078578e+005	(-1.95614894869824e+001dB,-4.88323025767822e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.68952115064571e+005	(-1.95819406768815e+001dB,-4.89801554723250e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.70655120650480e+005	(-1.96024852921672e+001dB,-4.91280707481830e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.72365986953016e+005	(-1.96231233284225e+001dB,-4.92760459388529e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.74084750255598e+005	(-1.96438547774446e+001dB,-4.94240785816740e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.75811447009124e+005	(-1.96646796272494e+001dB,-4.95721662171292e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.77546113832738e+005	(-1.96855978620770e+001dB,-4.97203063891449e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.79288787514613e+005	(-1.97066094623969e+001dB,-4.98684966453911e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.81039505012728e+005	(-1.97277144049155e+001dB,-5.00167345375803e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.82798303455650e+005	(-1.97489126625822e+001dB,-5.01650176217663e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.84565220143327e+005	(-1.97702042045982e+001dB,-5.03133434586417e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.86340292547873e+005	(-1.97915889964243e+001dB,-5.04617096138347e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.88123558314368e+005	(-1.98130669997905e+001dB,-5.06101136582055e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.89915055261652e+005	(-1.98346381727057e+001dB,-5.07585531681413e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.91714821383128e+005	(-1.98563024694680e+001dB,-5.09070257258500e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.93522894847572e+005	(-1.98780598406759e+001dB,-5.10555289196532e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.95339313999935e+005	(-1.98999102332404e+001dB,-5.12040603442786e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.97164117362164e+005	(-1.99218535903967e+001dB,-5.13526176011493e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.98997343634011e+005	(-1.99438898517179e+001dB,-5.15011982986738e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.00839031693863e+005	(-1.99660189531281e+001dB,-5.16498000525336e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.02689220599556e+005	(-1.99882408269172e+001dB,-5.17984204859693e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.04547949589214e+005	(-2.00105554017554e+001dB,-5.19470572300649e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.06415258082073e+005	(-2.00329626027089e+001dB,-5.20957079240321e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.08291185679320e+005	(-2.00554623512561e+001dB,-5.22443702154904e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.10175772164933e+005	(-2.00780545653042e+001dB,-5.23930417607476e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.12069057506525e+005	(-2.01007391592065e+001dB,-5.25417202250772e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
