Freq.	V(vo)	V(n004)
2.73507981446992e+004	(-1.65035338575963e+001dB,-4.57249418518774e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.74770436928818e+004	(-1.65037620878108e+001dB,-4.59352413262046e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.76038719640385e+004	(-1.65039924177399e+001dB,-4.61465010126293e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.77312856478961e+004	(-1.65042248665887e+001dB,-4.63587251985357e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.78592874465971e+004	(-1.65044594537361e+001dB,-4.65719181891095e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.79878800747561e+004	(-1.65046961987360e+001dB,-4.67860843073937e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.81170662595181e+004	(-1.65049351213191e+001dB,-4.70012278943432e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.82468487406158e+004	(-1.65051762413943e+001dB,-4.72173533088798e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.83772302704280e+004	(-1.65054195790501e+001dB,-4.74344649279472e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.85082136140380e+004	(-1.65056651545566e+001dB,-4.76525671465655e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.86398015492921e+004	(-1.65059129883668e+001dB,-4.78716643778855e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.87719968668585e+004	(-1.65061631011182e+001dB,-4.80917610532434e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.89048023702866e+004	(-1.65064155136347e+001dB,-4.83128616222151e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.90382208760663e+004	(-1.65066702469278e+001dB,-4.85349705526697e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.91722552136879e+004	(-1.65069273221986e+001dB,-4.87580923308242e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.93069082257021e+004	(-1.65071867608393e+001dB,-4.89822314612969e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.94421827677801e+004	(-1.65074485844350e+001dB,-4.92073924671613e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.95780817087744e+004	(-1.65077128147654e+001dB,-4.94335798899990e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.97146079307793e+004	(-1.65079794738061e+001dB,-4.96607982899536e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.98517643291925e+004	(-1.65082485837309e+001dB,-4.98890522457833e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
2.99895538127762e+004	(-1.65085201669133e+001dB,-5.01183463549142e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.01279793037186e+004	(-1.65087942459280e+001dB,-5.03486852334930e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.02670437376964e+004	(-1.65090708435531e+001dB,-5.05800735164390e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.04067500639366e+004	(-1.65093499827715e+001dB,-5.08125158574968e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.05471012452793e+004	(-1.65096316867729e+001dB,-5.10460169292887e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.06881002582404e+004	(-1.65099159789557e+001dB,-5.12805814233658e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.08297500930748e+004	(-1.65102028829283e+001dB,-5.15162140502602e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.09720537538398e+004	(-1.65104924225117e+001dB,-5.17529195395362e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.11150142584587e+004	(-1.65107846217407e+001dB,-5.19907026398415e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.12586346387850e+004	(-1.65110795048661e+001dB,-5.22295681189581e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.14029179406666e+004	(-1.65113770963566e+001dB,-5.24695207638527e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.15478672240104e+004	(-1.65116774209003e+001dB,-5.27105653807276e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.16934855628471e+004	(-1.65119805034073e+001dB,-5.29527067950701e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.18397760453966e+004	(-1.65122863690108e+001dB,-5.31959498517031e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.19867417741332e+004	(-1.65125950430699e+001dB,-5.34402994148341e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.21343858658518e+004	(-1.65129065511708e+001dB,-5.36857603681044e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.22827114517336e+004	(-1.65132209191292e+001dB,-5.39323376146383e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.24317216774127e+004	(-1.65135381729921e+001dB,-5.41800360770917e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.25814197030429e+004	(-1.65138583390402e+001dB,-5.44288606977002e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.27318087033646e+004	(-1.65141814437893e+001dB,-5.46788164383271e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.28828918677718e+004	(-1.65145075139927e+001dB,-5.49299082805110e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.30346724003806e+004	(-1.65148365766433e+001dB,-5.51821412255135e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.31871535200963e+004	(-1.65151686589754e+001dB,-5.54355202943652e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.33403384606819e+004	(-1.65155037884672e+001dB,-5.56900505279135e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.34942304708272e+004	(-1.65158419928424e+001dB,-5.59457369868674e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.36488328142167e+004	(-1.65161833000728e+001dB,-5.62025847518445e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.38041487695999e+004	(-1.65165277383801e+001dB,-5.64605989234155e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.39601816308601e+004	(-1.65168753362381e+001dB,-5.67197846221498e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.41169347070843e+004	(-1.65172261223751e+001dB,-5.69801469886597e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.42744113226339e+004	(-1.65175801257758e+001dB,-5.72416911836450e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.44326148172147e+004	(-1.65179373756836e+001dB,-5.75044223879361e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.45915485459477e+004	(-1.65182979016030e+001dB,-5.77683458025377e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.47512158794407e+004	(-1.65186617333015e+001dB,-5.80334666486718e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.49116202038595e+004	(-1.65190289008122e+001dB,-5.82997901678195e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.50727649209995e+004	(-1.65193994344358e+001dB,-5.85673216217636e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.52346534483583e+004	(-1.65197733647432e+001dB,-5.88360662926293e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.53972892192078e+004	(-1.65201507225773e+001dB,-5.91060294829260e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.55606756826674e+004	(-1.65205315390558e+001dB,-5.93772165155866e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.57248163037766e+004	(-1.65209158455737e+001dB,-5.96496327340085e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.58897145635690e+004	(-1.65213036738047e+001dB,-5.99232835020921e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.60553739591459e+004	(-1.65216950557049e+001dB,-6.01981742042804e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.62217980037504e+004	(-1.65220900235142e+001dB,-6.04743102455965e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.63889902268421e+004	(-1.65224886097589e+001dB,-6.07516970516822e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.65569541741718e+004	(-1.65228908472548e+001dB,-6.10303400688343e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.67256934078567e+004	(-1.65232967691087e+001dB,-6.13102447640419e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.68952115064560e+004	(-1.65237064087215e+001dB,-6.15914166250218e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.70655120650468e+004	(-1.65241197997905e+001dB,-6.18738611602541e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.72365986953004e+004	(-1.65245369763119e+001dB,-6.21575838990173e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.74084750255587e+004	(-1.65249579725836e+001dB,-6.24425903914214e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.75811447009113e+004	(-1.65253828232072e+001dB,-6.27288862084427e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.77546113832727e+004	(-1.65258115630910e+001dB,-6.30164769419555e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.79288787514602e+004	(-1.65262442274526e+001dB,-6.33053682047646e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.81039505012716e+004	(-1.65266808518212e+001dB,-6.35955656306372e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.82798303455638e+004	(-1.65271214720406e+001dB,-6.38870748743327e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.84565220143315e+004	(-1.65275661242716e+001dB,-6.41799016116338e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.86340292547861e+004	(-1.65280148449947e+001dB,-6.44740515393745e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.88123558314356e+004	(-1.65284676710129e+001dB,-6.47695303754704e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.89915055261640e+004	(-1.65289246394543e+001dB,-6.50663438589446e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.91714821383117e+004	(-1.65293857877748e+001dB,-6.53644977499562e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.93522894847560e+004	(-1.65298511537610e+001dB,-6.56639978298258e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.95339313999923e+004	(-1.65303207755330e+001dB,-6.59648499010610e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.97164117362152e+004	(-1.65307946915469e+001dB,-6.62670597873818e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
3.98997343633999e+004	(-1.65312729405979e+001dB,-6.65706333337432e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.00839031693850e+004	(-1.65317555618229e+001dB,-6.68755764063588e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.02689220599544e+004	(-1.65322425947036e+001dB,-6.71818948927234e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.04547949589202e+004	(-1.65327340790692e+001dB,-6.74895947016333e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.06415258082061e+004	(-1.65332300550993e+001dB,-6.77986817632068e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.08291185679307e+004	(-1.65337305633270e+001dB,-6.81091620289047e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.10175772164920e+004	(-1.65342356446415e+001dB,-6.84210414715472e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.12069057506512e+004	(-1.65347453402915e+001dB,-6.87343260853329e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.13971081856178e+004	(-1.65352596918877e+001dB,-6.90490218858543e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.15881885551347e+004	(-1.65357787414062e+001dB,-6.93651349101142e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.17801509115635e+004	(-1.65363025311913e+001dB,-6.96826712165402e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.19729993259710e+004	(-1.65368311039585e+001dB,-7.00016368849982e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.21667378882149e+004	(-1.65373645027978e+001dB,-7.03220380168047e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.23613707070310e+004	(-1.65379027711766e+001dB,-7.06438807347392e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.25569019101200e+004	(-1.65384459529430e+001dB,-7.09671711830539e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.27533356442354e+004	(-1.65389940923285e+001dB,-7.12919155274843e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.29506760752710e+004	(-1.65395472339517e+001dB,-7.16181199552556e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.31489273883497e+004	(-1.65401054228212e+001dB,-7.19457906750921e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.33480937879120e+004	(-1.65406687043388e+001dB,-7.22749339172218e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.35481794978052e+004	(-1.65412371243026e+001dB,-7.26055559333817e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.37491887613730e+004	(-1.65418107289106e+001dB,-7.29376629968221e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.39511258415455e+004	(-1.65423895647635e+001dB,-7.32712614023088e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.41539950209294e+004	(-1.65429736788686e+001dB,-7.36063574661240e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.43578006018993e+004	(-1.65435631186424e+001dB,-7.39429575260675e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.45625469066885e+004	(-1.65441579319145e+001dB,-7.42810679414545e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.47682382774810e+004	(-1.65447581669306e+001dB,-7.46206950931140e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.49748790765030e+004	(-1.65453638723561e+001dB,-7.49618453833849e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.51824736861164e+004	(-1.65459750972793e+001dB,-7.53045252361105e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.53910265089106e+004	(-1.65465918912152e+001dB,-7.56487410966331e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.56005419677968e+004	(-1.65472143041084e+001dB,-7.59944994317857e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.58110245061013e+004	(-1.65478423863369e+001dB,-7.63418067298830e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.60224785876599e+004	(-1.65484761887158e+001dB,-7.66906695007112e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.62349086969124e+004	(-1.65491157625003e+001dB,-7.70410942755160e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.64483193389981e+004	(-1.65497611593897e+001dB,-7.73930876069891e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.66627150398509e+004	(-1.65504124315305e+001dB,-7.77466560692535e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.68781003462954e+004	(-1.65510696315207e+001dB,-7.81018062578477e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.70944798261434e+004	(-1.65517328124124e+001dB,-7.84585447897072e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.73118580682910e+004	(-1.65524020277166e+001dB,-7.88168783031457e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.75302396828155e+004	(-1.65530773314058e+001dB,-7.91768134578337e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.77496293010732e+004	(-1.65537587779184e+001dB,-7.95383569347771e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.79700315757981e+004	(-1.65544464221621e+001dB,-7.99015154362918e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.81914511811999e+004	(-1.65551403195176e+001dB,-8.02662956859786e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.84138928130639e+004	(-1.65558405258425e+001dB,-8.06327044286966e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.86373611888497e+004	(-1.65565470974750e+001dB,-8.10007484305327e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.88618610477920e+004	(-1.65572600912377e+001dB,-8.13704344787721e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.90873971510007e+004	(-1.65579795644414e+001dB,-8.17417693818653e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.93139742815620e+004	(-1.65587055748890e+001dB,-8.21147599693938e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.95415972446398e+004	(-1.65594381808795e+001dB,-8.24894130920346e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
4.97702708675778e+004	(-1.65601774412113e+001dB,-8.28657356215218e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.00000000000015e+004	(-1.65609234151872e+001dB,-8.32437344506073e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.02307895139213e+004	(-1.65616761626171e+001dB,-8.36234164930194e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.04626443038357e+004	(-1.65624357438230e+001dB,-8.40047886834190e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.06955692868355e+004	(-1.65632022196424e+001dB,-8.43878579773548e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.09295694027074e+004	(-1.65639756514325e+001dB,-8.47726313512155e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.11646496140392e+004	(-1.65647561010743e+001dB,-8.51591158021811e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.14008149063252e+004	(-1.65655436309763e+001dB,-8.55473183481715e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.16380702880714e+004	(-1.65663383040793e+001dB,-8.59372460277931e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.18764207909022e+004	(-1.65671401838598e+001dB,-8.63289059002839e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.21158714696668e+004	(-1.65679493343345e+001dB,-8.67223050454553e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.23564274025466e+004	(-1.65687658200644e+001dB,-8.71174505636335e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.25980936911628e+004	(-1.65695897061589e+001dB,-8.75143495755977e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.28408754606845e+004	(-1.65704210582802e+001dB,-8.79130092225157e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.30847778599379e+004	(-1.65712599426473e+001dB,-8.83134366658788e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.33298060615145e+004	(-1.65721064260403e+001dB,-8.87156390874321e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.35759652618820e+004	(-1.65729605758049e+001dB,-8.91196236891058e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.38232606814934e+004	(-1.65738224598564e+001dB,-8.95253976929412e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.40716975648986e+004	(-1.65746921466844e+001dB,-8.99329683410157e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.43212811808550e+004	(-1.65755697053566e+001dB,-9.03423428953658e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.45720168224395e+004	(-1.65764552055237e+001dB,-9.07535286379061e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.48239098071610e+004	(-1.65773487174236e+001dB,-9.11665328703488e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.50769654770725e+004	(-1.65782503118858e+001dB,-9.15813629141173e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.53311891988851e+004	(-1.65791600603357e+001dB,-9.19980261102593e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.55865863640813e+004	(-1.65800780347995e+001dB,-9.24165298193580e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.58431623890298e+004	(-1.65810043079082e+001dB,-9.28368814214381e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.61009227151000e+004	(-1.65819389529025e+001dB,-9.32590883158726e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.63598728087773e+004	(-1.65828820436371e+001dB,-9.36831579212841e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.66200181617797e+004	(-1.65838336545852e+001dB,-9.41090976754451e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.68813642911734e+004	(-1.65847938608435e+001dB,-9.45369150351747e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.71439167394904e+004	(-1.65857627381365e+001dB,-9.49666174762338e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.74076810748460e+004	(-1.65867403628208e+001dB,-9.53982124932159e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.76726628910565e+004	(-1.65877268118907e+001dB,-9.58317075994360e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.79388678077582e+004	(-1.65887221629817e+001dB,-9.62671103268177e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.82063014705264e+004	(-1.65897264943762e+001dB,-9.67044282257743e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.84749695509954e+004	(-1.65907398850078e+001dB,-9.71436688650912e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.87448777469784e+004	(-1.65917624144658e+001dB,-9.75848398318020e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.90160317825884e+004	(-1.65927941630005e+001dB,-9.80279487310625e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.92884374083599e+004	(-1.65938352115274e+001dB,-9.84730031860232e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.95621004013707e+004	(-1.65948856416328e+001dB,-9.89200108376968e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
5.98370265653641e+004	(-1.65959455355776e+001dB,-9.93689793448230e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.01132217308726e+004	(-1.65970149763032e+001dB,-9.98199163837313e+000°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.03906917553410e+004	(-1.65980940474354e+001dB,-1.00272829648200e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.06694425232508e+004	(-1.65991828332903e+001dB,-1.00727726849310e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.09494799462453e+004	(-1.66002814188783e+001dB,-1.01184615715300e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.12308099632544e+004	(-1.66013898899096e+001dB,-1.01643503991415e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.15134385406211e+004	(-1.66025083327989e+001dB,-1.02104399439748e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.17973716722276e+004	(-1.66036368346705e+001dB,-1.02567309839090e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.20826153796226e+004	(-1.66047754833634e+001dB,-1.03032242984763e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.23691757121492e+004	(-1.66059243674359e+001dB,-1.03499206688456e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.26570587470729e+004	(-1.66070835761712e+001dB,-1.03968208778062e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.29462705897104e+004	(-1.66082531995820e+001dB,-1.04439257097501e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.32368173735597e+004	(-1.66094333284159e+001dB,-1.04912359506548e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.35287052604292e+004	(-1.66106240541601e+001dB,-1.05387523880654e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.38219404405693e+004	(-1.66118254690471e+001dB,-1.05864758110762e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.41165291328032e+004	(-1.66130376660592e+001dB,-1.06344070103125e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.44124775846589e+004	(-1.66142607389342e+001dB,-1.06825467779113e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.47097920725015e+004	(-1.66154947821701e+001dB,-1.07308959075020e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.50084789016667e+004	(-1.66167398910306e+001dB,-1.07794551941869e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.53085444065943e+004	(-1.66179961615502e+001dB,-1.08282254345208e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.56099949509624e+004	(-1.66192636905394e+001dB,-1.08772074264908e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.59128369278226e+004	(-1.66205425755901e+001dB,-1.09264019694950e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.62170767597355e+004	(-1.66218329150806e+001dB,-1.09758098643217e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.65227208989068e+004	(-1.66231348081809e+001dB,-1.10254319131274e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.68297758273244e+004	(-1.66244483548582e+001dB,-1.10752689194147e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.71382480568955e+004	(-1.66257736558820e+001dB,-1.11253216880099e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.74481441295850e+004	(-1.66271108128297e+001dB,-1.11755910250400e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.77594706175541e+004	(-1.66284599280913e+001dB,-1.12260777379095e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.80722341232998e+004	(-1.66298211048756e+001dB,-1.12767826352763e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.83864412797948e+004	(-1.66311944472149e+001dB,-1.13277065270279e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.87020987506281e+004	(-1.66325800599705e+001dB,-1.13788502242563e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.90192132301466e+004	(-1.66339780488384e+001dB,-1.14302145392334e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.93377914435968e+004	(-1.66353885203542e+001dB,-1.14818002853852e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.96578401472675e+004	(-1.66368115818990e+001dB,-1.15336082772657e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
6.99793661286333e+004	(-1.66382473417046e+001dB,-1.15856393305310e+001°)	(-3.64781748188864e+001dB,0.00000000000000e+000°)
