vi	V(vd1)	V(vo)	I(Red)
-6.450000000000076e+000	-3.058474e-008	-1.347747e+001	-1.348747e-011
-6.440000000000076e+000	-3.058005e-008	-1.347747e+001	-1.348747e-011
-6.430000000000076e+000	-3.057536e-008	-1.347747e+001	-1.348747e-011
-6.420000000000076e+000	-3.057067e-008	-1.347747e+001	-1.348747e-011
-6.410000000000077e+000	-3.056598e-008	-1.347747e+001	-1.348747e-011
-6.400000000000077e+000	-3.056129e-008	-1.347747e+001	-1.348747e-011
-6.390000000000077e+000	-3.055660e-008	-1.347747e+001	-1.348747e-011
-6.380000000000077e+000	-3.055191e-008	-1.347746e+001	-1.348746e-011
-6.370000000000077e+000	-3.054722e-008	-1.347746e+001	-1.348746e-011
-6.360000000000078e+000	-3.054253e-008	-1.347746e+001	-1.348746e-011
-6.350000000000078e+000	-3.053783e-008	-1.347746e+001	-1.348746e-011
-6.340000000000078e+000	-3.053314e-008	-1.347746e+001	-1.348746e-011
-6.330000000000078e+000	-3.052845e-008	-1.347746e+001	-1.348746e-011
-6.320000000000078e+000	-3.052376e-008	-1.347746e+001	-1.348746e-011
-6.310000000000079e+000	-3.051907e-008	-1.347746e+001	-1.348746e-011
-6.300000000000079e+000	-3.051438e-008	-1.347745e+001	-1.348745e-011
-6.290000000000079e+000	-3.050969e-008	-1.347745e+001	-1.348745e-011
-6.280000000000079e+000	-3.050500e-008	-1.347745e+001	-1.348745e-011
-6.270000000000080e+000	-3.050031e-008	-1.347745e+001	-1.348745e-011
-6.260000000000080e+000	-3.049562e-008	-1.347745e+001	-1.348745e-011
-6.250000000000080e+000	-3.049093e-008	-1.347745e+001	-1.348745e-011
-6.240000000000080e+000	-3.048624e-008	-1.347745e+001	-1.348745e-011
-6.230000000000080e+000	-3.048154e-008	-1.347745e+001	-1.348745e-011
-6.220000000000081e+000	-3.047685e-008	-1.347744e+001	-1.348744e-011
-6.210000000000081e+000	-3.047217e-008	-1.347744e+001	-1.348744e-011
-6.200000000000081e+000	-3.046747e-008	-1.347744e+001	-1.348744e-011
-6.190000000000081e+000	-3.046278e-008	-1.347744e+001	-1.348744e-011
-6.180000000000081e+000	-3.045809e-008	-1.347744e+001	-1.348744e-011
-6.170000000000082e+000	-3.045340e-008	-1.347744e+001	-1.348744e-011
-6.160000000000082e+000	-3.044871e-008	-1.347744e+001	-1.348744e-011
-6.150000000000082e+000	-3.044402e-008	-1.347744e+001	-1.348744e-011
-6.140000000000082e+000	-3.043933e-008	-1.347744e+001	-1.348743e-011
-6.130000000000083e+000	-3.043464e-008	-1.347743e+001	-1.348743e-011
-6.120000000000083e+000	-3.042995e-008	-1.347743e+001	-1.348743e-011
-6.110000000000083e+000	-3.042526e-008	-1.347743e+001	-1.348743e-011
-6.100000000000083e+000	-3.042057e-008	-1.347743e+001	-1.348743e-011
-6.090000000000083e+000	-3.041588e-008	-1.347743e+001	-1.348743e-011
-6.080000000000084e+000	-3.041118e-008	-1.347743e+001	-1.348743e-011
-6.070000000000084e+000	-3.040649e-008	-1.347743e+001	-1.348743e-011
-6.060000000000084e+000	-3.040180e-008	-1.347742e+001	-1.348742e-011
-6.050000000000084e+000	-3.039711e-008	-1.347742e+001	-1.348742e-011
-6.040000000000084e+000	-3.039242e-008	-1.347742e+001	-1.348742e-011
-6.030000000000085e+000	-3.038773e-008	-1.347742e+001	-1.348742e-011
-6.020000000000085e+000	-3.038304e-008	-1.347742e+001	-1.348742e-011
-6.010000000000085e+000	-3.037835e-008	-1.347742e+001	-1.348742e-011
-6.000000000000085e+000	-3.037366e-008	-1.347742e+001	-1.348742e-011
-5.990000000000086e+000	-3.036897e-008	-1.347742e+001	-1.348742e-011
-5.980000000000086e+000	-3.036428e-008	-1.347742e+001	-1.348742e-011
-5.970000000000086e+000	-3.035959e-008	-1.347741e+001	-1.348741e-011
-5.960000000000086e+000	-3.035489e-008	-1.347741e+001	-1.348741e-011
-5.950000000000086e+000	-3.035020e-008	-1.347741e+001	-1.348741e-011
-5.940000000000087e+000	-3.034551e-008	-1.347741e+001	-1.348741e-011
-5.930000000000087e+000	-3.034082e-008	-1.347741e+001	-1.348741e-011
-5.920000000000087e+000	-3.033613e-008	-1.347741e+001	-1.348741e-011
-5.910000000000087e+000	-3.033144e-008	-1.347741e+001	-1.348741e-011
-5.900000000000087e+000	-3.032675e-008	-1.347740e+001	-1.348740e-011
-5.890000000000088e+000	-3.032206e-008	-1.347740e+001	-1.348740e-011
-5.880000000000088e+000	-3.031737e-008	-1.347740e+001	-1.348740e-011
-5.870000000000088e+000	-3.031268e-008	-1.347740e+001	-1.348740e-011
-5.860000000000088e+000	-3.030799e-008	-1.347740e+001	-1.348740e-011
-5.850000000000089e+000	-3.030330e-008	-1.347740e+001	-1.348740e-011
-5.840000000000089e+000	-3.029860e-008	-1.347740e+001	-1.348740e-011
-5.830000000000089e+000	-3.029391e-008	-1.347740e+001	-1.348740e-011
-5.820000000000089e+000	-3.028923e-008	-1.347740e+001	-1.348740e-011
-5.810000000000089e+000	-3.028453e-008	-1.347739e+001	-1.348739e-011
-5.800000000000090e+000	-3.027984e-008	-1.347739e+001	-1.348739e-011
-5.790000000000090e+000	-3.027515e-008	-1.347739e+001	-1.348739e-011
-5.780000000000090e+000	-3.027046e-008	-1.347739e+001	-1.348739e-011
-5.770000000000090e+000	-3.026577e-008	-1.347739e+001	-1.348739e-011
-5.760000000000090e+000	-3.026108e-008	-1.347739e+001	-1.348739e-011
-5.750000000000091e+000	-3.025639e-008	-1.347739e+001	-1.348739e-011
-5.740000000000091e+000	-3.025170e-008	-1.347738e+001	-1.348738e-011
-5.730000000000091e+000	-3.024701e-008	-1.347738e+001	-1.348738e-011
-5.720000000000091e+000	-3.024232e-008	-1.347738e+001	-1.348738e-011
-5.710000000000091e+000	-3.023763e-008	-1.347738e+001	-1.348738e-011
-5.700000000000092e+000	-3.023294e-008	-1.347738e+001	-1.348738e-011
-5.690000000000092e+000	-3.022824e-008	-1.347738e+001	-1.348738e-011
-5.680000000000092e+000	-3.022355e-008	-1.347738e+001	-1.348738e-011
-5.670000000000092e+000	-3.021886e-008	-1.347738e+001	-1.348738e-011
-5.660000000000093e+000	-3.021417e-008	-1.347738e+001	-1.348738e-011
-5.650000000000093e+000	-3.020948e-008	-1.347737e+001	-1.348737e-011
-5.640000000000093e+000	-3.020479e-008	-1.347737e+001	-1.348737e-011
-5.630000000000093e+000	-3.020010e-008	-1.347737e+001	-1.348737e-011
-5.620000000000093e+000	-3.019541e-008	-1.347737e+001	-1.348737e-011
-5.610000000000094e+000	-3.019072e-008	-1.347737e+001	-1.348737e-011
-5.600000000000094e+000	-3.018603e-008	-1.347737e+001	-1.348737e-011
-5.590000000000094e+000	-3.018134e-008	-1.347737e+001	-1.348737e-011
-5.580000000000094e+000	-3.017665e-008	-1.347737e+001	-1.348736e-011
-5.570000000000094e+000	-3.017195e-008	-1.347736e+001	-1.348736e-011
-5.560000000000095e+000	-3.016726e-008	-1.347736e+001	-1.348736e-011
-5.550000000000095e+000	-3.016257e-008	-1.347736e+001	-1.348736e-011
-5.540000000000095e+000	-3.015788e-008	-1.347736e+001	-1.348736e-011
-5.530000000000095e+000	-3.015319e-008	-1.347736e+001	-1.348736e-011
-5.520000000000096e+000	-3.014850e-008	-1.347736e+001	-1.348736e-011
-5.510000000000096e+000	-3.014381e-008	-1.347736e+001	-1.348736e-011
-5.500000000000096e+000	-3.013912e-008	-1.347736e+001	-1.348736e-011
-5.490000000000096e+000	-3.013443e-008	-1.347735e+001	-1.348735e-011
-5.480000000000096e+000	-3.012974e-008	-1.347735e+001	-1.348735e-011
-5.470000000000097e+000	-3.012505e-008	-1.347735e+001	-1.348735e-011
-5.460000000000097e+000	-3.012036e-008	-1.347735e+001	-1.348735e-011
-5.450000000000097e+000	-3.011566e-008	-1.347735e+001	-1.348735e-011
-5.440000000000097e+000	-3.011098e-008	-1.347735e+001	-1.348735e-011
-5.430000000000097e+000	-3.010629e-008	-1.347735e+001	-1.348735e-011
-5.420000000000098e+000	-3.010159e-008	-1.347735e+001	-1.348734e-011
-5.410000000000098e+000	-3.009690e-008	-1.347734e+001	-1.348734e-011
-5.400000000000098e+000	-3.009221e-008	-1.347734e+001	-1.348734e-011
-5.390000000000098e+000	-3.008752e-008	-1.347734e+001	-1.348734e-011
-5.380000000000099e+000	-3.008283e-008	-1.347734e+001	-1.348734e-011
-5.370000000000099e+000	-3.007814e-008	-1.347734e+001	-1.348734e-011
-5.360000000000099e+000	-3.007345e-008	-1.347734e+001	-1.348734e-011
-5.350000000000099e+000	-3.006876e-008	-1.347734e+001	-1.348734e-011
-5.340000000000099e+000	-3.006407e-008	-1.347733e+001	-1.348734e-011
-5.330000000000100e+000	-3.005938e-008	-1.347733e+001	-1.348733e-011
-5.320000000000100e+000	-3.005469e-008	-1.347733e+001	-1.348733e-011
-5.310000000000100e+000	-3.005000e-008	-1.347733e+001	-1.348733e-011
-5.300000000000100e+000	-3.004530e-008	-1.347733e+001	-1.348733e-011
-5.290000000000100e+000	-3.004061e-008	-1.347733e+001	-1.348733e-011
-5.280000000000101e+000	-3.003592e-008	-1.347733e+001	-1.348733e-011
-5.270000000000101e+000	-3.003123e-008	-1.347733e+001	-1.348733e-011
-5.260000000000101e+000	-3.002654e-008	-1.347733e+001	-1.348732e-011
-5.250000000000101e+000	-3.002185e-008	-1.347732e+001	-1.348732e-011
-5.240000000000102e+000	-3.001716e-008	-1.347732e+001	-1.348732e-011
-5.230000000000102e+000	-3.001247e-008	-1.347732e+001	-1.348732e-011
-5.220000000000102e+000	-3.000778e-008	-1.347732e+001	-1.348732e-011
-5.210000000000102e+000	-3.000309e-008	-1.347732e+001	-1.348732e-011
-5.200000000000102e+000	-2.999840e-008	-1.347732e+001	-1.348732e-011
-5.190000000000103e+000	-2.999371e-008	-1.347732e+001	-1.348732e-011
-5.180000000000103e+000	-2.998901e-008	-1.347731e+001	-1.348732e-011
-5.170000000000103e+000	-2.998432e-008	-1.347731e+001	-1.348731e-011
-5.160000000000103e+000	-2.997963e-008	-1.347731e+001	-1.348731e-011
-5.150000000000103e+000	-2.997494e-008	-1.347731e+001	-1.348731e-011
-5.140000000000104e+000	-2.997025e-008	-1.347731e+001	-1.348731e-011
-5.130000000000104e+000	-2.996556e-008	-1.347731e+001	-1.348731e-011
-5.120000000000104e+000	-2.996087e-008	-1.347731e+001	-1.348731e-011
-5.110000000000104e+000	-2.995618e-008	-1.347731e+001	-1.348731e-011
-5.100000000000104e+000	-2.995149e-008	-1.347731e+001	-1.348731e-011
-5.090000000000105e+000	-2.994680e-008	-1.347730e+001	-1.348730e-011
-5.080000000000105e+000	-2.994211e-008	-1.347730e+001	-1.348730e-011
-5.070000000000105e+000	-2.993742e-008	-1.347730e+001	-1.348730e-011
-5.060000000000105e+000	-2.993272e-008	-1.347730e+001	-1.348730e-011
-5.050000000000106e+000	-2.992804e-008	-1.347730e+001	-1.348730e-011
-5.040000000000106e+000	-2.992335e-008	-1.347730e+001	-1.348730e-011
-5.030000000000106e+000	-2.991865e-008	-1.347730e+001	-1.348730e-011
-5.020000000000106e+000	-2.991396e-008	-1.347730e+001	-1.348730e-011
-5.010000000000106e+000	-2.990927e-008	-1.347729e+001	-1.348729e-011
-5.000000000000107e+000	-2.990458e-008	-1.347729e+001	-1.348729e-011
-4.990000000000107e+000	-2.989989e-008	-1.347729e+001	-1.348729e-011
-4.980000000000107e+000	-2.989520e-008	-1.347729e+001	-1.348729e-011
-4.970000000000107e+000	-2.989051e-008	-1.347729e+001	-1.348729e-011
-4.960000000000107e+000	-2.988582e-008	-1.347729e+001	-1.348729e-011
-4.950000000000108e+000	-2.988113e-008	-1.347729e+001	-1.348729e-011
-4.940000000000108e+000	-2.987644e-008	-1.347729e+001	-1.348729e-011
-4.930000000000108e+000	-2.987175e-008	-1.347728e+001	-1.348728e-011
-4.920000000000108e+000	-2.986706e-008	-1.347728e+001	-1.348728e-011
-4.910000000000109e+000	-2.986236e-008	-1.347728e+001	-1.348728e-011
-4.900000000000109e+000	-2.985767e-008	-1.347728e+001	-1.348728e-011
-4.890000000000109e+000	-2.985298e-008	-1.347728e+001	-1.348728e-011
-4.880000000000109e+000	-2.984829e-008	-1.347728e+001	-1.348728e-011
-4.870000000000109e+000	-2.984360e-008	-1.347728e+001	-1.348728e-011
-4.860000000000110e+000	-2.983891e-008	-1.347728e+001	-1.348728e-011
-4.850000000000110e+000	-2.983422e-008	-1.347727e+001	-1.348727e-011
-4.840000000000110e+000	-2.982953e-008	-1.347727e+001	-1.348727e-011
-4.830000000000110e+000	-2.982484e-008	-1.347727e+001	-1.348727e-011
-4.820000000000110e+000	-2.982015e-008	-1.347727e+001	-1.348727e-011
-4.810000000000111e+000	-2.981546e-008	-1.347727e+001	-1.348727e-011
-4.800000000000111e+000	-2.981077e-008	-1.347727e+001	-1.348727e-011
-4.790000000000111e+000	-2.980607e-008	-1.347727e+001	-1.348727e-011
-4.780000000000111e+000	-2.980138e-008	-1.347727e+001	-1.348727e-011
-4.770000000000112e+000	-2.979669e-008	-1.347726e+001	-1.348726e-011
-4.760000000000112e+000	-2.979200e-008	-1.347726e+001	-1.348726e-011
-4.750000000000112e+000	-2.978731e-008	-1.347726e+001	-1.348726e-011
-4.740000000000112e+000	-2.978262e-008	-1.347726e+001	-1.348726e-011
-4.730000000000112e+000	-2.977793e-008	-1.347726e+001	-1.348726e-011
-4.720000000000113e+000	-2.977324e-008	-1.347726e+001	-1.348726e-011
-4.710000000000113e+000	-2.976855e-008	-1.347726e+001	-1.348726e-011
-4.700000000000113e+000	-2.976386e-008	-1.347726e+001	-1.348726e-011
-4.690000000000113e+000	-2.975917e-008	-1.347725e+001	-1.348725e-011
-4.680000000000113e+000	-2.975448e-008	-1.347725e+001	-1.348725e-011
-4.670000000000114e+000	-2.974979e-008	-1.347725e+001	-1.348725e-011
-4.660000000000114e+000	-2.974510e-008	-1.347725e+001	-1.348725e-011
-4.650000000000114e+000	-2.974041e-008	-1.347725e+001	-1.348725e-011
-4.640000000000114e+000	-2.973571e-008	-1.347725e+001	-1.348725e-011
-4.630000000000115e+000	-2.973102e-008	-1.347725e+001	-1.348725e-011
-4.620000000000115e+000	-2.972633e-008	-1.347725e+001	-1.348725e-011
-4.610000000000115e+000	-2.972164e-008	-1.347724e+001	-1.348724e-011
-4.600000000000115e+000	-2.971695e-008	-1.347724e+001	-1.348724e-011
-4.590000000000115e+000	-2.971226e-008	-1.347724e+001	-1.348724e-011
-4.580000000000116e+000	-2.970757e-008	-1.347724e+001	-1.348724e-011
-4.570000000000116e+000	-2.970288e-008	-1.347724e+001	-1.348724e-011
-4.560000000000116e+000	-2.969819e-008	-1.347724e+001	-1.348724e-011
-4.550000000000116e+000	-2.969350e-008	-1.347724e+001	-1.348724e-011
-4.540000000000116e+000	-2.968881e-008	-1.347724e+001	-1.348724e-011
-4.530000000000117e+000	-2.968412e-008	-1.347723e+001	-1.348723e-011
-4.520000000000117e+000	-2.967943e-008	-1.347723e+001	-1.348723e-011
-4.510000000000117e+000	-2.967474e-008	-1.347723e+001	-1.348723e-011
-4.500000000000117e+000	-2.967004e-008	-1.347723e+001	-1.348723e-011
-4.490000000000118e+000	-2.966535e-008	-1.347723e+001	-1.348723e-011
-4.480000000000118e+000	-2.966066e-008	-1.347723e+001	-1.348723e-011
-4.470000000000118e+000	-2.965597e-008	-1.347723e+001	-1.348723e-011
-4.460000000000118e+000	-2.965128e-008	-1.347723e+001	-1.348723e-011
-4.450000000000118e+000	-2.964659e-008	-1.347722e+001	-1.348722e-011
-4.440000000000119e+000	-2.964190e-008	-1.347722e+001	-1.348722e-011
-4.430000000000119e+000	-2.963721e-008	-1.347722e+001	-1.348722e-011
-4.420000000000119e+000	-2.963252e-008	-1.347722e+001	-1.348722e-011
-4.410000000000119e+000	-2.962783e-008	-1.347722e+001	-1.348722e-011
-4.400000000000119e+000	-2.962314e-008	-1.347722e+001	-1.348722e-011
-4.390000000000120e+000	-2.961845e-008	-1.347722e+001	-1.348722e-011
-4.380000000000120e+000	-2.961376e-008	-1.347722e+001	-1.348722e-011
-4.370000000000120e+000	-2.960907e-008	-1.347721e+001	-1.348721e-011
-4.360000000000120e+000	-2.960437e-008	-1.347721e+001	-1.348721e-011
-4.350000000000120e+000	-2.959968e-008	-1.347721e+001	-1.348721e-011
-4.340000000000121e+000	-2.959499e-008	-1.347721e+001	-1.348721e-011
-4.330000000000121e+000	-2.959030e-008	-1.347721e+001	-1.348721e-011
-4.320000000000121e+000	-2.958561e-008	-1.347721e+001	-1.348721e-011
-4.310000000000121e+000	-2.958092e-008	-1.347721e+001	-1.348721e-011
-4.300000000000122e+000	-2.957623e-008	-1.347721e+001	-1.348721e-011
-4.290000000000122e+000	-2.957154e-008	-1.347720e+001	-1.348720e-011
-4.280000000000122e+000	-2.956685e-008	-1.347720e+001	-1.348720e-011
-4.270000000000122e+000	-2.956216e-008	-1.347720e+001	-1.348720e-011
-4.260000000000122e+000	-2.955747e-008	-1.347720e+001	-1.348720e-011
-4.250000000000123e+000	-2.955278e-008	-1.347720e+001	-1.348720e-011
-4.240000000000123e+000	-2.954808e-008	-1.347720e+001	-1.348720e-011
-4.230000000000123e+000	-2.954339e-008	-1.347720e+001	-1.348720e-011
-4.220000000000123e+000	-2.953870e-008	-1.347720e+001	-1.348720e-011
-4.210000000000123e+000	-2.953401e-008	-1.347719e+001	-1.348719e-011
-4.200000000000124e+000	-2.952932e-008	-1.347719e+001	-1.348719e-011
-4.190000000000124e+000	-2.952463e-008	-1.347719e+001	-1.348719e-011
-4.180000000000124e+000	-2.951994e-008	-1.347719e+001	-1.348719e-011
-4.170000000000124e+000	-2.951525e-008	-1.347719e+001	-1.348719e-011
-4.160000000000125e+000	-2.951056e-008	-1.347719e+001	-1.348719e-011
-4.150000000000125e+000	-2.950587e-008	-1.347719e+001	-1.348719e-011
-4.140000000000125e+000	-2.950118e-008	-1.347719e+001	-1.348719e-011
-4.130000000000125e+000	-2.949649e-008	-1.347718e+001	-1.348718e-011
-4.120000000000125e+000	-2.949180e-008	-1.347718e+001	-1.348718e-011
-4.110000000000126e+000	-2.948711e-008	-1.347718e+001	-1.348718e-011
-4.100000000000126e+000	-2.948241e-008	-1.347718e+001	-1.348718e-011
-4.090000000000126e+000	-2.947772e-008	-1.347718e+001	-1.348718e-011
-4.080000000000126e+000	-2.947303e-008	-1.347718e+001	-1.348718e-011
-4.070000000000126e+000	-2.946834e-008	-1.347718e+001	-1.348718e-011
-4.060000000000127e+000	-2.946365e-008	-1.347718e+001	-1.348718e-011
-4.050000000000127e+000	-2.945896e-008	-1.347717e+001	-1.348717e-011
-4.040000000000127e+000	-2.945427e-008	-1.347717e+001	-1.348717e-011
-4.030000000000127e+000	-2.944958e-008	-1.347717e+001	-1.348717e-011
-4.020000000000128e+000	-2.944489e-008	-1.347717e+001	-1.348717e-011
-4.010000000000128e+000	-2.944020e-008	-1.347717e+001	-1.348717e-011
-4.000000000000128e+000	-2.943551e-008	-1.347717e+001	-1.348717e-011
-3.990000000000128e+000	-2.943082e-008	-1.347717e+001	-1.348717e-011
-3.980000000000128e+000	-2.942613e-008	-1.347717e+001	-1.348717e-011
-3.970000000000129e+000	-2.942144e-008	-1.347716e+001	-1.348716e-011
-3.960000000000129e+000	-2.941674e-008	-1.347716e+001	-1.348716e-011
-3.950000000000129e+000	-2.941205e-008	-1.347716e+001	-1.348716e-011
-3.940000000000129e+000	-2.940736e-008	-1.347716e+001	-1.348716e-011
-3.930000000000129e+000	-2.940267e-008	-1.347716e+001	-1.348716e-011
-3.920000000000130e+000	-2.939798e-008	-1.347716e+001	-1.348716e-011
-3.910000000000130e+000	-2.939329e-008	-1.347716e+001	-1.348716e-011
-3.900000000000130e+000	-2.938860e-008	-1.347716e+001	-1.348715e-011
-3.890000000000130e+000	-2.938391e-008	-1.347715e+001	-1.348715e-011
-3.880000000000131e+000	-2.937922e-008	-1.347715e+001	-1.348715e-011
-3.870000000000131e+000	-2.937453e-008	-1.347715e+001	-1.348715e-011
-3.860000000000131e+000	-2.936984e-008	-1.347715e+001	-1.348715e-011
-3.850000000000131e+000	-2.936515e-008	-1.347715e+001	-1.348715e-011
-3.840000000000131e+000	-2.936046e-008	-1.347715e+001	-1.348715e-011
-3.830000000000132e+000	-2.935577e-008	-1.347715e+001	-1.348715e-011
-3.820000000000132e+000	-2.935107e-008	-1.347715e+001	-1.348715e-011
-3.810000000000132e+000	-2.934638e-008	-1.347714e+001	-1.348714e-011
-3.800000000000132e+000	-2.934169e-008	-1.347714e+001	-1.348714e-011
-3.790000000000132e+000	-2.933700e-008	-1.347714e+001	-1.348714e-011
-3.780000000000133e+000	-2.933231e-008	-1.347714e+001	-1.348714e-011
-3.770000000000133e+000	-2.932762e-008	-1.347714e+001	-1.348714e-011
-3.760000000000133e+000	-2.932293e-008	-1.347714e+001	-1.348714e-011
-3.750000000000133e+000	-2.931824e-008	-1.347714e+001	-1.348714e-011
-3.740000000000133e+000	-2.931355e-008	-1.347714e+001	-1.348714e-011
-3.730000000000134e+000	-2.930886e-008	-1.347713e+001	-1.348713e-011
-3.720000000000134e+000	-2.930417e-008	-1.347713e+001	-1.348713e-011
-3.710000000000134e+000	-2.929948e-008	-1.347713e+001	-1.348713e-011
-3.700000000000134e+000	-2.929479e-008	-1.347713e+001	-1.348713e-011
-3.690000000000135e+000	-2.929009e-008	-1.347713e+001	-1.348713e-011
-3.680000000000135e+000	-2.928540e-008	-1.347713e+001	-1.348713e-011
-3.670000000000135e+000	-2.928071e-008	-1.347713e+001	-1.348713e-011
-3.660000000000135e+000	-2.927602e-008	-1.347713e+001	-1.348713e-011
-3.650000000000135e+000	-2.927133e-008	-1.347712e+001	-1.348712e-011
-3.640000000000136e+000	-2.926664e-008	-1.347712e+001	-1.348712e-011
-3.630000000000136e+000	-2.926195e-008	-1.347712e+001	-1.348712e-011
-3.620000000000136e+000	-2.925726e-008	-1.347712e+001	-1.348712e-011
-3.610000000000136e+000	-2.925257e-008	-1.347712e+001	-1.348712e-011
-3.600000000000136e+000	-2.924788e-008	-1.347712e+001	-1.348712e-011
-3.590000000000137e+000	-2.924319e-008	-1.347712e+001	-1.348712e-011
-3.580000000000137e+000	-2.923850e-008	-1.347712e+001	-1.348712e-011
-3.570000000000137e+000	-2.923381e-008	-1.347711e+001	-1.348711e-011
-3.560000000000137e+000	-2.922912e-008	-1.347711e+001	-1.348711e-011
-3.550000000000138e+000	-2.922443e-008	-1.347711e+001	-1.348711e-011
-3.540000000000138e+000	-2.921973e-008	-1.347711e+001	-1.348711e-011
-3.530000000000138e+000	-2.921504e-008	-1.347711e+001	-1.348711e-011
-3.520000000000138e+000	-2.921035e-008	-1.347711e+001	-1.348711e-011
-3.510000000000138e+000	-2.920566e-008	-1.347711e+001	-1.348711e-011
-3.500000000000139e+000	-2.920097e-008	-1.347711e+001	-1.348711e-011
-3.490000000000139e+000	-2.919628e-008	-1.347710e+001	-1.348710e-011
-3.480000000000139e+000	-2.919159e-008	-1.347710e+001	-1.348710e-011
-3.470000000000139e+000	-2.918690e-008	-1.347710e+001	-1.348710e-011
-3.460000000000139e+000	-2.918221e-008	-1.347710e+001	-1.348710e-011
-3.450000000000140e+000	-2.917752e-008	-1.347710e+001	-1.348710e-011
-3.440000000000140e+000	-2.917283e-008	-1.347710e+001	-1.348710e-011
-3.430000000000140e+000	-2.916814e-008	-1.347710e+001	-1.348710e-011
-3.420000000000140e+000	-2.916344e-008	-1.347710e+001	-1.348710e-011
-3.410000000000141e+000	-2.915876e-008	-1.347709e+001	-1.348709e-011
-3.400000000000141e+000	-2.915406e-008	-1.347709e+001	-1.348709e-011
-3.390000000000141e+000	-2.914937e-008	-1.347709e+001	-1.348709e-011
-3.380000000000141e+000	-2.914468e-008	-1.347709e+001	-1.348709e-011
-3.370000000000141e+000	-2.913999e-008	-1.347709e+001	-1.348709e-011
-3.360000000000142e+000	-2.913530e-008	-1.347709e+001	-1.348709e-011
-3.350000000000142e+000	-2.913061e-008	-1.347709e+001	-1.348709e-011
-3.340000000000142e+000	-2.912592e-008	-1.347709e+001	-1.348708e-011
-3.330000000000142e+000	-2.912123e-008	-1.347708e+001	-1.348708e-011
-3.320000000000142e+000	-2.911654e-008	-1.347708e+001	-1.348708e-011
-3.310000000000143e+000	-2.911185e-008	-1.347708e+001	-1.348708e-011
-3.300000000000143e+000	-2.910716e-008	-1.347708e+001	-1.348708e-011
-3.290000000000143e+000	-2.910247e-008	-1.347708e+001	-1.348708e-011
-3.280000000000143e+000	-2.909777e-008	-1.347708e+001	-1.348708e-011
-3.270000000000144e+000	-2.909309e-008	-1.347708e+001	-1.348708e-011
-3.260000000000144e+000	-2.908839e-008	-1.347707e+001	-1.348708e-011
-3.250000000000144e+000	-2.908370e-008	-1.347707e+001	-1.348707e-011
-3.240000000000144e+000	-2.907901e-008	-1.347707e+001	-1.348707e-011
-3.230000000000144e+000	-2.907432e-008	-1.347707e+001	-1.348707e-011
-3.220000000000145e+000	-2.906963e-008	-1.347707e+001	-1.348707e-011
-3.210000000000145e+000	-2.906494e-008	-1.347707e+001	-1.348707e-011
-3.200000000000145e+000	-2.906025e-008	-1.347707e+001	-1.348707e-011
-3.190000000000145e+000	-2.905556e-008	-1.347707e+001	-1.348707e-011
-3.180000000000145e+000	-2.905087e-008	-1.347707e+001	-1.348706e-011
-3.170000000000146e+000	-2.904618e-008	-1.347706e+001	-1.348706e-011
-3.160000000000146e+000	-2.904149e-008	-1.347706e+001	-1.348706e-011
-3.150000000000146e+000	-2.903680e-008	-1.347706e+001	-1.348706e-011
-3.140000000000146e+000	-2.903210e-008	-1.347706e+001	-1.348706e-011
-3.130000000000146e+000	-2.902742e-008	-1.347706e+001	-1.348706e-011
-3.120000000000147e+000	-2.902272e-008	-1.347706e+001	-1.348706e-011
-3.110000000000147e+000	-2.901803e-008	-1.347706e+001	-1.348706e-011
-3.100000000000147e+000	-2.901334e-008	-1.347705e+001	-1.348706e-011
-3.090000000000147e+000	-2.900865e-008	-1.347705e+001	-1.348705e-011
-3.080000000000148e+000	-2.900396e-008	-1.347705e+001	-1.348705e-011
-3.070000000000148e+000	-2.899927e-008	-1.347705e+001	-1.348705e-011
-3.060000000000148e+000	-2.899458e-008	-1.347705e+001	-1.348705e-011
-3.050000000000148e+000	-2.898989e-008	-1.347705e+001	-1.348705e-011
-3.040000000000148e+000	-2.898520e-008	-1.347705e+001	-1.348705e-011
-3.030000000000149e+000	-2.898051e-008	-1.347705e+001	-1.348705e-011
-3.020000000000149e+000	-2.897582e-008	-1.347705e+001	-1.348704e-011
-3.010000000000149e+000	-2.897113e-008	-1.347704e+001	-1.348704e-011
-3.000000000000149e+000	-2.896643e-008	-1.347704e+001	-1.348704e-011
-2.990000000000149e+000	-2.896175e-008	-1.347704e+001	-1.348704e-011
-2.980000000000150e+000	-2.895705e-008	-1.347704e+001	-1.348704e-011
-2.970000000000150e+000	-2.895236e-008	-1.347704e+001	-1.348704e-011
-2.960000000000150e+000	-2.894767e-008	-1.347704e+001	-1.348704e-011
-2.950000000000150e+000	-2.894298e-008	-1.347704e+001	-1.348704e-011
-2.940000000000151e+000	-2.893829e-008	-1.347703e+001	-1.348703e-011
-2.930000000000151e+000	-2.893360e-008	-1.347703e+001	-1.348703e-011
-2.920000000000151e+000	-2.892891e-008	-1.347703e+001	-1.348703e-011
-2.910000000000151e+000	-2.892422e-008	-1.347703e+001	-1.348703e-011
-2.900000000000151e+000	-2.891953e-008	-1.347703e+001	-1.348703e-011
-2.890000000000152e+000	-2.891484e-008	-1.347703e+001	-1.348703e-011
-2.880000000000152e+000	-2.891015e-008	-1.347703e+001	-1.348703e-011
