vi	V(vd1)	V(vo)	I(Red)
-2.870000000000152e+000	-2.890546e-008	-1.347703e+001	-1.348703e-011
-2.860000000000152e+000	-2.890077e-008	-1.347703e+001	-1.348702e-011
-2.850000000000152e+000	-2.889607e-008	-1.347702e+001	-1.348702e-011
-2.840000000000153e+000	-2.889138e-008	-1.347702e+001	-1.348702e-011
-2.830000000000153e+000	-2.888669e-008	-1.347702e+001	-1.348702e-011
-2.820000000000153e+000	-2.888200e-008	-1.347702e+001	-1.348702e-011
-2.810000000000153e+000	-2.887731e-008	-1.347702e+001	-1.348702e-011
-2.800000000000154e+000	-2.887262e-008	-1.347702e+001	-1.348702e-011
-2.790000000000154e+000	-2.886793e-008	-1.347702e+001	-1.348702e-011
-2.780000000000154e+000	-2.886324e-008	-1.347701e+001	-1.348701e-011
-2.770000000000154e+000	-2.885855e-008	-1.347701e+001	-1.348701e-011
-2.760000000000154e+000	-2.885386e-008	-1.347701e+001	-1.348701e-011
-2.750000000000155e+000	-2.884917e-008	-1.347701e+001	-1.348701e-011
-2.740000000000155e+000	-2.884448e-008	-1.347701e+001	-1.348701e-011
-2.730000000000155e+000	-2.883979e-008	-1.347701e+001	-1.348701e-011
-2.720000000000155e+000	-2.883510e-008	-1.347701e+001	-1.348701e-011
-2.710000000000155e+000	-2.883040e-008	-1.347701e+001	-1.348701e-011
-2.700000000000156e+000	-2.882571e-008	-1.347701e+001	-1.348700e-011
-2.690000000000156e+000	-2.882102e-008	-1.347700e+001	-1.348700e-011
-2.680000000000156e+000	-2.881633e-008	-1.347700e+001	-1.348700e-011
-2.670000000000156e+000	-2.881164e-008	-1.347700e+001	-1.348700e-011
-2.660000000000157e+000	-2.880695e-008	-1.347700e+001	-1.348700e-011
-2.650000000000157e+000	-2.880226e-008	-1.347700e+001	-1.348700e-011
-2.640000000000157e+000	-2.879757e-008	-1.347700e+001	-1.348700e-011
-2.630000000000157e+000	-2.879288e-008	-1.347700e+001	-1.348700e-011
-2.620000000000157e+000	-2.878819e-008	-1.347699e+001	-1.348699e-011
-2.610000000000158e+000	-2.878350e-008	-1.347699e+001	-1.348699e-011
-2.600000000000158e+000	-2.877881e-008	-1.347699e+001	-1.348699e-011
-2.590000000000158e+000	-2.877412e-008	-1.347699e+001	-1.348699e-011
-2.580000000000158e+000	-2.876943e-008	-1.347699e+001	-1.348699e-011
-2.570000000000158e+000	-2.876473e-008	-1.347699e+001	-1.348699e-011
-2.560000000000159e+000	-2.876005e-008	-1.347699e+001	-1.348699e-011
-2.550000000000159e+000	-2.875535e-008	-1.347699e+001	-1.348699e-011
-2.540000000000159e+000	-2.875066e-008	-1.347698e+001	-1.348698e-011
-2.530000000000159e+000	-2.874597e-008	-1.347698e+001	-1.348698e-011
-2.520000000000159e+000	-2.874128e-008	-1.347698e+001	-1.348698e-011
-2.510000000000160e+000	-2.873659e-008	-1.347698e+001	-1.348698e-011
-2.500000000000160e+000	-2.873190e-008	-1.347698e+001	-1.348698e-011
-2.490000000000160e+000	-2.872721e-008	-1.347698e+001	-1.348698e-011
-2.480000000000160e+000	-2.872252e-008	-1.347698e+001	-1.348698e-011
-2.470000000000161e+000	-2.871783e-008	-1.347698e+001	-1.348698e-011
-2.460000000000161e+000	-2.871314e-008	-1.347697e+001	-1.348697e-011
-2.450000000000161e+000	-2.870845e-008	-1.347697e+001	-1.348697e-011
-2.440000000000161e+000	-2.870376e-008	-1.347697e+001	-1.348697e-011
-2.430000000000161e+000	-2.869906e-008	-1.347697e+001	-1.348697e-011
-2.420000000000162e+000	-2.869437e-008	-1.347697e+001	-1.348697e-011
-2.410000000000162e+000	-2.868968e-008	-1.347697e+001	-1.348697e-011
-2.400000000000162e+000	-2.868499e-008	-1.347697e+001	-1.348697e-011
-2.390000000000162e+000	-2.868030e-008	-1.347697e+001	-1.348697e-011
-2.380000000000162e+000	-2.867561e-008	-1.347696e+001	-1.348696e-011
-2.370000000000163e+000	-2.867092e-008	-1.347696e+001	-1.348696e-011
-2.360000000000163e+000	-2.866623e-008	-1.347696e+001	-1.348696e-011
-2.350000000000163e+000	-2.866154e-008	-1.347696e+001	-1.348696e-011
-2.340000000000163e+000	-2.865685e-008	-1.347696e+001	-1.348696e-011
-2.330000000000164e+000	-2.865216e-008	-1.347696e+001	-1.348696e-011
-2.320000000000164e+000	-2.864747e-008	-1.347696e+001	-1.348696e-011
-2.310000000000164e+000	-2.864278e-008	-1.347696e+001	-1.348696e-011
-2.300000000000164e+000	-2.863809e-008	-1.347695e+001	-1.348695e-011
-2.290000000000164e+000	-2.863340e-008	-1.347695e+001	-1.348695e-011
-2.280000000000165e+000	-2.862870e-008	-1.347695e+001	-1.348695e-011
-2.270000000000165e+000	-2.862401e-008	-1.347695e+001	-1.348695e-011
-2.260000000000165e+000	-2.861932e-008	-1.347695e+001	-1.348695e-011
-2.250000000000165e+000	-2.861463e-008	-1.347695e+001	-1.348695e-011
-2.240000000000165e+000	-2.860994e-008	-1.347695e+001	-1.348695e-011
-2.230000000000166e+000	-2.860525e-008	-1.347694e+001	-1.348695e-011
-2.220000000000166e+000	-2.860056e-008	-1.347694e+001	-1.348694e-011
-2.210000000000166e+000	-2.859587e-008	-1.347694e+001	-1.348694e-011
-2.200000000000166e+000	-2.859118e-008	-1.347694e+001	-1.348694e-011
-2.190000000000167e+000	-2.858649e-008	-1.347694e+001	-1.348694e-011
-2.180000000000167e+000	-2.858180e-008	-1.347694e+001	-1.348694e-011
-2.170000000000167e+000	-2.857711e-008	-1.347694e+001	-1.348694e-011
-2.160000000000167e+000	-2.857242e-008	-1.347694e+001	-1.348694e-011
-2.150000000000167e+000	-2.856773e-008	-1.347694e+001	-1.348694e-011
-2.140000000000168e+000	-2.856303e-008	-1.347693e+001	-1.348693e-011
-2.130000000000168e+000	-2.855835e-008	-1.347693e+001	-1.348693e-011
-2.120000000000168e+000	-2.855365e-008	-1.347693e+001	-1.348693e-011
-2.110000000000168e+000	-2.854896e-008	-1.347693e+001	-1.348693e-011
-2.100000000000168e+000	-2.854427e-008	-1.347693e+001	-1.348693e-011
-2.090000000000169e+000	-2.853958e-008	-1.347693e+001	-1.348693e-011
-2.080000000000169e+000	-2.853489e-008	-1.347693e+001	-1.348693e-011
-2.070000000000169e+000	-2.853020e-008	-1.347692e+001	-1.348693e-011
-2.060000000000169e+000	-2.852551e-008	-1.347692e+001	-1.348692e-011
-2.050000000000170e+000	-2.852082e-008	-1.347692e+001	-1.348692e-011
-2.040000000000170e+000	-2.851613e-008	-1.347692e+001	-1.348692e-011
-2.030000000000170e+000	-2.851144e-008	-1.347692e+001	-1.348692e-011
-2.020000000000170e+000	-2.850675e-008	-1.347692e+001	-1.348692e-011
-2.010000000000170e+000	-2.850206e-008	-1.347692e+001	-1.348692e-011
-2.000000000000171e+000	-2.849737e-008	-1.347692e+001	-1.348692e-011
-1.990000000000171e+000	-2.849267e-008	-1.347692e+001	-1.348691e-011
-1.980000000000171e+000	-2.848798e-008	-1.347691e+001	-1.348691e-011
-1.970000000000171e+000	-2.848329e-008	-1.347691e+001	-1.348691e-011
-1.960000000000171e+000	-2.847860e-008	-1.347691e+001	-1.348691e-011
-1.950000000000171e+000	-2.847391e-008	-1.347691e+001	-1.348691e-011
-1.940000000000171e+000	-2.846922e-008	-1.347691e+001	-1.348691e-011
-1.930000000000171e+000	-2.846453e-008	-1.347691e+001	-1.348691e-011
-1.920000000000171e+000	-2.845984e-008	-1.347691e+001	-1.348691e-011
-1.910000000000171e+000	-2.845515e-008	-1.347690e+001	-1.348691e-011
-1.900000000000170e+000	-2.845046e-008	-1.347690e+001	-1.348690e-011
-1.890000000000170e+000	-2.844577e-008	-1.347690e+001	-1.348690e-011
-1.880000000000170e+000	-2.844108e-008	-1.347690e+001	-1.348690e-011
-1.870000000000170e+000	-2.843639e-008	-1.347690e+001	-1.348690e-011
-1.860000000000170e+000	-2.843170e-008	-1.347690e+001	-1.348690e-011
-1.850000000000170e+000	-2.842700e-008	-1.347690e+001	-1.348690e-011
-1.840000000000170e+000	-2.842232e-008	-1.347690e+001	-1.348690e-011
-1.830000000000170e+000	-2.841762e-008	-1.347689e+001	-1.348689e-011
-1.820000000000170e+000	-2.841293e-008	-1.347689e+001	-1.348689e-011
-1.810000000000170e+000	-2.840824e-008	-1.347689e+001	-1.348689e-011
-1.800000000000170e+000	-2.840355e-008	-1.347689e+001	-1.348689e-011
-1.790000000000170e+000	-2.839886e-008	-1.347689e+001	-1.348689e-011
-1.780000000000170e+000	-2.839417e-008	-1.347689e+001	-1.348689e-011
-1.770000000000170e+000	-2.838948e-008	-1.347689e+001	-1.348689e-011
-1.760000000000170e+000	-2.838479e-008	-1.347689e+001	-1.348689e-011
-1.750000000000170e+000	-2.838010e-008	-1.347688e+001	-1.348688e-011
-1.740000000000170e+000	-2.837541e-008	-1.347688e+001	-1.348688e-011
-1.730000000000170e+000	-2.837072e-008	-1.347688e+001	-1.348688e-011
-1.720000000000170e+000	-2.836603e-008	-1.347688e+001	-1.348688e-011
-1.710000000000170e+000	-2.836134e-008	-1.347688e+001	-1.348688e-011
-1.700000000000170e+000	-2.835665e-008	-1.347688e+001	-1.348688e-011
-1.690000000000170e+000	-2.835195e-008	-1.347688e+001	-1.348688e-011
-1.680000000000170e+000	-2.834726e-008	-1.347688e+001	-1.348688e-011
-1.670000000000170e+000	-2.834257e-008	-1.347687e+001	-1.348687e-011
-1.660000000000170e+000	-2.833788e-008	-1.347687e+001	-1.348687e-011
-1.650000000000170e+000	-2.833319e-008	-1.347687e+001	-1.348687e-011
-1.640000000000170e+000	-2.832850e-008	-1.347687e+001	-1.348687e-011
-1.630000000000170e+000	-2.832381e-008	-1.347687e+001	-1.348687e-011
-1.620000000000170e+000	-2.831912e-008	-1.347687e+001	-1.348687e-011
-1.610000000000170e+000	-2.831443e-008	-1.347687e+001	-1.348687e-011
-1.600000000000170e+000	-2.830974e-008	-1.347687e+001	-1.348687e-011
-1.590000000000170e+000	-2.830505e-008	-1.347686e+001	-1.348686e-011
-1.580000000000170e+000	-2.830036e-008	-1.347686e+001	-1.348686e-011
-1.570000000000170e+000	-2.829567e-008	-1.347686e+001	-1.348686e-011
-1.560000000000170e+000	-2.829097e-008	-1.347686e+001	-1.348686e-011
-1.550000000000170e+000	-2.828629e-008	-1.347686e+001	-1.348686e-011
-1.540000000000170e+000	-2.828159e-008	-1.347686e+001	-1.348686e-011
-1.530000000000170e+000	-2.827690e-008	-1.347686e+001	-1.348686e-011
-1.520000000000170e+000	-2.827221e-008	-1.347686e+001	-1.348686e-011
-1.510000000000170e+000	-2.826752e-008	-1.347685e+001	-1.348685e-011
-1.500000000000170e+000	-2.826283e-008	-1.347685e+001	-1.348685e-011
-1.490000000000170e+000	-2.825814e-008	-1.347685e+001	-1.348685e-011
-1.480000000000170e+000	-2.825345e-008	-1.347685e+001	-1.348685e-011
-1.470000000000170e+000	-2.824876e-008	-1.347685e+001	-1.348685e-011
-1.460000000000170e+000	-2.824407e-008	-1.347685e+001	-1.348685e-011
-1.450000000000170e+000	-2.823938e-008	-1.347685e+001	-1.348685e-011
-1.440000000000170e+000	-2.823469e-008	-1.347684e+001	-1.348685e-011
-1.430000000000170e+000	-2.823000e-008	-1.347684e+001	-1.348684e-011
-1.420000000000170e+000	-2.822531e-008	-1.347684e+001	-1.348684e-011
-1.410000000000170e+000	-2.822062e-008	-1.347684e+001	-1.348684e-011
-1.400000000000170e+000	-2.821592e-008	-1.347684e+001	-1.348684e-011
-1.390000000000170e+000	-2.821123e-008	-1.347684e+001	-1.348684e-011
-1.380000000000170e+000	-2.820654e-008	-1.347684e+001	-1.348684e-011
-1.370000000000170e+000	-2.820185e-008	-1.347684e+001	-1.348684e-011
-1.360000000000170e+000	-2.819716e-008	-1.347684e+001	-1.348683e-011
-1.350000000000170e+000	-2.819247e-008	-1.347683e+001	-1.348683e-011
-1.340000000000170e+000	-2.818778e-008	-1.347683e+001	-1.348683e-011
-1.330000000000170e+000	-2.818309e-008	-1.347683e+001	-1.348683e-011
-1.320000000000170e+000	-2.817840e-008	-1.347683e+001	-1.348683e-011
-1.310000000000170e+000	-2.817371e-008	-1.347683e+001	-1.348683e-011
-1.300000000000170e+000	-2.816902e-008	-1.347683e+001	-1.348683e-011
-1.290000000000170e+000	-2.816433e-008	-1.347683e+001	-1.348683e-011
-1.280000000000170e+000	-2.815964e-008	-1.347682e+001	-1.348682e-011
-1.270000000000170e+000	-2.815495e-008	-1.347682e+001	-1.348682e-011
-1.260000000000170e+000	-2.815026e-008	-1.347682e+001	-1.348682e-011
-1.250000000000170e+000	-2.814556e-008	-1.347682e+001	-1.348682e-011
-1.240000000000170e+000	-2.814087e-008	-1.347682e+001	-1.348682e-011
-1.230000000000170e+000	-2.813618e-008	-1.347682e+001	-1.348682e-011
-1.220000000000170e+000	-2.813149e-008	-1.347682e+001	-1.348682e-011
-1.210000000000170e+000	-2.812680e-008	-1.347682e+001	-1.348682e-011
-1.200000000000170e+000	-2.812211e-008	-1.347682e+001	-1.348681e-011
-1.190000000000170e+000	-2.811742e-008	-1.347681e+001	-1.348681e-011
-1.180000000000170e+000	-2.811273e-008	-1.347681e+001	-1.348681e-011
-1.170000000000170e+000	-2.810804e-008	-1.347681e+001	-1.348681e-011
-1.160000000000170e+000	-2.810335e-008	-1.347681e+001	-1.348681e-011
-1.150000000000170e+000	-2.809866e-008	-1.347681e+001	-1.348681e-011
-1.140000000000170e+000	-2.809397e-008	-1.347681e+001	-1.348681e-011
-1.130000000000170e+000	-2.808928e-008	-1.347681e+001	-1.348681e-011
-1.120000000000170e+000	-2.808459e-008	-1.347680e+001	-1.348680e-011
-1.110000000000170e+000	-2.807990e-008	-1.347680e+001	-1.348680e-011
-1.100000000000170e+000	-2.807520e-008	-1.347680e+001	-1.348680e-011
-1.090000000000170e+000	-2.807051e-008	-1.347680e+001	-1.348680e-011
-1.080000000000170e+000	-2.806582e-008	-1.347680e+001	-1.348680e-011
-1.070000000000170e+000	-2.806113e-008	-1.347680e+001	-1.348680e-011
-1.060000000000170e+000	-2.805644e-008	-1.347680e+001	-1.348680e-011
-1.050000000000170e+000	-2.805175e-008	-1.347680e+001	-1.348680e-011
-1.040000000000170e+000	-2.804706e-008	-1.347679e+001	-1.348679e-011
-1.030000000000170e+000	-2.804237e-008	-1.347679e+001	-1.348679e-011
-1.020000000000170e+000	-2.803768e-008	-1.347679e+001	-1.348679e-011
-1.010000000000170e+000	-2.803299e-008	-1.347679e+001	-1.348679e-011
-1.000000000000170e+000	-2.802830e-008	-1.347679e+001	-1.348679e-011
-9.900000000001696e-001	-2.802361e-008	-1.347679e+001	-1.348679e-011
-9.800000000001696e-001	-2.801892e-008	-1.347679e+001	-1.348679e-011
-9.700000000001696e-001	-2.801423e-008	-1.347679e+001	-1.348679e-011
-9.600000000001696e-001	-2.800953e-008	-1.347678e+001	-1.348678e-011
-9.500000000001696e-001	-2.800484e-008	-1.347678e+001	-1.348678e-011
-9.400000000001696e-001	-2.800015e-008	-1.347678e+001	-1.348678e-011
-9.300000000001696e-001	-2.799546e-008	-1.347678e+001	-1.348678e-011
-9.200000000001696e-001	-2.799077e-008	-1.347678e+001	-1.348678e-011
-9.100000000001696e-001	-2.798608e-008	-1.347678e+001	-1.348678e-011
-9.000000000001696e-001	-2.798139e-008	-1.347678e+001	-1.348678e-011
-8.900000000001695e-001	-2.797670e-008	-1.347678e+001	-1.348678e-011
-8.800000000001695e-001	-2.797201e-008	-1.347677e+001	-1.348677e-011
-8.700000000001695e-001	-2.796732e-008	-1.347677e+001	-1.348677e-011
-8.600000000001695e-001	-2.796263e-008	-1.347677e+001	-1.348677e-011
-8.500000000001695e-001	-2.795794e-008	-1.347677e+001	-1.348677e-011
-8.400000000001695e-001	-2.795322e-008	-1.347676e+001	-1.348676e-011
-8.300000000001695e-001	-2.794846e-008	-1.347674e+001	-1.348674e-011
-8.200000000001695e-001	-2.794367e-008	-1.347670e+001	-1.348670e-011
-8.100000000001695e-001	-2.793883e-008	-1.347665e+001	-1.348665e-011
-8.000000000001695e-001	-2.793396e-008	-1.347658e+001	-1.348658e-011
-7.900000000001695e-001	-2.792906e-008	-1.347651e+001	-1.348651e-011
-7.800000000001695e-001	-2.792412e-008	-1.347642e+001	-1.348642e-011
-7.700000000001694e-001	-2.791915e-008	-1.347632e+001	-1.348632e-011
-7.600000000001694e-001	-2.791415e-008	-1.347621e+001	-1.348621e-011
-7.500000000001694e-001	-2.790912e-008	-1.347609e+001	-1.348609e-011
-7.400000000001694e-001	-2.790406e-008	-1.347596e+001	-1.348596e-011
-7.300000000001694e-001	-2.789897e-008	-1.347581e+001	-1.348581e-011
-7.200000000001694e-001	-2.789386e-008	-1.347566e+001	-1.348566e-011
-7.100000000001694e-001	-2.788871e-008	-1.347549e+001	-1.348549e-011
-7.000000000001694e-001	-2.788354e-008	-1.347532e+001	-1.348532e-011
-6.900000000001694e-001	-2.787835e-008	-1.347513e+001	-1.348513e-011
-6.800000000001694e-001	-2.787313e-008	-1.347493e+001	-1.348493e-011
-6.700000000001694e-001	-2.786789e-008	-1.347472e+001	-1.348472e-011
-6.600000000001693e-001	-2.786262e-008	-1.347450e+001	-1.348450e-011
-6.500000000001693e-001	-2.785734e-008	-1.347427e+001	-1.348427e-011
-6.400000000001693e-001	-2.785203e-008	-1.347403e+001	-1.348403e-011
-6.300000000001693e-001	-2.784670e-008	-1.347378e+001	-1.348378e-011
-6.200000000001693e-001	-2.784135e-008	-1.347352e+001	-1.348352e-011
-6.100000000001693e-001	-2.783598e-008	-1.347325e+001	-1.348325e-011
-6.000000000001693e-001	-2.783060e-008	-1.347296e+001	-1.348296e-011
-5.900000000001693e-001	-2.782519e-008	-1.347267e+001	-1.348267e-011
-5.800000000001693e-001	-2.781977e-008	-1.347236e+001	-1.348236e-011
-5.700000000001693e-001	-2.781433e-008	-1.347205e+001	-1.348205e-011
-5.600000000001693e-001	-2.780887e-008	-1.347172e+001	-1.348172e-011
-5.500000000001692e-001	-2.780340e-008	-1.347138e+001	-1.348138e-011
-5.400000000001692e-001	-2.779791e-008	-1.347102e+001	-1.348102e-011
-5.300000000001692e-001	-2.779241e-008	-1.347066e+001	-1.348066e-011
-5.200000000001692e-001	-2.778689e-008	-1.347028e+001	-1.348028e-011
-5.100000000001692e-001	-2.778136e-008	-1.346989e+001	-1.347989e-011
-5.000000000001692e-001	-2.777581e-008	-1.346949e+001	-1.347949e-011
-4.900000000001692e-001	-2.777025e-008	-1.346907e+001	-1.347907e-011
-4.800000000001692e-001	-2.776468e-008	-1.346864e+001	-1.347864e-011
-4.700000000001692e-001	-2.775910e-008	-1.346819e+001	-1.347819e-011
-4.600000000001692e-001	-2.775350e-008	-1.346773e+001	-1.347773e-011
-4.500000000001692e-001	-2.774789e-008	-1.346726e+001	-1.347726e-011
-4.400000000001691e-001	-2.774227e-008	-1.346677e+001	-1.347677e-011
-4.300000000001691e-001	-2.773664e-008	-1.346626e+001	-1.347626e-011
-4.200000000001691e-001	-2.773100e-008	-1.346574e+001	-1.347574e-011
-4.100000000001691e-001	-2.772535e-008	-1.346520e+001	-1.347520e-011
-4.000000000001691e-001	-2.771969e-008	-1.346464e+001	-1.347465e-011
-3.900000000001691e-001	-2.771402e-008	-1.346407e+001	-1.347407e-011
-3.800000000001691e-001	-2.770834e-008	-1.346347e+001	-1.347347e-011
-3.700000000001691e-001	-2.770264e-008	-1.346286e+001	-1.347286e-011
-3.600000000001691e-001	-2.769694e-008	-1.346222e+001	-1.347222e-011
-3.500000000001691e-001	-2.769123e-008	-1.346156e+001	-1.347156e-011
-3.400000000001691e-001	-2.768551e-008	-1.346088e+001	-1.347088e-011
-3.300000000001691e-001	-2.767977e-008	-1.346017e+001	-1.347017e-011
-3.200000000001690e-001	-2.767403e-008	-1.345943e+001	-1.346943e-011
-3.100000000001690e-001	-2.766828e-008	-1.345867e+001	-1.346867e-011
-3.000000000001690e-001	-2.766252e-008	-1.345788e+001	-1.346788e-011
-2.900000000001690e-001	-2.765675e-008	-1.345706e+001	-1.346706e-011
-2.800000000001690e-001	-2.765096e-008	-1.345621e+001	-1.346621e-011
-2.700000000001690e-001	-2.764517e-008	-1.345532e+001	-1.346532e-011
-2.600000000001690e-001	-2.763936e-008	-1.345439e+001	-1.346439e-011
-2.500000000001690e-001	-2.763354e-008	-1.345342e+001	-1.346342e-011
-2.400000000001690e-001	-2.762770e-008	-1.345241e+001	-1.346241e-011
-2.300000000001690e-001	-2.762185e-008	-1.345135e+001	-1.346135e-011
-2.200000000001690e-001	-2.761598e-008	-1.345024e+001	-1.346025e-011
-2.100000000001689e-001	-2.761010e-008	-1.344908e+001	-1.345908e-011
-2.000000000001689e-001	-2.760419e-008	-1.344786e+001	-1.345786e-011
-1.900000000001689e-001	-2.759827e-008	-1.344656e+001	-1.345656e-011
-1.800000000001689e-001	-2.759231e-008	-1.344520e+001	-1.345520e-011
-1.700000000001689e-001	-2.758633e-008	-1.344375e+001	-1.345375e-011
-1.600000000001689e-001	-2.758032e-008	-1.344221e+001	-1.345221e-011
-1.500000000001689e-001	-2.757427e-008	-1.344057e+001	-1.345057e-011
-1.400000000001689e-001	-2.756817e-008	-1.343881e+001	-1.344881e-011
-1.300000000001689e-001	-2.756202e-008	-1.343692e+001	-1.344692e-011
-1.200000000001689e-001	-2.755582e-008	-1.343487e+001	-1.344487e-011
-1.100000000001689e-001	-2.754954e-008	-1.343264e+001	-1.344264e-011
-1.000000000001689e-001	-2.754317e-008	-1.343019e+001	-1.344019e-011
-9.000000000016889e-002	-2.753669e-008	-1.342748e+001	-1.343748e-011
-8.000000000016889e-002	-2.753008e-008	-1.342445e+001	-1.343444e-011
-7.000000000016890e-002	-2.752329e-008	-1.342100e+001	-1.343100e-011
-6.000000000016890e-002	-2.751626e-008	-1.341702e+001	-1.342702e-011
-5.000000000016890e-002	-2.750891e-008	-1.341232e+001	-1.342231e-011
-4.000000000016889e-002	-2.750108e-008	-1.340656e+001	-1.341653e-011
-3.000000000016889e-002	-2.749248e-008	-1.339914e+001	-1.340908e-011
-2.000000000016889e-002	-2.748251e-008	-1.338876e+001	-1.339857e-011
-1.000000000016889e-002	-2.746890e-008	-1.337058e+001	-1.338056e-011
-1.688892081741500e-013	9.335280e-006	3.752047e-001	1.990781e-008
9.999999999831111e-003	1.000820e-002	5.655644e-001	2.129409e-005
1.999999999983111e-002	2.000778e-002	5.934877e-001	4.256979e-005
2.999999999983111e-002	3.000739e-002	6.139824e-001	6.384555e-005
3.999999999983112e-002	4.000701e-002	6.315786e-001	8.512134e-005
4.999999999983112e-002	5.000664e-002	6.472485e-001	1.063971e-004
5.999999999983112e-002	6.000627e-002	6.619080e-001	1.276730e-004
6.999999999983111e-002	7.000591e-002	6.758831e-001	1.489488e-004
7.999999999983111e-002	8.000555e-002	6.893324e-001	1.702246e-004
8.999999999983110e-002	9.000519e-002	7.023759e-001	1.915004e-004
9.999999999983110e-002	1.000048e-001	7.150993e-001	2.127763e-004
1.099999999998311e-001	1.100045e-001	7.275632e-001	2.340521e-004
1.199999999998311e-001	1.200041e-001	7.398128e-001	2.553279e-004
1.299999999998311e-001	1.300038e-001	7.518824e-001	2.766038e-004
1.399999999998311e-001	1.400034e-001	7.637985e-001	2.978796e-004
1.499999999998311e-001	1.500030e-001	7.755824e-001	3.191555e-004
1.599999999998311e-001	1.600027e-001	7.872512e-001	3.404313e-004
1.699999999998311e-001	1.700023e-001	7.988188e-001	3.617071e-004
1.799999999998311e-001	1.800020e-001	8.102967e-001	3.829830e-004
1.899999999998311e-001	1.900016e-001	8.216947e-001	4.042588e-004
1.999999999998312e-001	2.000013e-001	8.330209e-001	4.255347e-004
2.099999999998312e-001	2.100009e-001	8.442825e-001	4.468105e-004
2.199999999998312e-001	2.200006e-001	8.554853e-001	4.680864e-004
2.299999999998312e-001	2.300002e-001	8.666347e-001	4.893622e-004
2.399999999998312e-001	2.399999e-001	8.777350e-001	5.106381e-004
2.499999999998312e-001	2.499995e-001	8.887905e-001	5.319139e-004
2.599999999998312e-001	2.599992e-001	8.998046e-001	5.531898e-004
2.699999999998312e-001	2.699988e-001	9.107803e-001	5.744656e-004
2.799999999998312e-001	2.799985e-001	9.217206e-001	5.957415e-004
2.899999999998312e-001	2.899981e-001	9.326279e-001	6.170173e-004
2.999999999998312e-001	2.999978e-001	9.435043e-001	6.382932e-004
3.099999999998312e-001	3.099974e-001	9.543521e-001	6.595691e-004
3.199999999998313e-001	3.199971e-001	9.651729e-001	6.808449e-004
3.299999999998313e-001	3.299967e-001	9.759684e-001	7.021207e-004
3.399999999998313e-001	3.399964e-001	9.867402e-001	7.233966e-004
3.499999999998313e-001	3.499960e-001	9.974896e-001	7.446724e-004
3.599999999998313e-001	3.599957e-001	1.008218e+000	7.659483e-004
3.699999999998313e-001	3.699953e-001	1.018926e+000	7.872242e-004
3.799999999998313e-001	3.799950e-001	1.029616e+000	8.085000e-004
3.899999999998313e-001	3.899946e-001	1.040287e+000	8.297758e-004
3.999999999998313e-001	3.999943e-001	1.050941e+000	8.510517e-004
4.099999999998313e-001	4.099939e-001	1.061580e+000	8.723275e-004
4.199999999998313e-001	4.199936e-001	1.072203e+000	8.936034e-004
4.299999999998314e-001	4.299932e-001	1.082811e+000	9.148793e-004
4.399999999998314e-001	4.399929e-001	1.093405e+000	9.361551e-004
4.499999999998314e-001	4.499925e-001	1.103986e+000	9.574310e-004
4.599999999998314e-001	4.599922e-001	1.114554e+000	9.787068e-004
4.699999999998314e-001	4.699918e-001	1.125110e+000	9.999827e-004
4.799999999998314e-001	4.799915e-001	1.135654e+000	1.021259e-003
4.899999999998314e-001	4.899911e-001	1.146187e+000	1.042534e-003
4.999999999998314e-001	4.999908e-001	1.156710e+000	1.063810e-003
5.099999999998314e-001	5.099905e-001	1.167221e+000	1.085086e-003
5.199999999998314e-001	5.199901e-001	1.177723e+000	1.106362e-003
5.299999999998314e-001	5.299897e-001	1.188216e+000	1.127638e-003
5.399999999998314e-001	5.399894e-001	1.198699e+000	1.148914e-003
5.499999999998314e-001	5.499890e-001	1.209173e+000	1.170189e-003
5.599999999998314e-001	5.599887e-001	1.219639e+000	1.191465e-003
5.699999999998314e-001	5.699883e-001	1.230096e+000	1.212741e-003
5.799999999998314e-001	5.799880e-001	1.240546e+000	1.234017e-003
5.899999999998314e-001	5.899876e-001	1.250987e+000	1.255293e-003
5.999999999998315e-001	5.999873e-001	1.261422e+000	1.276569e-003
6.099999999998315e-001	6.099870e-001	1.271849e+000	1.297845e-003
6.199999999998315e-001	6.199866e-001	1.282269e+000	1.319120e-003
6.299999999998315e-001	6.299862e-001	1.292683e+000	1.340396e-003
6.399999999998315e-001	6.399859e-001	1.303089e+000	1.361672e-003
6.499999999998315e-001	6.499856e-001	1.313490e+000	1.382948e-003
6.599999999998315e-001	6.599852e-001	1.323885e+000	1.404224e-003
6.699999999998315e-001	6.699848e-001	1.334273e+000	1.425500e-003
6.799999999998315e-001	6.799845e-001	1.344656e+000	1.446776e-003
6.899999999998315e-001	6.899841e-001	1.355033e+000	1.468051e-003
6.999999999998315e-001	6.999838e-001	1.365405e+000	1.489327e-003
7.099999999998315e-001	7.099835e-001	1.375772e+000	1.510603e-003
7.199999999998316e-001	7.199831e-001	1.386133e+000	1.531879e-003
7.299999999998316e-001	7.299827e-001	1.396490e+000	1.553155e-003
7.399999999998316e-001	7.399824e-001	1.406841e+000	1.574431e-003
7.499999999998316e-001	7.499821e-001	1.417188e+000	1.595707e-003
7.599999999998316e-001	7.599817e-001	1.427530e+000	1.616982e-003
7.699999999998316e-001	7.699814e-001	1.437868e+000	1.638258e-003
7.799999999998316e-001	7.799810e-001	1.448201e+000	1.659534e-003
