Freq.	V(vo)
2.58803415975289e+004	(4.24160314359029e+001dB,-9.01969507111551e+001°)
2.59997998266764e+004	(4.23760307992958e+001dB,-9.01981686514469e+001°)
2.61198094499565e+004	(4.23360301565471e+001dB,-9.01993907942129e+001°)
2.62403730124892e+004	(4.22960295076022e+001dB,-9.02006171653689e+001°)
2.63614930711417e+004	(4.22560288524062e+001dB,-9.02018477909203e+001°)
2.64831721945835e+004	(4.22160281909034e+001dB,-9.02030826969626e+001°)
2.66054129633403e+004	(4.21760275230377e+001dB,-9.02043219096823e+001°)
2.67282179698492e+004	(4.21360268487525e+001dB,-9.02055654553568e+001°)
2.68515898185132e+004	(4.20960261679906e+001dB,-9.02068133603556e+001°)
2.69755311257570e+004	(4.20560254806942e+001dB,-9.02080656511407e+001°)
2.71000445200818e+004	(4.20160247868051e+001dB,-9.02093223542669e+001°)
2.72251326421217e+004	(4.19760240862643e+001dB,-9.02105834963825e+001°)
2.73507981446992e+004	(4.19360233790124e+001dB,-9.02118491042299e+001°)
2.74770436928818e+004	(4.18960226649895e+001dB,-9.02131192046464e+001°)
2.76038719640385e+004	(4.18560219441350e+001dB,-9.02143938245642e+001°)
2.77312856478961e+004	(4.18160212163877e+001dB,-9.02156729910115e+001°)
2.78592874465971e+004	(4.17760204816860e+001dB,-9.02169567311129e+001°)
2.79878800747561e+004	(4.17360197399674e+001dB,-9.02182450720897e+001°)
2.81170662595181e+004	(4.16960189911690e+001dB,-9.02195380412610e+001°)
2.82468487406158e+004	(4.16560182352274e+001dB,-9.02208356660439e+001°)
2.83772302704280e+004	(4.16160174720785e+001dB,-9.02221379739541e+001°)
2.85082136140380e+004	(4.15760167016574e+001dB,-9.02234449926068e+001°)
2.86398015492921e+004	(4.15360159238989e+001dB,-9.02247567497167e+001°)
2.87719968668585e+004	(4.14960151387369e+001dB,-9.02260732730992e+001°)
2.89048023702866e+004	(4.14560143461049e+001dB,-9.02273945906707e+001°)
2.90382208760663e+004	(4.14160135459356e+001dB,-9.02287207304492e+001°)
2.91722552136879e+004	(4.13760127381611e+001dB,-9.02300517205548e+001°)
2.93069082257021e+004	(4.13360119227130e+001dB,-9.02313875892105e+001°)
2.94421827677801e+004	(4.12960110995221e+001dB,-9.02327283647428e+001°)
2.95780817087744e+004	(4.12560102685184e+001dB,-9.02340740755820e+001°)
2.97146079307793e+004	(4.12160094296317e+001dB,-9.02354247502631e+001°)
2.98517643291925e+004	(4.11760085827906e+001dB,-9.02367804174265e+001°)
2.99895538127762e+004	(4.11360077279233e+001dB,-9.02381411058180e+001°)
3.01279793037186e+004	(4.10960068649574e+001dB,-9.02395068442902e+001°)
3.02670437376964e+004	(4.10560059938196e+001dB,-9.02408776618026e+001°)
3.04067500639366e+004	(4.10160051144360e+001dB,-9.02422535874224e+001°)
3.05471012452793e+004	(4.09760042267321e+001dB,-9.02436346503249e+001°)
3.06881002582404e+004	(4.09360033306326e+001dB,-9.02450208797945e+001°)
3.08297500930748e+004	(4.08960024260613e+001dB,-9.02464123052250e+001°)
3.09720537538398e+004	(4.08560015129417e+001dB,-9.02478089561203e+001°)
3.11150142584587e+004	(4.08160005911962e+001dB,-9.02492108620951e+001°)
3.12586346387850e+004	(4.07759996607467e+001dB,-9.02506180528755e+001°)
3.14029179406666e+004	(4.07359987215142e+001dB,-9.02520305582995e+001°)
3.15478672240104e+004	(4.06959977734191e+001dB,-9.02534484083180e+001°)
3.16934855628471e+004	(4.06559968163809e+001dB,-9.02548716329947e+001°)
3.18397760453966e+004	(4.06159958503185e+001dB,-9.02563002625078e+001°)
3.19867417741332e+004	(4.05759948751499e+001dB,-9.02577343271496e+001°)
3.21343858658518e+004	(4.05359938907924e+001dB,-9.02591738573277e+001°)
3.22827114517336e+004	(4.04959928971625e+001dB,-9.02606188835657e+001°)
3.24317216774127e+004	(4.04559918941759e+001dB,-9.02620694365036e+001°)
3.25814197030429e+004	(4.04159908817475e+001dB,-9.02635255468983e+001°)
3.27318087033646e+004	(4.03759898597915e+001dB,-9.02649872456247e+001°)
3.28828918677718e+004	(4.03359888282212e+001dB,-9.02664545636763e+001°)
3.30346724003806e+004	(4.02959877869490e+001dB,-9.02679275321653e+001°)
3.31871535200963e+004	(4.02559867358867e+001dB,-9.02694061823240e+001°)
3.33403384606819e+004	(4.02159856749451e+001dB,-9.02708905455048e+001°)
3.34942304708272e+004	(4.01759846040342e+001dB,-9.02723806531814e+001°)
3.36488328142167e+004	(4.01359835230631e+001dB,-9.02738765369493e+001°)
3.38041487695999e+004	(4.00959824319402e+001dB,-9.02753782285261e+001°)
3.39601816308601e+004	(4.00559813305729e+001dB,-9.02768857597527e+001°)
3.41169347070843e+004	(4.00159802188678e+001dB,-9.02783991625939e+001°)
3.42744113226339e+004	(3.99759790967305e+001dB,-9.02799184691385e+001°)
3.44326148172147e+004	(3.99359779640660e+001dB,-9.02814437116008e+001°)
3.45915485459477e+004	(3.98959768207781e+001dB,-9.02829749223208e+001°)
3.47512158794407e+004	(3.98559756667699e+001dB,-9.02845121337649e+001°)
3.49116202038595e+004	(3.98159745019435e+001dB,-9.02860553785266e+001°)
3.50727649209995e+004	(3.97759733261999e+001dB,-9.02876046893275e+001°)
3.52346534483583e+004	(3.97359721394397e+001dB,-9.02891600990175e+001°)
3.53972892192078e+004	(3.96959709415620e+001dB,-9.02907216405759e+001°)
3.55606756826674e+004	(3.96559697324652e+001dB,-9.02922893471119e+001°)
3.57248163037766e+004	(3.96159685120468e+001dB,-9.02938632518653e+001°)
3.58897145635690e+004	(3.95759672802034e+001dB,-9.02954433882073e+001°)
3.60553739591459e+004	(3.95359660368303e+001dB,-9.02970297896411e+001°)
3.62217980037504e+004	(3.94959647818221e+001dB,-9.02986224898027e+001°)
3.63889902268421e+004	(3.94559635150724e+001dB,-9.03002215224616e+001°)
3.65569541741718e+004	(3.94159622364737e+001dB,-9.03018269215213e+001°)
3.67256934078567e+004	(3.93759609459176e+001dB,-9.03034387210205e+001°)
3.68952115064560e+004	(3.93359596432946e+001dB,-9.03050569551333e+001°)
3.70655120650468e+004	(3.92959583284941e+001dB,-9.03066816581703e+001°)
3.72365986953004e+004	(3.92559570014048e+001dB,-9.03083128645791e+001°)
3.74084750255587e+004	(3.92159556619140e+001dB,-9.03099506089450e+001°)
3.75811447009113e+004	(3.91759543099080e+001dB,-9.03115949259919e+001°)
3.77546113832727e+004	(3.91359529452723e+001dB,-9.03132458505832e+001°)
3.79288787514602e+004	(3.90959515678910e+001dB,-9.03149034177219e+001°)
3.81039505012716e+004	(3.90559501776474e+001dB,-9.03165676625521e+001°)
3.82798303455638e+004	(3.90159487744235e+001dB,-9.03182386203592e+001°)
3.84565220143315e+004	(3.89759473581003e+001dB,-9.03199163265709e+001°)
3.86340292547861e+004	(3.89359459285576e+001dB,-9.03216008167579e+001°)
3.88123558314356e+004	(3.88959444856742e+001dB,-9.03232921266345e+001°)
3.89915055261640e+004	(3.88559430293277e+001dB,-9.03249902920598e+001°)
3.91714821383117e+004	(3.88159415593945e+001dB,-9.03266953490378e+001°)
3.93522894847560e+004	(3.87759400757501e+001dB,-9.03284073337188e+001°)
3.95339313999923e+004	(3.87359385782685e+001dB,-9.03301262823996e+001°)
3.97164117362152e+004	(3.86959370668228e+001dB,-9.03318522315249e+001°)
3.98997343633999e+004	(3.86559355412847e+001dB,-9.03335852176874e+001°)
4.00839031693850e+004	(3.86159340015248e+001dB,-9.03353252776292e+001°)
4.02689220599544e+004	(3.85759324474125e+001dB,-9.03370724482418e+001°)
4.04547949589202e+004	(3.85359308788160e+001dB,-9.03388267665679e+001°)
4.06415258082061e+004	(3.84959292956023e+001dB,-9.03405882698012e+001°)
4.08291185679307e+004	(3.84559276976370e+001dB,-9.03423569952880e+001°)
4.10175772164920e+004	(3.84159260847847e+001dB,-9.03441329805272e+001°)
4.12069057506512e+004	(3.83759244569085e+001dB,-9.03459162631719e+001°)
4.13971081856178e+004	(3.83359228138703e+001dB,-9.03477068810295e+001°)
4.15881885551347e+004	(3.82959211555308e+001dB,-9.03495048720630e+001°)
4.17801509115635e+004	(3.82559194817493e+001dB,-9.03513102743914e+001°)
4.19729993259710e+004	(3.82159177923838e+001dB,-9.03531231262909e+001°)
4.21667378882149e+004	(3.81759160872912e+001dB,-9.03549434661955e+001°)
4.23613707070310e+004	(3.81359143663266e+001dB,-9.03567713326976e+001°)
4.25569019101200e+004	(3.80959126293442e+001dB,-9.03586067645494e+001°)
4.27533356442354e+004	(3.80559108761966e+001dB,-9.03604498006632e+001°)
4.29506760752710e+004	(3.80159091067352e+001dB,-9.03623004801122e+001°)
4.31489273883497e+004	(3.79759073208098e+001dB,-9.03641588421319e+001°)
4.33480937879120e+004	(3.79359055182689e+001dB,-9.03660249261202e+001°)
4.35481794978052e+004	(3.78959036989597e+001dB,-9.03678987716389e+001°)
4.37491887613730e+004	(3.78559018627279e+001dB,-9.03697804184138e+001°)
4.39511258415455e+004	(3.78159000094177e+001dB,-9.03716699063363e+001°)
4.41539950209294e+004	(3.77758981388719e+001dB,-9.03735672754638e+001°)
4.43578006018993e+004	(3.77358962509318e+001dB,-9.03754725660206e+001°)
4.45625469066885e+004	(3.76958943454374e+001dB,-9.03773858183989e+001°)
4.47682382774810e+004	(3.76558924222270e+001dB,-9.03793070731593e+001°)
4.49748790765030e+004	(3.76158904811374e+001dB,-9.03812363710323e+001°)
4.51824736861164e+004	(3.75758885220041e+001dB,-9.03831737529184e+001°)
4.53910265089106e+004	(3.75358865446608e+001dB,-9.03851192598896e+001°)
4.56005419677968e+004	(3.74958845489399e+001dB,-9.03870729331897e+001°)
4.58110245061013e+004	(3.74558825346720e+001dB,-9.03890348142358e+001°)
4.60224785876599e+004	(3.74158805016864e+001dB,-9.03910049446187e+001°)
4.62349086969124e+004	(3.73758784498106e+001dB,-9.03929833661038e+001°)
4.64483193389981e+004	(3.73358763788705e+001dB,-9.03949701206323e+001°)
4.66627150398509e+004	(3.72958742886906e+001dB,-9.03969652503219e+001°)
4.68781003462954e+004	(3.72558721790934e+001dB,-9.03989687974675e+001°)
4.70944798261434e+004	(3.72158700499002e+001dB,-9.04009808045424e+001°)
4.73118580682910e+004	(3.71758679009303e+001dB,-9.04030013141992e+001°)
4.75302396828155e+004	(3.71358657320013e+001dB,-9.04050303692703e+001°)
4.77496293010732e+004	(3.70958635429295e+001dB,-9.04070680127692e+001°)
4.79700315757981e+004	(3.70558613335290e+001dB,-9.04091142878914e+001°)
4.81914511811999e+004	(3.70158591036126e+001dB,-9.04111692380151e+001°)
4.84138928130639e+004	(3.69758568529910e+001dB,-9.04132329067022e+001°)
4.86373611888497e+004	(3.69358545814734e+001dB,-9.04153053376994e+001°)
4.88618610477920e+004	(3.68958522888671e+001dB,-9.04173865749387e+001°)
4.90873971510007e+004	(3.68558499749777e+001dB,-9.04194766625388e+001°)
4.93139742815620e+004	(3.68158476396089e+001dB,-9.04215756448057e+001°)
4.95415972446398e+004	(3.67758452825626e+001dB,-9.04236835662339e+001°)
4.97702708675778e+004	(3.67358429036389e+001dB,-9.04258004715071e+001°)
5.00000000000015e+004	(3.66958405026361e+001dB,-9.04279264054993e+001°)
5.02307895139213e+004	(3.66558380793505e+001dB,-9.04300614132756e+001°)
5.04626443038357e+004	(3.66158356335766e+001dB,-9.04322055400932e+001°)
5.06955692868355e+004	(3.65758331651069e+001dB,-9.04343588314027e+001°)
5.09295694027074e+004	(3.65358306737320e+001dB,-9.04365213328484e+001°)
5.11646496140392e+004	(3.64958281592408e+001dB,-9.04386930902699e+001°)
5.14008149063252e+004	(3.64558256214198e+001dB,-9.04408741497026e+001°)
5.16380702880714e+004	(3.64158230600539e+001dB,-9.04430645573788e+001°)
5.18764207909022e+004	(3.63758204749258e+001dB,-9.04452643597292e+001°)
5.21158714696668e+004	(3.63358178658162e+001dB,-9.04474736033828e+001°)
5.23564274025466e+004	(3.62958152325039e+001dB,-9.04496923351690e+001°)
5.25980936911628e+004	(3.62558125747656e+001dB,-9.04519206021177e+001°)
5.28408754606845e+004	(3.62158098923757e+001dB,-9.04541584514609e+001°)
5.30847778599379e+004	(3.61758071851068e+001dB,-9.04564059306336e+001°)
5.33298060615145e+004	(3.61358044527294e+001dB,-9.04586630872744e+001°)
5.35759652618820e+004	(3.60958016950116e+001dB,-9.04609299692269e+001°)
5.38232606814934e+004	(3.60557989117195e+001dB,-9.04632066245408e+001°)
5.40716975648986e+004	(3.60157961026172e+001dB,-9.04654931014723e+001°)
5.43212811808550e+004	(3.59757932674663e+001dB,-9.04677894484860e+001°)
5.45720168224395e+004	(3.59357904060264e+001dB,-9.04700957142551e+001°)
5.48239098071610e+004	(3.58957875180548e+001dB,-9.04724119476629e+001°)
5.50769654770725e+004	(3.58557846033065e+001dB,-9.04747381978037e+001°)
5.53311891988851e+004	(3.58157816615345e+001dB,-9.04770745139839e+001°)
5.55865863640813e+004	(3.57757786924891e+001dB,-9.04794209457230e+001°)
5.58431623890298e+004	(3.57357756959185e+001dB,-9.04817775427546e+001°)
5.61009227151000e+004	(3.56957726715687e+001dB,-9.04841443550273e+001°)
5.63598728087773e+004	(3.56557696191830e+001dB,-9.04865214327062e+001°)
5.66200181617797e+004	(3.56157665385027e+001dB,-9.04889088261737e+001°)
5.68813642911734e+004	(3.55757634292665e+001dB,-9.04913065860303e+001°)
5.71439167394904e+004	(3.55357602912106e+001dB,-9.04937147630962e+001°)
5.74076810748460e+004	(3.54957571240689e+001dB,-9.04961334084119e+001°)
5.76726628910565e+004	(3.54557539275728e+001dB,-9.04985625732396e+001°)
5.79388678077582e+004	(3.54157507014513e+001dB,-9.05010023090641e+001°)
5.82063014705264e+004	(3.53757474454306e+001dB,-9.05034526675940e+001°)
5.84749695509954e+004	(3.53357441592347e+001dB,-9.05059137007626e+001°)
5.87448777469784e+004	(3.52957408425849e+001dB,-9.05083854607293e+001°)
5.90160317825884e+004	(3.52557374951998e+001dB,-9.05108679998803e+001°)
5.92884374083599e+004	(3.52157341167956e+001dB,-9.05133613708303e+001°)
5.95621004013707e+004	(3.51757307070858e+001dB,-9.05158656264227e+001°)
5.98370265653641e+004	(3.51357272657812e+001dB,-9.05183808197317e+001°)
6.01132217308726e+004	(3.50957237925898e+001dB,-9.05209070040629e+001°)
6.03906917553410e+004	(3.50557202872173e+001dB,-9.05234442329543e+001°)
6.06694425232508e+004	(3.50157167493663e+001dB,-9.05259925601778e+001°)
6.09494799462453e+004	(3.49757131787367e+001dB,-9.05285520397402e+001°)
6.12308099632544e+004	(3.49357095750257e+001dB,-9.05311227258840e+001°)
6.15134385406211e+004	(3.48957059379277e+001dB,-9.05337046730893e+001°)
6.17973716722276e+004	(3.48557022671343e+001dB,-9.05362979360740e+001°)
6.20826153796226e+004	(3.48156985623341e+001dB,-9.05389025697958e+001°)
6.23691757121492e+004	(3.47756948232130e+001dB,-9.05415186294528e+001°)
6.26570587470729e+004	(3.47356910494538e+001dB,-9.05441461704850e+001°)
6.29462705897104e+004	(3.46956872407366e+001dB,-9.05467852485752e+001°)
6.32368173735597e+004	(3.46556833967382e+001dB,-9.05494359196504e+001°)
6.35287052604292e+004	(3.46156795171327e+001dB,-9.05520982398829e+001°)
6.38219404405693e+004	(3.45756756015911e+001dB,-9.05547722656913e+001°)
6.41165291328032e+004	(3.45356716497813e+001dB,-9.05574580537420e+001°)
6.44124775846589e+004	(3.44956676613683e+001dB,-9.05601556609502e+001°)
6.47097920725015e+004	(3.44556636360136e+001dB,-9.05628651444812e+001°)
6.50084789016667e+004	(3.44156595733761e+001dB,-9.05655865617515e+001°)
6.53085444065943e+004	(3.43756554731111e+001dB,-9.05683199704300e+001°)
6.56099949509624e+004	(3.43356513348709e+001dB,-9.05710654284393e+001°)
6.59128369278226e+004	(3.42956471583046e+001dB,-9.05738229939570e+001°)
6.62170767597355e+004	(3.42556429430579e+001dB,-9.05765927254167e+001°)
6.65227208989068e+004	(3.42156386887735e+001dB,-9.05793746815094e+001°)
6.68297758273244e+004	(3.41756343950906e+001dB,-9.05821689211847e+001°)
6.71382480568955e+004	(3.41356300616449e+001dB,-9.05849755036519e+001°)
6.74481441295850e+004	(3.40956256880691e+001dB,-9.05877944883815e+001°)
6.77594706175541e+004	(3.40556212739923e+001dB,-9.05906259351063e+001°)
6.80722341232998e+004	(3.40156168190400e+001dB,-9.05934699038226e+001°)
6.83864412797948e+004	(3.39756123228345e+001dB,-9.05963264547916e+001°)
6.87020987506281e+004	(3.39356077849946e+001dB,-9.05991956485406e+001°)
6.90192132301466e+004	(3.38956032051354e+001dB,-9.06020775458643e+001°)
6.93377914435968e+004	(3.38555985828685e+001dB,-9.06049722078260e+001°)
6.96578401472675e+004	(3.38155939178020e+001dB,-9.06078796957590e+001°)
6.99793661286333e+004	(3.37755892095402e+001dB,-9.06108000712679e+001°)
7.03023762064981e+004	(3.37355844576839e+001dB,-9.06137333962297e+001°)
7.06268772311402e+004	(3.36955796618302e+001dB,-9.06166797327952e+001°)
7.09528760844571e+004	(3.36555748215723e+001dB,-9.06196391433905e+001°)
7.12803796801119e+004	(3.36155699364997e+001dB,-9.06226116907181e+001°)
7.16093949636797e+004	(3.35755650061983e+001dB,-9.06255974377582e+001°)
7.19399289127948e+004	(3.35355600302499e+001dB,-9.06285964477700e+001°)
7.22719885372989e+004	(3.34955550082326e+001dB,-9.06316087842935e+001°)
7.26055808793896e+004	(3.34555499397205e+001dB,-9.06346345111501e+001°)
7.29407130137700e+004	(3.34155448242839e+001dB,-9.06376736924445e+001°)
7.32773920477981e+004	(3.33755396614888e+001dB,-9.06407263925656e+001°)
7.36156251216385e+004	(3.33355344508977e+001dB,-9.06437926761884e+001°)
7.39554194084130e+004	(3.32955291920685e+001dB,-9.06468726082749e+001°)
7.42967821143530e+004	(3.32555238845554e+001dB,-9.06499662540757e+001°)
7.46397204789524e+004	(3.32155185279082e+001dB,-9.06530736791311e+001°)
7.49842417751213e+004	(3.31755131216729e+001dB,-9.06561949492730e+001°)
7.53303533093398e+004	(3.31355076653908e+001dB,-9.06593301306257e+001°)
7.56780624218131e+004	(3.30955021585995e+001dB,-9.06624792896077e+001°)
7.60273764866275e+004	(3.30554966008319e+001dB,-9.06656424929328e+001°)
7.63783029119063e+004	(3.30154909916166e+001dB,-9.06688198076117e+001°)
7.67308491399674e+004	(3.29754853304783e+001dB,-9.06720113009534e+001°)
7.70850226474807e+004	(3.29354796169366e+001dB,-9.06752170405664e+001°)
7.74408309456268e+004	(3.28954738505073e+001dB,-9.06784370943606e+001°)
7.77982815802565e+004	(3.28554680307013e+001dB,-9.06816715305481e+001°)
7.81573821320505e+004	(3.28154621570251e+001dB,-9.06849204176451e+001°)
7.85181402166804e+004	(3.27754562289808e+001dB,-9.06881838244730e+001°)
7.88805634849703e+004	(3.27354502460656e+001dB,-9.06914618201602e+001°)
7.92446596230585e+004	(3.26954442077722e+001dB,-9.06947544741434e+001°)
7.96104363525614e+004	(3.26554381135886e+001dB,-9.06980618561689e+001°)
7.99779014307363e+004	(3.26154319629982e+001dB,-9.07013840362942e+001°)
8.03470626506468e+004	(3.25754257554793e+001dB,-9.07047210848895e+001°)
8.07179278413272e+004	(3.25354194905056e+001dB,-9.07080730726391e+001°)
8.10905048679495e+004	(3.24954131675459e+001dB,-9.07114400705431e+001°)
8.14648016319891e+004	(3.24554067860641e+001dB,-9.07148221499184e+001°)
8.18408260713934e+004	(3.24154003455191e+001dB,-9.07182193824008e+001°)
8.22185861607496e+004	(3.23753938453649e+001dB,-9.07216318399460e+001°)
8.25980899114538e+004	(3.23353872850501e+001dB,-9.07250595948315e+001°)
8.29793453718811e+004	(3.22953806640187e+001dB,-9.07285027196576e+001°)
8.33623606275562e+004	(3.22553739817092e+001dB,-9.07319612873497e+001°)
8.37471438013250e+004	(3.22153672375551e+001dB,-9.07354353711590e+001°)
8.41337030535265e+004	(3.21753604309844e+001dB,-9.07389250446647e+001°)
8.45220465821663e+004	(3.21353535614202e+001dB,-9.07424303817751e+001°)
8.49121826230904e+004	(3.20953466282799e+001dB,-9.07459514567292e+001°)
8.53041194501593e+004	(3.20553396309757e+001dB,-9.07494883440987e+001°)
8.56978653754244e+004	(3.20153325689144e+001dB,-9.07530411187888e+001°)
8.60934287493036e+004	(3.19753254414971e+001dB,-9.07566098560407e+001°)
8.64908179607583e+004	(3.19353182481196e+001dB,-9.07601946314321e+001°)
8.68900414374720e+004	(3.18953109881720e+001dB,-9.07637955208798e+001°)
8.72911076460285e+004	(3.18553036610387e+001dB,-9.07674126006406e+001°)
8.76940250920913e+004	(3.18152962660986e+001dB,-9.07710459473132e+001°)
8.80988023205848e+004	(3.17752888027246e+001dB,-9.07746956378398e+001°)
8.85054479158744e+004	(3.17352812702839e+001dB,-9.07783617495076e+001°)
8.89139705019495e+004	(3.16952736681380e+001dB,-9.07820443599503e+001°)
8.93243787426059e+004	(3.16552659956424e+001dB,-9.07857435471503e+001°)
8.97366813416297e+004	(3.16152582521464e+001dB,-9.07894593894395e+001°)
9.01508870429818e+004	(3.15752504369937e+001dB,-9.07931919655015e+001°)
9.05670046309835e+004	(3.15352425495217e+001dB,-9.07969413543733e+001°)
9.09850429305026e+004	(3.14952345890616e+001dB,-9.08007076354466e+001°)
9.14050108071406e+004	(3.14552265549385e+001dB,-9.08044908884694e+001°)
9.18269171674208e+004	(3.14152184464713e+001dB,-9.08082911935484e+001°)
9.22507709589772e+004	(3.13752102629727e+001dB,-9.08121086311497e+001°)
9.26765811707441e+004	(3.13352020037487e+001dB,-9.08159432821011e+001°)
9.31043568331469e+004	(3.12951936680993e+001dB,-9.08197952275937e+001°)
9.35341070182936e+004	(3.12551852553176e+001dB,-9.08236645491835e+001°)
9.39658408401670e+004	(3.12151767646906e+001dB,-9.08275513287931e+001°)
9.43995674548183e+004	(3.11751681954983e+001dB,-9.08314556487135e+001°)
9.48352960605610e+004	(3.11351595470144e+001dB,-9.08353775916056e+001°)
9.52730358981660e+004	(3.10951508185056e+001dB,-9.08393172405024e+001°)
9.57127962510580e+004	(3.10551420092320e+001dB,-9.08432746788100e+001°)
9.61545864455116e+004	(3.10151331184468e+001dB,-9.08472499903101e+001°)
9.65984158508499e+004	(3.09751241453962e+001dB,-9.08512432591614e+001°)
9.70442938796427e+004	(3.09351150893197e+001dB,-9.08552545699011e+001°)
9.74922299879061e+004	(3.08951059494494e+001dB,-9.08592840074473e+001°)
9.79422336753033e+004	(3.08550967250105e+001dB,-9.08633316571002e+001°)
9.83943144853461e+004	(3.08150874152212e+001dB,-9.08673976045440e+001°)
9.88484820055969e+004	(3.07750780192921e+001dB,-9.08714819358489e+001°)
9.93047458678725e+004	(3.07350685364268e+001dB,-9.08755847374728e+001°)
9.97631157484479e+004	(3.06950589658214e+001dB,-9.08797060962631e+001°)
1.00223601368262e+005	(3.06550493066646e+001dB,-9.08838460994583e+001°)
1.00686212493123e+005	(3.06150395581375e+001dB,-9.08880048346901e+001°)
1.01150958933918e+005	(3.05750297194140e+001dB,-9.08921823899851e+001°)
1.01617850546815e+005	(3.05350197896598e+001dB,-9.08963788537668e+001°)
1.02086897233481e+005	(3.04950097680333e+001dB,-9.09005943148571e+001°)
1.02558108941282e+005	(3.04549996536850e+001dB,-9.09048288624786e+001°)
1.03031495663504e+005	(3.04149894457576e+001dB,-9.09090825862559e+001°)
1.03507067439556e+005	(3.03749791433856e+001dB,-9.09133555762180e+001°)
1.03984834355189e+005	(3.03349687456960e+001dB,-9.09176479227999e+001°)
1.04464806542706e+005	(3.02949582518072e+001dB,-9.09219597168445e+001°)
1.04946994181180e+005	(3.02549476608298e+001dB,-9.09262910496046e+001°)
1.05431407496669e+005	(3.02149369718661e+001dB,-9.09306420127446e+001°)
1.05918056762429e+005	(3.01749261840101e+001dB,-9.09350126983428e+001°)
1.06406952299140e+005	(3.01349152963472e+001dB,-9.09394031988927e+001°)
1.06898104475116e+005	(3.00949043079547e+001dB,-9.09438136073054e+001°)
1.07391523706531e+005	(3.00548932179012e+001dB,-9.09482440169116e+001°)
1.07887220457638e+005	(3.00148820252467e+001dB,-9.09526945214631e+001°)
1.08385205240989e+005	(2.99748707290426e+001dB,-9.09571652151350e+001°)
1.08885488617662e+005	(2.99348593283312e+001dB,-9.09616561925279e+001°)
1.09388081197482e+005	(2.98948478221464e+001dB,-9.09661675486693e+001°)
1.09892993639246e+005	(2.98548362095129e+001dB,-9.09706993790161e+001°)
1.10400236650949e+005	(2.98148244894464e+001dB,-9.09752517794563e+001°)
1.10909820990015e+005	(2.97748126609537e+001dB,-9.09798248463111e+001°)
1.11421757463520e+005	(2.97348007230321e+001dB,-9.09844186763368e+001°)
1.11936056928422e+005	(2.96947886746698e+001dB,-9.09890333667270e+001°)
1.12452730291794e+005	(2.96547765148458e+001dB,-9.09936690151143e+001°)
1.12971788511054e+005	(2.96147642425294e+001dB,-9.09983257195727e+001°)
1.13493242594196e+005	(2.95747518566806e+001dB,-9.10030035786193e+001°)
1.14017103600026e+005	(2.95347393562495e+001dB,-9.10077026912166e+001°)
1.14543382638393e+005	(2.94947267401767e+001dB,-9.10124231567744e+001°)
1.15072090870430e+005	(2.94547140073931e+001dB,-9.10171650751520e+001°)
1.15603239508784e+005	(2.94147011568196e+001dB,-9.10219285466601e+001°)
1.16136839817860e+005	(2.93746881873670e+001dB,-9.10267136720629e+001°)
1.16672903114055e+005	(2.93346750979362e+001dB,-9.10315205525803e+001°)
1.17211440766001e+005	(2.92946618874179e+001dB,-9.10363492898900e+001°)
1.17752464194805e+005	(2.92546485546925e+001dB,-9.10411999861295e+001°)
1.18295984874293e+005	(2.92146350986303e+001dB,-9.10460727438982e+001°)
1.18842014331249e+005	(2.91746215180908e+001dB,-9.10509676662597e+001°)
1.19390564145664e+005	(2.91346078119231e+001dB,-9.10558848567438e+001°)
1.19941645950979e+005	(2.90945939789657e+001dB,-9.10608244193485e+001°)
1.20495271434335e+005	(2.90545800180465e+001dB,-9.10657864585426e+001°)
1.21051452336814e+005	(2.90145659279823e+001dB,-9.10707710792673e+001°)
1.21610200453696e+005	(2.89745517075790e+001dB,-9.10757783869389e+001°)
1.22171527634704e+005	(2.89345373556318e+001dB,-9.10808084874505e+001°)
1.22735445784257e+005	(2.88945228709243e+001dB,-9.10858614871744e+001°)
1.23301966861722e+005	(2.88545082522292e+001dB,-9.10909374929646e+001°)
1.23871102881669e+005	(2.88144934983076e+001dB,-9.10960366121585e+001°)
1.24442865914125e+005	(2.87744786079095e+001dB,-9.11011589525792e+001°)
1.25017268084827e+005	(2.87344635797730e+001dB,-9.11063046225382e+001°)
1.25594321575484e+005	(2.86944484126248e+001dB,-9.11114737308371e+001°)
1.26174038624034e+005	(2.86544331051796e+001dB,-9.11166663867700e+001°)
1.26756431524901e+005	(2.86144176561404e+001dB,-9.11218827001259e+001°)
1.27341512629257e+005	(2.85744020641981e+001dB,-9.11271227811908e+001°)
1.27929294345288e+005	(2.85343863280317e+001dB,-9.11323867407500e+001°)
1.28519789138449e+005	(2.84943704463078e+001dB,-9.11376746900906e+001°)
1.29113009531735e+005	(2.84543544176806e+001dB,-9.11429867410035e+001°)
1.29708968105946e+005	(2.84143382407922e+001dB,-9.11483230057857e+001°)
1.30307677499950e+005	(2.83743219142719e+001dB,-9.11536835972429e+001°)
1.30909150410955e+005	(2.83343054367365e+001dB,-9.11590686286915e+001°)
1.31513399594775e+005	(2.82942888067897e+001dB,-9.11644782139614e+001°)
1.32120437866103e+005	(2.82542720230227e+001dB,-9.11699124673976e+001°)
1.32730278098783e+005	(2.82142550840134e+001dB,-9.11753715038632e+001°)
1.33342933226080e+005	(2.81742379883268e+001dB,-9.11808554387417e+001°)
1.33958416240957e+005	(2.81342207345144e+001dB,-9.11863643879389e+001°)
